,DATA_RILEVAZIONE,BENZINA,GASOLIO_AUTO,GPL,GASOLIO_RISCALDAMENTO,O.C._FLUIDO_BTZ,O.C._DENSO_BTZ,BENZINA/LITRO,GASOLIO_AUTO/LITRO,GPL/LITRO,GASOLIO_RISCALDAMENTO/LITRO,O.C._FLUIDO_BTZ/LITRO,O.C._DENSO_BTZ/LITRO
0,2018-01-01,1554.54,1426.58,677.99,1219.91,815.81,407.41,1.55454,1.42658,0.67799,1.21991,0.8158099999999999,0.40741000000000005
1,2018-01-02,1554.54,1426.58,677.99,1219.91,815.81,407.41,1.55454,1.42658,0.67799,1.21991,0.8158099999999999,0.40741000000000005
2,2018-01-03,1554.54,1426.58,677.99,1219.91,815.81,407.41,1.55454,1.42658,0.67799,1.21991,0.8158099999999999,0.40741000000000005
3,2018-01-04,1554.54,1426.58,677.99,1219.91,815.81,407.41,1.55454,1.42658,0.67799,1.21991,0.8158099999999999,0.40741000000000005
4,2018-01-05,1554.54,1426.58,677.99,1219.91,815.81,407.41,1.55454,1.42658,0.67799,1.21991,0.8158099999999999,0.40741000000000005
5,2018-01-06,1554.54,1426.58,677.99,1219.91,815.81,407.41,1.55454,1.42658,0.67799,1.21991,0.8158099999999999,0.40741000000000005
6,2018-01-07,1554.54,1426.58,677.99,1219.91,815.81,407.41,1.55454,1.42658,0.67799,1.21991,0.8158099999999999,0.40741000000000005
7,2018-01-08,1561.51,1435.68,677.6,1230.87,821.34,421.3,1.56151,1.43568,0.6776,1.23087,0.8213400000000001,0.4213
8,2018-01-09,1561.51,1435.68,677.6,1230.87,821.34,421.3,1.56151,1.43568,0.6776,1.23087,0.8213400000000001,0.4213
9,2018-01-10,1561.51,1435.68,677.6,1230.87,821.34,421.3,1.56151,1.43568,0.6776,1.23087,0.8213400000000001,0.4213
10,2018-01-11,1561.51,1435.68,677.6,1230.87,821.34,421.3,1.56151,1.43568,0.6776,1.23087,0.8213400000000001,0.4213
11,2018-01-12,1561.51,1435.68,677.6,1230.87,821.34,421.3,1.56151,1.43568,0.6776,1.23087,0.8213400000000001,0.4213
12,2018-01-13,1561.51,1435.68,677.6,1230.87,821.34,421.3,1.56151,1.43568,0.6776,1.23087,0.8213400000000001,0.4213
13,2018-01-14,1561.51,1435.68,677.6,1230.87,821.34,421.3,1.56151,1.43568,0.6776,1.23087,0.8213400000000001,0.4213
14,2018-01-15,1566.62,1441.24,677.56,1242.54,832.9,421.1,1.56662,1.44124,0.6775599999999999,1.24254,0.8329,0.42110000000000003
15,2018-01-16,1566.62,1441.24,677.56,1242.54,832.9,421.1,1.56662,1.44124,0.6775599999999999,1.24254,0.8329,0.42110000000000003
16,2018-01-17,1566.62,1441.24,677.56,1242.54,832.9,421.1,1.56662,1.44124,0.6775599999999999,1.24254,0.8329,0.42110000000000003
17,2018-01-18,1566.62,1441.24,677.56,1242.54,832.9,421.1,1.56662,1.44124,0.6775599999999999,1.24254,0.8329,0.42110000000000003
18,2018-01-19,1566.62,1441.24,677.56,1242.54,832.9,421.1,1.56662,1.44124,0.6775599999999999,1.24254,0.8329,0.42110000000000003
19,2018-01-20,1566.62,1441.24,677.56,1242.54,832.9,421.1,1.56662,1.44124,0.6775599999999999,1.24254,0.8329,0.42110000000000003
20,2018-01-21,1566.62,1441.24,677.56,1242.54,832.9,421.1,1.56662,1.44124,0.6775599999999999,1.24254,0.8329,0.42110000000000003
21,2018-01-22,1571.37,1446.52,677.48,1235.87,826.01,413.74,1.57137,1.44652,0.67748,1.2358699999999998,0.82601,0.41374
22,2018-01-23,1571.37,1446.52,677.48,1235.87,826.01,413.74,1.57137,1.44652,0.67748,1.2358699999999998,0.82601,0.41374
23,2018-01-24,1571.37,1446.52,677.48,1235.87,826.01,413.74,1.57137,1.44652,0.67748,1.2358699999999998,0.82601,0.41374
24,2018-01-25,1571.37,1446.52,677.48,1235.87,826.01,413.74,1.57137,1.44652,0.67748,1.2358699999999998,0.82601,0.41374
25,2018-01-26,1571.37,1446.52,677.48,1235.87,826.01,413.74,1.57137,1.44652,0.67748,1.2358699999999998,0.82601,0.41374
26,2018-01-27,1571.37,1446.52,677.48,1235.87,826.01,413.74,1.57137,1.44652,0.67748,1.2358699999999998,0.82601,0.41374
27,2018-01-28,1571.37,1446.52,677.48,1235.87,826.01,413.74,1.57137,1.44652,0.67748,1.2358699999999998,0.82601,0.41374
28,2018-01-29,1572.83,1447.78,677.71,1239.6,824.93,412.07,1.57283,1.44778,0.67771,1.2395999999999998,0.8249299999999999,0.41207
29,2018-01-30,1572.83,1447.78,677.71,1239.6,824.93,412.07,1.57283,1.44778,0.67771,1.2395999999999998,0.8249299999999999,0.41207
30,2018-01-31,1572.83,1447.78,677.71,1239.6,824.93,412.07,1.57283,1.44778,0.67771,1.2395999999999998,0.8249299999999999,0.41207
31,2018-02-01,1572.83,1447.78,677.71,1239.6,824.93,412.07,1.57283,1.44778,0.67771,1.2395999999999998,0.8249299999999999,0.41207
32,2018-02-02,1572.83,1447.78,677.71,1239.6,824.93,412.07,1.57283,1.44778,0.67771,1.2395999999999998,0.8249299999999999,0.41207
33,2018-02-03,1572.83,1447.78,677.71,1239.6,824.93,412.07,1.57283,1.44778,0.67771,1.2395999999999998,0.8249299999999999,0.41207
34,2018-02-04,1572.83,1447.78,677.71,1239.6,824.93,412.07,1.57283,1.44778,0.67771,1.2395999999999998,0.8249299999999999,0.41207
35,2018-02-05,1573.42,1447.59,670.96,1225.59,817.34,407.55,1.57342,1.44759,0.67096,1.22559,0.8173400000000001,0.40755
36,2018-02-06,1573.42,1447.59,670.96,1225.59,817.34,407.55,1.57342,1.44759,0.67096,1.22559,0.8173400000000001,0.40755
37,2018-02-07,1573.42,1447.59,670.96,1225.59,817.34,407.55,1.57342,1.44759,0.67096,1.22559,0.8173400000000001,0.40755
38,2018-02-08,1573.42,1447.59,670.96,1225.59,817.34,407.55,1.57342,1.44759,0.67096,1.22559,0.8173400000000001,0.40755
39,2018-02-09,1573.42,1447.59,670.96,1225.59,817.34,407.55,1.57342,1.44759,0.67096,1.22559,0.8173400000000001,0.40755
40,2018-02-10,1573.42,1447.59,670.96,1225.59,817.34,407.55,1.57342,1.44759,0.67096,1.22559,0.8173400000000001,0.40755
41,2018-02-11,1573.42,1447.59,670.96,1225.59,817.34,407.55,1.57342,1.44759,0.67096,1.22559,0.8173400000000001,0.40755
42,2018-02-12,1569.91,1443.29,662.48,1205.68,803.59,390.54,1.5699100000000001,1.44329,0.6624800000000001,1.20568,0.80359,0.39054
43,2018-02-13,1569.91,1443.29,662.48,1205.68,803.59,390.54,1.5699100000000001,1.44329,0.6624800000000001,1.20568,0.80359,0.39054
44,2018-02-14,1569.91,1443.29,662.48,1205.68,803.59,390.54,1.5699100000000001,1.44329,0.6624800000000001,1.20568,0.80359,0.39054
45,2018-02-15,1569.91,1443.29,662.48,1205.68,803.59,390.54,1.5699100000000001,1.44329,0.6624800000000001,1.20568,0.80359,0.39054
46,2018-02-16,1569.91,1443.29,662.48,1205.68,803.59,390.54,1.5699100000000001,1.44329,0.6624800000000001,1.20568,0.80359,0.39054
47,2018-02-17,1569.91,1443.29,662.48,1205.68,803.59,390.54,1.5699100000000001,1.44329,0.6624800000000001,1.20568,0.80359,0.39054
48,2018-02-18,1569.91,1443.29,662.48,1205.68,803.59,390.54,1.5699100000000001,1.44329,0.6624800000000001,1.20568,0.80359,0.39054
49,2018-02-19,1553.48,1424.46,656.53,1185.89,800.19,384.19,1.55348,1.42446,0.65653,1.18589,0.8001900000000001,0.38419
50,2018-02-20,1553.48,1424.46,656.53,1185.89,800.19,384.19,1.55348,1.42446,0.65653,1.18589,0.8001900000000001,0.38419
51,2018-02-21,1553.48,1424.46,656.53,1185.89,800.19,384.19,1.55348,1.42446,0.65653,1.18589,0.8001900000000001,0.38419
52,2018-02-22,1553.48,1424.46,656.53,1185.89,800.19,384.19,1.55348,1.42446,0.65653,1.18589,0.8001900000000001,0.38419
53,2018-02-23,1553.48,1424.46,656.53,1185.89,800.19,384.19,1.55348,1.42446,0.65653,1.18589,0.8001900000000001,0.38419
54,2018-02-24,1553.48,1424.46,656.53,1185.89,800.19,384.19,1.55348,1.42446,0.65653,1.18589,0.8001900000000001,0.38419
55,2018-02-25,1553.48,1424.46,656.53,1185.89,800.19,384.19,1.55348,1.42446,0.65653,1.18589,0.8001900000000001,0.38419
56,2018-02-26,1546.71,1418.68,657.78,1201.08,804.41,393.55,1.54671,1.4186800000000002,0.6577799999999999,1.20108,0.80441,0.39355
57,2018-02-27,1546.71,1418.68,657.78,1201.08,804.41,393.55,1.54671,1.4186800000000002,0.6577799999999999,1.20108,0.80441,0.39355
58,2018-02-28,1546.71,1418.68,657.78,1201.08,804.41,393.55,1.54671,1.4186800000000002,0.6577799999999999,1.20108,0.80441,0.39355
59,2018-03-01,1546.71,1418.68,657.78,1201.08,804.41,393.55,1.54671,1.4186800000000002,0.6577799999999999,1.20108,0.80441,0.39355
60,2018-03-02,1546.71,1418.68,657.78,1201.08,804.41,393.55,1.54671,1.4186800000000002,0.6577799999999999,1.20108,0.80441,0.39355
61,2018-03-03,1546.71,1418.68,657.78,1201.08,804.41,393.55,1.54671,1.4186800000000002,0.6577799999999999,1.20108,0.80441,0.39355
62,2018-03-04,1546.71,1418.68,657.78,1201.08,804.41,393.55,1.54671,1.4186800000000002,0.6577799999999999,1.20108,0.80441,0.39355
63,2018-03-05,1548.87,1424.66,657.25,1201.7,804.51,382.72,1.54887,1.42466,0.65725,1.2017,0.80451,0.38272
64,2018-03-06,1548.87,1424.66,657.25,1201.7,804.51,382.72,1.54887,1.42466,0.65725,1.2017,0.80451,0.38272
65,2018-03-07,1548.87,1424.66,657.25,1201.7,804.51,382.72,1.54887,1.42466,0.65725,1.2017,0.80451,0.38272
66,2018-03-08,1548.87,1424.66,657.25,1201.7,804.51,382.72,1.54887,1.42466,0.65725,1.2017,0.80451,0.38272
67,2018-03-09,1548.87,1424.66,657.25,1201.7,804.51,382.72,1.54887,1.42466,0.65725,1.2017,0.80451,0.38272
68,2018-03-10,1548.87,1424.66,657.25,1201.7,804.51,382.72,1.54887,1.42466,0.65725,1.2017,0.80451,0.38272
69,2018-03-11,1548.87,1424.66,657.25,1201.7,804.51,382.72,1.54887,1.42466,0.65725,1.2017,0.80451,0.38272
70,2018-03-12,1548.87,1424.66,657.25,1201.7,804.51,382.72,1.54887,1.42466,0.65725,1.2017,0.80451,0.38272
71,2018-03-13,1548.87,1424.66,657.25,1201.7,804.51,382.72,1.54887,1.42466,0.65725,1.2017,0.80451,0.38272
72,2018-03-14,1548.87,1424.66,657.25,1201.7,804.51,382.72,1.54887,1.42466,0.65725,1.2017,0.80451,0.38272
73,2018-03-15,1548.87,1424.66,657.25,1201.7,804.51,382.72,1.54887,1.42466,0.65725,1.2017,0.80451,0.38272
74,2018-03-16,1548.87,1424.66,657.25,1201.7,804.51,382.72,1.54887,1.42466,0.65725,1.2017,0.80451,0.38272
75,2018-03-17,1548.87,1424.66,657.25,1201.7,804.51,382.72,1.54887,1.42466,0.65725,1.2017,0.80451,0.38272
76,2018-03-18,1548.87,1424.66,657.25,1201.7,804.51,382.72,1.54887,1.42466,0.65725,1.2017,0.80451,0.38272
77,2018-03-19,1544.2,1419.38,652.8,1202.52,808.08,385.97,1.5442,1.41938,0.6527999999999999,1.20252,0.80808,0.38597000000000004
78,2018-03-20,1544.2,1419.38,652.8,1202.52,808.08,385.97,1.5442,1.41938,0.6527999999999999,1.20252,0.80808,0.38597000000000004
79,2018-03-21,1544.2,1419.38,652.8,1202.52,808.08,385.97,1.5442,1.41938,0.6527999999999999,1.20252,0.80808,0.38597000000000004
80,2018-03-22,1544.2,1419.38,652.8,1202.52,808.08,385.97,1.5442,1.41938,0.6527999999999999,1.20252,0.80808,0.38597000000000004
81,2018-03-23,1544.2,1419.38,652.8,1202.52,808.08,385.97,1.5442,1.41938,0.6527999999999999,1.20252,0.80808,0.38597000000000004
82,2018-03-24,1544.2,1419.38,652.8,1202.52,808.08,385.97,1.5442,1.41938,0.6527999999999999,1.20252,0.80808,0.38597000000000004
83,2018-03-25,1544.2,1419.38,652.8,1202.52,808.08,385.97,1.5442,1.41938,0.6527999999999999,1.20252,0.80808,0.38597000000000004
84,2018-03-26,1547.08,1422.82,649.22,1217.37,815.84,390.1,1.54708,1.42282,0.64922,1.2173699999999998,0.81584,0.3901
85,2018-03-27,1547.08,1422.82,649.22,1217.37,815.84,390.1,1.54708,1.42282,0.64922,1.2173699999999998,0.81584,0.3901
86,2018-03-28,1547.08,1422.82,649.22,1217.37,815.84,390.1,1.54708,1.42282,0.64922,1.2173699999999998,0.81584,0.3901
87,2018-03-29,1547.08,1422.82,649.22,1217.37,815.84,390.1,1.54708,1.42282,0.64922,1.2173699999999998,0.81584,0.3901
88,2018-03-30,1547.08,1422.82,649.22,1217.37,815.84,390.1,1.54708,1.42282,0.64922,1.2173699999999998,0.81584,0.3901
89,2018-03-31,1547.08,1422.82,649.22,1217.37,815.84,390.1,1.54708,1.42282,0.64922,1.2173699999999998,0.81584,0.3901
90,2018-04-01,1547.08,1422.82,649.22,1217.37,815.84,390.1,1.54708,1.42282,0.64922,1.2173699999999998,0.81584,0.3901
91,2018-04-02,1554.06,1429.97,646.04,1223.26,814.7,390.44,1.55406,1.42997,0.64604,1.22326,0.8147000000000001,0.39044
92,2018-04-03,1554.06,1429.97,646.04,1223.26,814.7,390.44,1.55406,1.42997,0.64604,1.22326,0.8147000000000001,0.39044
93,2018-04-04,1554.06,1429.97,646.04,1223.26,814.7,390.44,1.55406,1.42997,0.64604,1.22326,0.8147000000000001,0.39044
94,2018-04-05,1554.06,1429.97,646.04,1223.26,814.7,390.44,1.55406,1.42997,0.64604,1.22326,0.8147000000000001,0.39044
95,2018-04-06,1554.06,1429.97,646.04,1223.26,814.7,390.44,1.55406,1.42997,0.64604,1.22326,0.8147000000000001,0.39044
96,2018-04-07,1554.06,1429.97,646.04,1223.26,814.7,390.44,1.55406,1.42997,0.64604,1.22326,0.8147000000000001,0.39044
97,2018-04-08,1554.06,1429.97,646.04,1223.26,814.7,390.44,1.55406,1.42997,0.64604,1.22326,0.8147000000000001,0.39044
98,2018-04-09,1556.26,1432.51,645.79,1230.94,819.02,400.32,1.55626,1.43251,0.64579,1.2309400000000001,0.81902,0.40032
99,2018-04-10,1556.26,1432.51,645.79,1230.94,819.02,400.32,1.55626,1.43251,0.64579,1.2309400000000001,0.81902,0.40032
100,2018-04-11,1556.26,1432.51,645.79,1230.94,819.02,400.32,1.55626,1.43251,0.64579,1.2309400000000001,0.81902,0.40032
101,2018-04-12,1556.26,1432.51,645.79,1230.94,819.02,400.32,1.55626,1.43251,0.64579,1.2309400000000001,0.81902,0.40032
102,2018-04-13,1556.26,1432.51,645.79,1230.94,819.02,400.32,1.55626,1.43251,0.64579,1.2309400000000001,0.81902,0.40032
103,2018-04-14,1556.26,1432.51,645.79,1230.94,819.02,400.32,1.55626,1.43251,0.64579,1.2309400000000001,0.81902,0.40032
104,2018-04-15,1556.26,1432.51,645.79,1230.94,819.02,400.32,1.55626,1.43251,0.64579,1.2309400000000001,0.81902,0.40032
105,2018-04-16,1562.98,1439.3,644.98,1243.95,830.11,409.69,1.56298,1.4393,0.64498,1.2439500000000001,0.83011,0.40969
106,2018-04-17,1562.98,1439.3,644.98,1243.95,830.11,409.69,1.56298,1.4393,0.64498,1.2439500000000001,0.83011,0.40969
107,2018-04-18,1562.98,1439.3,644.98,1243.95,830.11,409.69,1.56298,1.4393,0.64498,1.2439500000000001,0.83011,0.40969
108,2018-04-19,1562.98,1439.3,644.98,1243.95,830.11,409.69,1.56298,1.4393,0.64498,1.2439500000000001,0.83011,0.40969
109,2018-04-20,1562.98,1439.3,644.98,1243.95,830.11,409.69,1.56298,1.4393,0.64498,1.2439500000000001,0.83011,0.40969
110,2018-04-21,1562.98,1439.3,644.98,1243.95,830.11,409.69,1.56298,1.4393,0.64498,1.2439500000000001,0.83011,0.40969
111,2018-04-22,1562.98,1439.3,644.98,1243.95,830.11,409.69,1.56298,1.4393,0.64498,1.2439500000000001,0.83011,0.40969
112,2018-04-23,1573.32,1450.22,645.94,1253.47,838.22,416.63,1.5733199999999998,1.45022,0.6459400000000001,1.25347,0.8382200000000001,0.41663
113,2018-04-24,1573.32,1450.22,645.94,1253.47,838.22,416.63,1.5733199999999998,1.45022,0.6459400000000001,1.25347,0.8382200000000001,0.41663
114,2018-04-25,1573.32,1450.22,645.94,1253.47,838.22,416.63,1.5733199999999998,1.45022,0.6459400000000001,1.25347,0.8382200000000001,0.41663
115,2018-04-26,1573.32,1450.22,645.94,1253.47,838.22,416.63,1.5733199999999998,1.45022,0.6459400000000001,1.25347,0.8382200000000001,0.41663
116,2018-04-27,1573.32,1450.22,645.94,1253.47,838.22,416.63,1.5733199999999998,1.45022,0.6459400000000001,1.25347,0.8382200000000001,0.41663
117,2018-04-28,1573.32,1450.22,645.94,1253.47,838.22,416.63,1.5733199999999998,1.45022,0.6459400000000001,1.25347,0.8382200000000001,0.41663
118,2018-04-29,1573.32,1450.22,645.94,1253.47,838.22,416.63,1.5733199999999998,1.45022,0.6459400000000001,1.25347,0.8382200000000001,0.41663
119,2018-04-30,1585.17,1462.9,645.42,1263.83,841.09,423.44,1.58517,1.4629,0.64542,1.26383,0.84109,0.42344
120,2018-05-01,1585.17,1462.9,645.42,1263.83,841.09,423.44,1.58517,1.4629,0.64542,1.26383,0.84109,0.42344
121,2018-05-02,1585.17,1462.9,645.42,1263.83,841.09,423.44,1.58517,1.4629,0.64542,1.26383,0.84109,0.42344
122,2018-05-03,1585.17,1462.9,645.42,1263.83,841.09,423.44,1.58517,1.4629,0.64542,1.26383,0.84109,0.42344
123,2018-05-04,1585.17,1462.9,645.42,1263.83,841.09,423.44,1.58517,1.4629,0.64542,1.26383,0.84109,0.42344
124,2018-05-05,1585.17,1462.9,645.42,1263.83,841.09,423.44,1.58517,1.4629,0.64542,1.26383,0.84109,0.42344
125,2018-05-06,1585.17,1462.9,645.42,1263.83,841.09,423.44,1.58517,1.4629,0.64542,1.26383,0.84109,0.42344
126,2018-05-07,1592.6,1470.26,644.96,1262.93,849.5,428.81,1.5926,1.47026,0.6449600000000001,1.26293,0.8495,0.42881
127,2018-05-08,1592.6,1470.26,644.96,1262.93,849.5,428.81,1.5926,1.47026,0.6449600000000001,1.26293,0.8495,0.42881
128,2018-05-09,1592.6,1470.26,644.96,1262.93,849.5,428.81,1.5926,1.47026,0.6449600000000001,1.26293,0.8495,0.42881
129,2018-05-10,1592.6,1470.26,644.96,1262.93,849.5,428.81,1.5926,1.47026,0.6449600000000001,1.26293,0.8495,0.42881
130,2018-05-11,1592.6,1470.26,644.96,1262.93,849.5,428.81,1.5926,1.47026,0.6449600000000001,1.26293,0.8495,0.42881
131,2018-05-12,1592.6,1470.26,644.96,1262.93,849.5,428.81,1.5926,1.47026,0.6449600000000001,1.26293,0.8495,0.42881
132,2018-05-13,1592.6,1470.26,644.96,1262.93,849.5,428.81,1.5926,1.47026,0.6449600000000001,1.26293,0.8495,0.42881
133,2018-05-14,1605.99,1483.45,649.46,1283.44,871.16,453.41,1.60599,1.48345,0.64946,1.2834400000000001,0.8711599999999999,0.45341000000000004
134,2018-05-15,1605.99,1483.45,649.46,1283.44,871.16,453.41,1.60599,1.48345,0.64946,1.2834400000000001,0.8711599999999999,0.45341000000000004
135,2018-05-16,1605.99,1483.45,649.46,1283.44,871.16,453.41,1.60599,1.48345,0.64946,1.2834400000000001,0.8711599999999999,0.45341000000000004
136,2018-05-17,1605.99,1483.45,649.46,1283.44,871.16,453.41,1.60599,1.48345,0.64946,1.2834400000000001,0.8711599999999999,0.45341000000000004
137,2018-05-18,1605.99,1483.45,649.46,1283.44,871.16,453.41,1.60599,1.48345,0.64946,1.2834400000000001,0.8711599999999999,0.45341000000000004
138,2018-05-19,1605.99,1483.45,649.46,1283.44,871.16,453.41,1.60599,1.48345,0.64946,1.2834400000000001,0.8711599999999999,0.45341000000000004
139,2018-05-20,1605.99,1483.45,649.46,1283.44,871.16,453.41,1.60599,1.48345,0.64946,1.2834400000000001,0.8711599999999999,0.45341000000000004
140,2018-05-21,1623.24,1501.52,658.59,1301.42,890.19,475.36,1.62324,1.50152,0.65859,1.30142,0.89019,0.47536
141,2018-05-22,1623.24,1501.52,658.59,1301.42,890.19,475.36,1.62324,1.50152,0.65859,1.30142,0.89019,0.47536
142,2018-05-23,1623.24,1501.52,658.59,1301.42,890.19,475.36,1.62324,1.50152,0.65859,1.30142,0.89019,0.47536
143,2018-05-24,1623.24,1501.52,658.59,1301.42,890.19,475.36,1.62324,1.50152,0.65859,1.30142,0.89019,0.47536
144,2018-05-25,1623.24,1501.52,658.59,1301.42,890.19,475.36,1.62324,1.50152,0.65859,1.30142,0.89019,0.47536
145,2018-05-26,1623.24,1501.52,658.59,1301.42,890.19,475.36,1.62324,1.50152,0.65859,1.30142,0.89019,0.47536
146,2018-05-27,1623.24,1501.52,658.59,1301.42,890.19,475.36,1.62324,1.50152,0.65859,1.30142,0.89019,0.47536
147,2018-05-28,1642.44,1521.22,656.46,1303.17,889.37,472.1,1.6424400000000001,1.52122,0.65646,1.3031700000000002,0.88937,0.4721
148,2018-05-29,1642.44,1521.22,656.46,1303.17,889.37,472.1,1.6424400000000001,1.52122,0.65646,1.3031700000000002,0.88937,0.4721
149,2018-05-30,1642.44,1521.22,656.46,1303.17,889.37,472.1,1.6424400000000001,1.52122,0.65646,1.3031700000000002,0.88937,0.4721
150,2018-05-31,1642.44,1521.22,656.46,1303.17,889.37,472.1,1.6424400000000001,1.52122,0.65646,1.3031700000000002,0.88937,0.4721
151,2018-06-01,1642.44,1521.22,656.46,1303.17,889.37,472.1,1.6424400000000001,1.52122,0.65646,1.3031700000000002,0.88937,0.4721
152,2018-06-02,1642.44,1521.22,656.46,1303.17,889.37,472.1,1.6424400000000001,1.52122,0.65646,1.3031700000000002,0.88937,0.4721
153,2018-06-03,1642.44,1521.22,656.46,1303.17,889.37,472.1,1.6424400000000001,1.52122,0.65646,1.3031700000000002,0.88937,0.4721
154,2018-06-04,1648.66,1528.71,657.91,1300.64,888.73,471.56,1.64866,1.52871,0.65791,1.30064,0.88873,0.47156
155,2018-06-05,1648.66,1528.71,657.91,1300.64,888.73,471.56,1.64866,1.52871,0.65791,1.30064,0.88873,0.47156
156,2018-06-06,1648.66,1528.71,657.91,1300.64,888.73,471.56,1.64866,1.52871,0.65791,1.30064,0.88873,0.47156
157,2018-06-07,1648.66,1528.71,657.91,1300.64,888.73,471.56,1.64866,1.52871,0.65791,1.30064,0.88873,0.47156
158,2018-06-08,1648.66,1528.71,657.91,1300.64,888.73,471.56,1.64866,1.52871,0.65791,1.30064,0.88873,0.47156
159,2018-06-09,1648.66,1528.71,657.91,1300.64,888.73,471.56,1.64866,1.52871,0.65791,1.30064,0.88873,0.47156
160,2018-06-10,1648.66,1528.71,657.91,1300.64,888.73,471.56,1.64866,1.52871,0.65791,1.30064,0.88873,0.47156
161,2018-06-11,1648.07,1528.15,663.43,1293.48,884.52,470.29,1.64807,1.5281500000000001,0.66343,1.29348,0.88452,0.47029000000000004
162,2018-06-12,1648.07,1528.15,663.43,1293.48,884.52,470.29,1.64807,1.5281500000000001,0.66343,1.29348,0.88452,0.47029000000000004
163,2018-06-13,1648.07,1528.15,663.43,1293.48,884.52,470.29,1.64807,1.5281500000000001,0.66343,1.29348,0.88452,0.47029000000000004
164,2018-06-14,1648.07,1528.15,663.43,1293.48,884.52,470.29,1.64807,1.5281500000000001,0.66343,1.29348,0.88452,0.47029000000000004
165,2018-06-15,1648.07,1528.15,663.43,1293.48,884.52,470.29,1.64807,1.5281500000000001,0.66343,1.29348,0.88452,0.47029000000000004
166,2018-06-16,1648.07,1528.15,663.43,1293.48,884.52,470.29,1.64807,1.5281500000000001,0.66343,1.29348,0.88452,0.47029000000000004
167,2018-06-17,1648.07,1528.15,663.43,1293.48,884.52,470.29,1.64807,1.5281500000000001,0.66343,1.29348,0.88452,0.47029000000000004
168,2018-06-18,1645.27,1524.76,670.7,1291.49,880.66,463.33,1.64527,1.52476,0.6707000000000001,1.29149,0.88066,0.46332999999999996
169,2018-06-19,1645.27,1524.76,670.7,1291.49,880.66,463.33,1.64527,1.52476,0.6707000000000001,1.29149,0.88066,0.46332999999999996
170,2018-06-20,1645.27,1524.76,670.7,1291.49,880.66,463.33,1.64527,1.52476,0.6707000000000001,1.29149,0.88066,0.46332999999999996
171,2018-06-21,1645.27,1524.76,670.7,1291.49,880.66,463.33,1.64527,1.52476,0.6707000000000001,1.29149,0.88066,0.46332999999999996
172,2018-06-22,1645.27,1524.76,670.7,1291.49,880.66,463.33,1.64527,1.52476,0.6707000000000001,1.29149,0.88066,0.46332999999999996
173,2018-06-23,1645.27,1524.76,670.7,1291.49,880.66,463.33,1.64527,1.52476,0.6707000000000001,1.29149,0.88066,0.46332999999999996
174,2018-06-24,1645.27,1524.76,670.7,1291.49,880.66,463.33,1.64527,1.52476,0.6707000000000001,1.29149,0.88066,0.46332999999999996
175,2018-06-25,1636.72,1516.28,676.23,1281.77,878.76,458.98,1.63672,1.51628,0.67623,1.28177,0.87876,0.45898
176,2018-06-26,1636.72,1516.28,676.23,1281.77,878.76,458.98,1.63672,1.51628,0.67623,1.28177,0.87876,0.45898
177,2018-06-27,1636.72,1516.28,676.23,1281.77,878.76,458.98,1.63672,1.51628,0.67623,1.28177,0.87876,0.45898
178,2018-06-28,1636.72,1516.28,676.23,1281.77,878.76,458.98,1.63672,1.51628,0.67623,1.28177,0.87876,0.45898
179,2018-06-29,1636.72,1516.28,676.23,1281.77,878.76,458.98,1.63672,1.51628,0.67623,1.28177,0.87876,0.45898
180,2018-06-30,1636.72,1516.28,676.23,1281.77,878.76,458.98,1.63672,1.51628,0.67623,1.28177,0.87876,0.45898
181,2018-07-01,1636.72,1516.28,676.23,1281.77,878.76,458.98,1.63672,1.51628,0.67623,1.28177,0.87876,0.45898
182,2018-07-02,1632.24,1511.55,675.83,1290.6,882.58,468.91,1.63224,1.51155,0.67583,1.2906,0.88258,0.46891000000000005
183,2018-07-03,1632.24,1511.55,675.83,1290.6,882.58,468.91,1.63224,1.51155,0.67583,1.2906,0.88258,0.46891000000000005
184,2018-07-04,1632.24,1511.55,675.83,1290.6,882.58,468.91,1.63224,1.51155,0.67583,1.2906,0.88258,0.46891000000000005
185,2018-07-05,1632.24,1511.55,675.83,1290.6,882.58,468.91,1.63224,1.51155,0.67583,1.2906,0.88258,0.46891000000000005
186,2018-07-06,1632.24,1511.55,675.83,1290.6,882.58,468.91,1.63224,1.51155,0.67583,1.2906,0.88258,0.46891000000000005
187,2018-07-07,1632.24,1511.55,675.83,1290.6,882.58,468.91,1.63224,1.51155,0.67583,1.2906,0.88258,0.46891000000000005
188,2018-07-08,1632.24,1511.55,675.83,1290.6,882.58,468.91,1.63224,1.51155,0.67583,1.2906,0.88258,0.46891000000000005
189,2018-07-09,1632.66,1511.89,675.42,1290.95,882.17,470.94,1.63266,1.5118900000000002,0.6754199999999999,1.29095,0.88217,0.47094
190,2018-07-10,1632.66,1511.89,675.42,1290.95,882.17,470.94,1.63266,1.5118900000000002,0.6754199999999999,1.29095,0.88217,0.47094
191,2018-07-11,1632.66,1511.89,675.42,1290.95,882.17,470.94,1.63266,1.5118900000000002,0.6754199999999999,1.29095,0.88217,0.47094
192,2018-07-12,1632.66,1511.89,675.42,1290.95,882.17,470.94,1.63266,1.5118900000000002,0.6754199999999999,1.29095,0.88217,0.47094
193,2018-07-13,1632.66,1511.89,675.42,1290.95,882.17,470.94,1.63266,1.5118900000000002,0.6754199999999999,1.29095,0.88217,0.47094
