,id_ristorante,Location,Regione,Provincia,data,scontrini,lordototale,Prezzo_medio_per_scontrino,Giorno,Month,Year,Season,Weekend,Festivo,Popolazione,Precipitazioni(mm),Pioggia,ColoreCOVID,Dose1,Dose2,DoseUnica,Booster1,Booster3Dosi,Booster2,Dose1Cum,Dose2Cum,DoseUnicaCum,Booster1Cum,Booster3DosiCum,Booster2Cum,BENZINA,GASOLIO_AUTO,GPL,GASOLIO_RISCALDAMENTO,O.C._FLUIDO_BTZ,O.C._DENSO_BTZ,BENZINA/LITRO,GASOLIO_AUTO/LITRO,GPL/LITRO,GASOLIO_RISCALDAMENTO/LITRO,O.C._FLUIDO_BTZ/LITRO,O.C._DENSO_BTZ/LITRO,Durum wheat (€/Tonne),Feed barley (€/Tonne),Maize (€/Tonne),Milling wheat (€/Tonne)
7905,R002,Piacenza,Emilia Romagna,Piacenza,2019-11-01,,,,Friday,11,2019,Autumn,False,True,103904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7906,R002,Piacenza,Emilia Romagna,Piacenza,2019-11-02,,,,Saturday,11,2019,Autumn,True,False,103904,2.8,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7907,R002,Piacenza,Emilia Romagna,Piacenza,2019-11-03,,,,Sunday,11,2019,Autumn,True,True,103904,36.8,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7908,R002,Piacenza,Emilia Romagna,Piacenza,2019-11-04,,,,Monday,11,2019,Autumn,False,False,103904,0.2,True,,,,,,,,,,,,,,1572.41,1469.23,610.4,1310.11,859.7,475.78,1.57241,1.46923,0.6103999999999999,1.3101099999999999,0.8597,0.47578,,,,
7909,R002,Piacenza,Emilia Romagna,Piacenza,2019-11-05,,,,Tuesday,11,2019,Autumn,False,False,103904,4.2,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7910,R002,Piacenza,Emilia Romagna,Piacenza,2019-11-06,,,,Wednesday,11,2019,Autumn,False,False,103904,3.4,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7911,R002,Piacenza,Emilia Romagna,Piacenza,2019-11-07,,,,Thursday,11,2019,Autumn,False,False,103904,5.6,True,,,,,,,,,,,,,,,,,,,,,,,,,,257.5,171.5,172.0,189.5
7912,R002,Piacenza,Emilia Romagna,Piacenza,2019-11-08,1174.0,30877.902,26.301449744463373,Friday,11,2019,Autumn,False,False,103904,18.6,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7913,R002,Piacenza,Emilia Romagna,Piacenza,2019-11-09,1406.0,41178.159,29.28745305832148,Saturday,11,2019,Autumn,True,False,103904,1.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7914,R002,Piacenza,Emilia Romagna,Piacenza,2019-11-10,1086.0,34043.301,31.3474226519337,Sunday,11,2019,Autumn,True,True,103904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7915,R002,Piacenza,Emilia Romagna,Piacenza,2019-11-11,723.0,18441.486,25.50689626556017,Monday,11,2019,Autumn,False,False,103904,10.2,True,,,,,,,,,,,,,,1573.73,1470.29,610.34,1313.25,865.3,482.0,1.57373,1.4702899999999999,0.61034,1.31325,0.8653,0.482,,,,
7916,R002,Piacenza,Emilia Romagna,Piacenza,2019-11-12,806.0,20901.159000000003,25.931959057071964,Tuesday,11,2019,Autumn,False,False,103904,5.6,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7917,R002,Piacenza,Emilia Romagna,Piacenza,2019-11-13,743.0,19014.183,25.591094212651413,Wednesday,11,2019,Autumn,False,False,103904,0.2,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7918,R002,Piacenza,Emilia Romagna,Piacenza,2019-11-14,785.0,20505.69,26.121898089171975,Thursday,11,2019,Autumn,False,False,103904,0.4,True,,,,,,,,,,,,,,,,,,,,,,,,,,257.5,171.5,172.0,190.5
7919,R002,Piacenza,Emilia Romagna,Piacenza,2019-11-15,1115.0,30489.750000000004,27.345067264573995,Friday,11,2019,Autumn,False,False,103904,11.6,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7920,R002,Piacenza,Emilia Romagna,Piacenza,2019-11-16,1234.0,36245.394,29.37228038897893,Saturday,11,2019,Autumn,True,False,103904,12.6,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7921,R002,Piacenza,Emilia Romagna,Piacenza,2019-11-17,1135.0,31831.839,28.045673127753304,Sunday,11,2019,Autumn,True,True,103904,16.4,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7922,R002,Piacenza,Emilia Romagna,Piacenza,2019-11-18,626.0,14972.985,23.918506389776358,Monday,11,2019,Autumn,False,False,103904,17.8,True,,,,,,,,,,,,,,1573.81,1469.99,609.29,1318.07,863.5,479.44,1.57381,1.46999,0.60929,1.3180699999999999,0.8635,0.47944,,,,
7923,R002,Piacenza,Emilia Romagna,Piacenza,2019-11-19,694.0,16138.845,23.254819884726224,Tuesday,11,2019,Autumn,False,False,103904,28.2,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
