data,scontrini,lordototale,id_ristorante
20190615,1001.0,25499.799000000003,R000
20190616,935.0,30704.4,R001
20190616,995.0,24491.295,R004
20190616,921.0,22281.48,R000
20190616,716.0,10433.529,R003
20190616,691.0,14533.317,R005
20190617,791.0,11504.214,R003
20190617,839.0,22643.874000000003,R001
20190617,735.0,13320.747,R005
20190617,577.0,13931.541,R004
20190617,535.0,11515.905,R000
20190618,765.0,9704.502,R003
20190618,649.0,12293.613,R005
20190618,718.0,16352.847,R004
20190618,484.0,11447.514,R000
20190618,804.0,22605.75,R001
20190619,797.0,11104.479,R003
20190619,742.0,17726.499,R005
20190619,847.0,23813.163000000004,R001
20190619,506.0,11962.539,R000
20190619,841.0,17688.159,R004
20190620,972.0,27038.691000000003,R001
20190620,967.0,22295.709000000003,R004
20190620,596.0,13327.767000000002,R000
20190620,817.0,11333.601,R003
20190620,813.0,14943.582,R005
20190621,742.0,17832.717,R000
20190621,835.0,16469.190000000002,R005
20190621,818.0,11526.408,R003
20190621,1175.0,31789.20600000001,R001
20190621,1033.0,25704.189,R004
20190622,1018.0,32483.133000000005,R004
20190622,789.0,12463.281,R003
20190622,1146.0,26855.523,R000
20190622,797.0,17489.736,R005
20190622,1289.0,39847.194,R001
20190623,915.0,28313.631000000005,R001
20190623,692.0,10584.108,R003
20190623,842.0,19824.588,R000
20190623,910.0,21176.964,R004
20190623,693.0,14273.118000000002,R005
20190624,588.0,12407.742,R005
20190624,797.0,16018.317,R004
20190624,781.0,10189.881,R003
20190624,515.0,11939.778000000002,R000
20190624,749.0,21316.068000000003,R001
20190625,749.0,9146.52,R003
20190625,770.0,16836.282,R004
20190625,629.0,12146.598,R005
20190625,556.0,12297.906,R000
20190625,717.0,19515.546,R001
20190626,754.0,9551.061,R003
20190626,647.0,12587.508000000002,R005
20190626,749.0,20860.416,R001
20190626,903.0,19089.891,R004
20190626,567.0,12375.801,R000
20190627,646.0,12060.441,R005
20190627,835.0,11526.138,R003
20190627,865.0,23425.335,R001
20190627,593.0,12657.870000000004,R000
20190627,849.0,17406.171,R004
20190628,775.0,19010.862,R000
20190628,1114.0,32382.126,R001
20190628,817.0,11076.129000000004,R003
20190628,975.0,22267.197000000004,R004
20190628,682.0,15610.158,R005
20190629,1123.0,26570.835,R004
20190629,834.0,18009.864,R005
20190629,921.0,22581.693000000003,R000
20190629,1105.0,32840.991,R001
20190629,861.0,11953.926,R003
20190630,1049.0,24814.701,R000
20190630,960.0,18706.14,R005
20190630,778.0,11929.356,R003
20190630,1113.0,25628.238000000005,R004
20190630,1127.0,32250.69,R001
20190701,896.0,23595.138000000003,R001
20190701,874.0,18220.464,R004
20190701,812.0,14003.712,R005
20190701,594.0,13260.267000000002,R000
20190701,780.0,10466.253,R003
20190702,639.0,8488.233,R003
20190702,797.0,16245.954000000002,R004
20190702,619.0,13259.97,R000
20190702,887.0,22405.275,R001
20190702,852.0,14370.993000000002,R005
20190703,754.0,12480.291,R005
20190703,942.0,25274.808000000005,R001
20190703,709.0,9715.788,R003
20190703,881.0,18115.623,R004
20190703,646.0,13272.147,R000
20190704,585.0,13256.001000000002,R000
20190704,749.0,12804.345,R005
20190704,681.0,9867.069,R003
20190704,882.0,19904.751,R004
20190704,875.0,25187.814,R001
20190705,848.0,12062.709,R003
20190705,844.0,18631.08,R000
20190705,854.0,15512.769000000002,R005
20190705,1091.0,29630.853,R001
20190705,1034.0,23004.297,R004
20190706,1215.0,35272.908,R001
20190706,928.0,12645.45,R003
20190706,1240.0,29365.848,R000
20190706,793.0,16528.941000000003,R005
20190706,1194.0,28466.532000000003,R004
20190707,1090.0,25416.153,R004
20190707,918.0,26505.765000000003,R001
20190707,690.0,10881.243,R003
20190707,650.0,13630.977,R005
20190707,1099.0,26843.373,R000
20190708,624.0,13561.425,R000
20190708,756.0,10225.899,R003
20190708,782.0,15479.829000000002,R004
20190708,865.0,22208.013000000003,R001
20190708,707.0,12998.313,R005
20190709,794.0,17319.177000000003,R004
20190709,658.0,8953.173,R003
20190709,683.0,15290.505,R000
20190709,867.0,23481.792,R001
20190709,658.0,13345.938,R005
20190710,998.0,21732.489,R004
20190710,806.0,10378.665,R003
20190710,872.0,18450.099,R000
20190710,1047.0,27085.158000000003,R001
20190710,840.0,14693.319,R005
20190711,935.0,26855.388000000003,R001
20190711,800.0,13614.831,R005
20190711,695.0,16070.670000000002,R000
20190711,874.0,18158.202,R004
20190711,738.0,10571.904,R003
20190712,889.0,20735.352000000003,R000
20190712,752.0,10397.457,R003
20190712,1058.0,25521.453,R004
20190712,1136.0,30037.608000000004,R001
20190712,823.0,15335.433,R005
20190713,1176.0,29111.94,R004
20190713,1240.0,35749.053,R001
20190713,1294.0,30432.78,R000
20190713,888.0,12650.067,R003
20190713,953.0,20024.415,R005
20190714,929.0,23147.829,R004
20190714,645.0,14866.578,R005
20190714,1167.0,30093.795,R000
20190714,650.0,11160.423,R003
20190714,999.0,31132.296,R001
20190715,675.0,13182.831,R005
20190715,725.0,10538.127,R003
20190715,781.0,17491.194000000003,R004
20190715,885.0,25788.942,R001
20190715,811.0,19147.455,R000
20190716,754.0,16490.466,R004
20190716,840.0,23379.624000000003,R001
20190716,749.0,10322.694,R003
20190716,558.0,12686.787000000002,R000
20190716,617.0,11068.569,R005
20190717,881.0,23272.461000000003,R001
20190717,862.0,19319.175000000003,R004
20190717,733.0,9191.853,R003
20190717,680.0,12431.853,R005
20190717,597.0,13717.188,R000
20190718,906.0,25001.73,R001
20190718,771.0,11289.564,R003
20190718,659.0,14851.782,R000
20190718,918.0,20982.618,R004
20190718,810.0,13432.149,R005
20190719,773.0,16951.167,R000
20190719,1009.0,23094.855,R004
20190719,829.0,16492.761000000002,R005
20190719,1111.0,31082.481000000003,R001
20190719,782.0,11915.829000000002,R003
20190720,1246.0,28906.767,R004
20190720,929.0,13215.636000000002,R003
20190720,1128.0,27756.081,R000
20190720,1149.0,33794.712,R001
20190720,790.0,15807.825,R005
20190721,732.0,14539.365,R005
20190721,992.0,29895.939,R001
20190721,736.0,10104.777000000002,R003
20190721,928.0,21105.738,R004
20190721,979.0,23227.506000000005,R000
20190722,835.0,22840.893000000004,R001
20190722,745.0,10448.352,R003
20190722,645.0,13469.463,R000
20190722,710.0,13093.596,R005
20190722,780.0,16969.284,R004
20190723,635.0,11785.851,R005
20190723,868.0,18843.516,R004
20190723,732.0,9483.939,R003
20190723,568.0,12908.268000000002,R000
20190723,749.0,20801.205,R001
20190724,871.0,17877.429000000004,R004
20190724,873.0,24447.798000000003,R001
20190724,696.0,9589.023,R003
20190724,616.0,13102.857,R000
20190724,655.0,10916.073,R005
20190725,826.0,21607.425000000003,R001
20190725,736.0,13405.797,R005
20190725,740.0,9922.581000000002,R003
20190725,596.0,13794.948,R000
20190725,847.0,18261.72,R004
20190726,1140.0,31137.615000000005,R001
20190726,1126.0,24259.716,R004
20190726,990.0,17440.920000000002,R005
20190726,783.0,17647.443000000003,R000
20190726,831.0,10324.665,R003
20190727,1221.0,29553.741,R000
20190727,908.0,18811.629,R005
20190727,1281.0,30561.759,R004
20190727,814.0,12255.273,R003
20190727,1142.0,36636.192,R001
20190728,1019.0,31640.733000000004,R001
20190728,640.0,10315.296,R003
20190728,733.0,17408.439000000002,R005
20190728,1263.0,32795.226,R000
20190728,972.0,22061.916,R004
20190729,688.0,12054.069,R005
20190729,628.0,13459.5,R000
20190729,876.0,18083.223,R004
20190729,793.0,21053.817000000003,R001
20190729,750.0,9928.98,R003
20190730,819.0,17034.813,R004
20190730,858.0,24071.175000000003,R001
20190730,680.0,11914.668,R005
20190730,580.0,13177.134000000002,R000
20190730,726.0,10059.93,R003
20190731,891.0,20587.527,R004
20190731,757.0,13539.339,R005
20190731,621.0,13243.284,R000
20190731,659.0,8950.932,R003
20190731,874.0,25182.927000000003,R001
20190801,698.0,13557.051,R005
20190801,853.0,18460.089,R004
20190801,868.0,25787.754000000004,R001
20190801,659.0,9771.192,R003
20190801,656.0,15276.06,R000
20190802,999.0,23304.429000000004,R004
20190802,841.0,16403.283,R005
20190802,764.0,18099.45,R000
20190802,1146.0,33257.655,R001
20190802,682.0,10299.852,R003
20190803,1109.0,27278.289,R004
20190803,1077.0,33207.543000000005,R001
20190803,1012.0,23983.425000000003,R000
20190803,823.0,11704.527000000002,R003
20190803,754.0,15880.158,R005
20190804,684.0,10397.754,R003
20190804,946.0,22071.771,R000
20190804,612.0,13012.38,R005
20190804,825.0,25623.486,R001
20190804,932.0,21458.628,R004
20190805,771.0,21925.269000000004,R001
20190805,623.0,12920.796,R005
20190805,743.0,16323.579000000002,R004
20190805,633.0,14083.2,R000
20190805,649.0,8953.875,R003
20190806,765.0,17196.084000000003,R004
20190806,735.0,20902.509,R001
20190806,600.0,13088.655,R000
20190806,616.0,11606.49,R005
20190806,636.0,9040.14,R003
20190807,770.0,22858.605,R001
20190807,771.0,17335.377,R004
20190807,629.0,12786.795000000002,R005
20190807,628.0,14318.856,R000
20190807,697.0,9820.845,R003
20190808,808.0,22934.232,R001
20190808,606.0,8932.410000000002,R003
20190808,670.0,16181.856,R000
20190808,690.0,13645.476,R005
20190808,801.0,18326.466,R004
20190809,743.0,10448.865,R003
20190809,1050.0,30313.035,R001
20190809,948.0,21219.921,R004
20190809,708.0,14294.421,R005
20190809,675.0,15403.473,R000
20190810,820.0,12440.277000000002,R003
20190810,644.0,13501.917,R005
20190810,962.0,21657.159000000003,R004
20190810,966.0,27969.03,R001
20190810,990.0,23288.958,R000
20190811,882.0,21381.462000000003,R000
20190811,656.0,10230.462,R003
20190811,800.0,23873.886,R001
20190811,793.0,18450.99,R004
20190811,596.0,12147.84,R005
20190812,773.0,17173.971,R004
20190812,791.0,24762.591,R001
20190812,560.0,11624.526000000002,R005
20190812,648.0,17093.835000000003,R000
20190812,693.0,10290.159,R003
20190813,734.0,15889.203,R004
20190813,689.0,9449.298,R003
20190813,765.0,22349.061,R001
20190813,669.0,15962.022,R000
20190813,637.0,13509.828,R005
20190814,738.0,10592.424,R003
20190814,840.0,18863.577,R004
20190814,582.0,12065.760000000002,R005
20190814,816.0,25400.520000000004,R001
20190814,667.0,16276.167,R000
20190815,254.0,6742.305,R000
20190815,666.0,20922.921,R001
20190815,0.0,0.0,R003
20190815,665.0,15075.828,R004
20190815,328.0,7721.514000000001,R005
20190816,793.0,11832.993,R003
20190816,881.0,19522.836000000003,R004
20190816,668.0,17024.391,R000
20190816,637.0,12498.597,R005
20190816,959.0,27441.423000000003,R001
20190817,824.0,12890.772,R003
20190817,967.0,28290.924000000003,R001
20190817,982.0,22964.364,R004
20190817,973.0,22139.379000000004,R000
20190817,637.0,13526.892000000002,R005
20190818,843.0,21294.549000000003,R000
20190818,649.0,14572.197,R005
20190818,773.0,24569.703,R001
20190818,782.0,18943.848,R004
20190818,618.0,9466.578,R003
20190819,778.0,17256.969,R004
20190819,683.0,15347.016,R000
20190819,781.0,22883.418,R001
20190819,605.0,11936.619,R005
20190819,766.0,10173.276000000002,R003
20190820,801.0,22696.092,R001
20190820,706.0,9871.308,R003
20190820,602.0,12297.285000000002,R005
20190820,785.0,17902.242000000002,R004
20190820,591.0,14091.975,R000
20190821,869.0,24407.001,R001
20190821,700.0,18677.304000000004,R000
20190821,640.0,12949.713,R005
20190821,718.0,9728.721,R003
20190821,842.0,18965.313,R004
20190822,826.0,19182.285000000003,R004
20190822,843.0,26737.965000000004,R001
20190822,681.0,9391.383,R003
20190822,679.0,16597.602000000003,R000
20190822,557.0,11798.865,R005
20190823,782.0,23617.494,R004
20190823,826.0,19802.421,R000
20190823,768.0,14858.694,R005
20190823,669.0,9932.571,R003
20190823,960.0,25896.267,R001
20190824,742.0,15868.278000000002,R005
20190824,1218.0,30396.978,R000
20190824,1255.0,36907.677,R001
20190824,1079.0,25770.47400000001,R004
20190824,797.0,11094.354,R003
20190825,1012.0,25824.015000000003,R000
20190825,843.0,18237.987,R004
20190825,890.0,27831.870000000003,R001
20190825,646.0,14217.93,R005
20190825,744.0,12002.499,R003
20190826,694.0,13433.094,R005
20190826,797.0,22988.799000000003,R001
20190826,596.0,13642.047,R000
20190826,716.0,9790.092,R003
20190826,729.0,16900.515,R004
20190827,600.0,14214.501000000002,R000
20190827,785.0,15460.902000000002,R005
20190827,864.0,24450.795,R001
20190827,756.0,16370.937000000002,R004
20190827,642.0,9220.743,R003
20190828,891.0,25852.5,R001
20190828,833.0,20048.553000000004,R000
20190828,836.0,16548.435,R005
20190828,898.0,20036.835000000003,R004
20190828,718.0,11256.732,R003
20190829,713.0,14027.769000000002,R005
20190829,709.0,10633.572000000002,R003
20190829,865.0,19110.087000000003,R004
20190829,830.0,24902.451,R001
20190829,691.0,16833.015,R000
20190830,747.0,10782.396,R003
20190830,844.0,18780.120000000003,R000
20190830,1127.0,25709.13,R004
20190830,969.0,19145.781,R005
20190830,1141.0,32058.666,R001
20190831,1234.0,39098.7,R001
20190831,841.0,12113.739,R003
20190831,949.0,27565.947000000004,R000
20190831,1121.0,29167.668,R004
20190831,832.0,17899.947,R005
20190901,985.0,32126.895000000004,R001
20190901,861.0,17900.595,R005
20190901,671.0,11069.271,R003
20190901,1100.0,26766.747000000003,R004
20190901,1128.0,28461.726,R000
20190902,822.0,12700.287000000002,R003
20190902,763.0,13622.445000000002,R005
20190902,835.0,18308.97,R004
20190902,600.0,14875.38,R000
20190902,914.0,26592.543,R001
20190903,848.0,26676.486,R001
20190903,764.0,15204.105,R005
20190903,803.0,12402.423,R003
20190903,681.0,15403.122,R000
20190903,872.0,20114.379,R004
20190904,854.0,18851.535000000003,R004
20190904,732.0,17115.273,R000
20190904,730.0,26764.182,R001
20190904,694.0,13167.711,R005
20190904,771.0,10856.214000000002,R003
20190905,847.0,12071.889,R003
20190905,705.0,15051.177,R005
20190905,857.0,20003.895000000004,R004
20190905,773.0,18257.022,R000
20190905,926.0,27742.176,R001
20190906,1238.0,37392.138000000006,R001
20190906,811.0,16685.190000000002,R005
20190906,1047.0,24001.488,R000
20190906,712.0,10907.622,R003
20190906,1100.0,26136.459000000003,R004
20190907,875.0,19765.782,R005
20190907,1280.0,39992.319,R001
20190907,1150.0,28227.906000000003,R004
20190907,911.0,12933.351,R003
20190907,1273.0,30160.188,R000
20190908,814.0,18547.029,R005
20190908,968.0,33335.19900000001,R001
20190908,1067.0,25464.888000000003,R004
20190908,631.0,10585.971,R003
20190908,1092.0,29441.664,R000
20190909,761.0,17984.025,R004
20190909,903.0,25323.354000000003,R001
20190909,978.0,17432.928000000004,R005
20190909,733.0,10694.268000000002,R003
20190909,716.0,17331.678000000004,R000
20190910,738.0,11585.781,R003
20190910,858.0,19675.710000000003,R004
20190910,932.0,29222.370000000003,R001
20190910,687.0,17412.84,R000
20190910,830.0,16362.405,R005
20190911,958.0,28705.347000000005,R001
20190911,670.0,15599.871,R000
20190911,839.0,16823.052000000003,R005
20190911,841.0,19697.85,R004
20190911,832.0,12372.372,R003
20190912,1036.0,20627.919,R005
20190912,820.0,12932.028000000002,R003
20190912,608.0,14949.495000000004,R000
20190912,950.0,31414.311,R001
20190912,874.0,20283.615,R004
20190913,1205.0,36088.659,R001
20190913,899.0,14443.488,R003
20190913,878.0,20890.17,R000
20190913,1125.0,25853.040000000005,R004
20190913,1187.0,23340.771,R005
20190914,1329.0,41964.831000000006,R001
20190914,1326.0,32595.534000000003,R004
20190914,1230.0,31959.819,R000
20190914,959.0,15563.043,R003
20190914,998.0,21267.603000000003,R005
20190915,680.0,15875.325,R005
20190915,1122.0,38397.969,R001
20190915,1104.0,28013.391000000003,R000
20190915,909.0,24162.381000000005,R004
20190915,740.0,12105.504000000004,R003
20190916,979.0,15480.126000000002,R003
20190916,926.0,28654.803,R001
20190916,799.0,15660.513,R005
20190916,780.0,16694.505,R004
20190916,492.0,11604.924,R000
20190917,810.0,23341.689,R001
20190917,580.0,12441.033,R000
20190917,900.0,13220.901000000002,R003
20190917,741.0,15563.475,R004
20190917,858.0,15804.639,R005
20190918,795.0,17274.168,R005
20190918,754.0,16347.123,R004
20190918,840.0,11525.409,R003
20190918,786.0,23419.152,R001
20190918,610.0,13926.033,R000
20190919,1003.0,29249.235,R001
20190919,897.0,20270.925000000003,R004
20190919,1004.0,20692.26,R005
20190919,875.0,12776.724,R003
20190919,728.0,15620.607,R000
20190920,1159.0,27060.696,R004
20190920,864.0,20720.718,R000
20190920,1060.0,20532.555,R005
20190920,1218.0,36989.568,R001
20190920,948.0,14125.428000000002,R003
20190921,1381.0,44490.627,R001
20190921,1124.0,28930.851,R004
20190921,1202.0,30440.421,R000
20190921,960.0,22078.953,R005
20190921,951.0,15987.564,R003
20190922,655.0,11318.616,R003
20190922,1037.0,27497.502000000004,R000
20190922,775.0,16724.421,R005
20190922,1082.0,26889.246,R004
20190922,1005.0,35804.835,R001
20190923,705.0,12777.399,R005
20190923,837.0,22913.766,R001
20190923,798.0,11256.786000000002,R003
20190923,484.0,11325.285000000002,R000
20190923,690.0,14861.286000000002,R004
20190924,693.0,15689.511000000002,R004
20190924,799.0,22180.338000000003,R001
20190924,473.0,11534.670000000002,R000
20190924,836.0,11663.136000000002,R003
20190924,713.0,13798.134000000002,R005
20190925,865.0,25196.049000000003,R001
20190925,794.0,11350.152000000002,R003
20190925,494.0,11874.195000000002,R000
20190925,778.0,14503.374,R005
20190925,781.0,18176.724,R004
20190926,899.0,26534.763000000003,R001
20190926,764.0,10592.964000000002,R003
20190926,756.0,17602.353000000003,R004
20190926,815.0,16169.787000000002,R005
20190926,493.0,11429.964,R000
20190927,1280.0,36456.696,R001
20190927,1175.0,19997.847,R003
20190927,1119.0,25901.91,R004
20190927,806.0,19230.399,R000
20190927,1205.0,23131.683000000005,R005
20190928,927.0,13932.135000000002,R003
20190928,1438.0,44526.48300000001,R001
20190928,986.0,21842.892,R005
20190928,1268.0,30031.182,R004
20190928,1186.0,30413.745000000003,R000
20190929,912.0,22086.513,R004
20190929,745.0,11435.391,R003
20190929,756.0,17385.138,R005
20190929,1071.0,27393.552000000003,R000
20190929,1012.0,33848.658,R001
20190930,782.0,11238.237,R003
20190930,777.0,21961.854000000003,R001
20190930,447.0,9755.883,R000
20190930,669.0,12163.311000000002,R005
20190930,797.0,17783.226000000002,R004
20191001,727.0,16632.162000000004,R004
20191001,771.0,21819.861,R001
20191001,669.0,14943.879000000004,R005
20191001,457.0,10822.68,R000
20191001,818.0,11753.397,R003
20191002,812.0,24307.371,R001
20191002,800.0,18305.244,R004
20191002,821.0,11021.994,R003
20191002,461.0,11172.168,R000
20191002,793.0,15432.309,R005
20191003,792.0,23501.151,R001
20191003,876.0,18562.959000000003,R005
20191003,769.0,10873.278,R003
20191003,777.0,18776.637,R004
20191003,511.0,12162.663,R000
20191004,991.0,23447.907000000003,R004
20191004,913.0,14345.235,R003
20191004,1207.0,24066.477000000003,R005
20191004,731.0,17436.06,R000
20191004,1240.0,36545.04,R001
20191005,1174.0,30109.968,R000
20191005,956.0,14654.142000000002,R003
20191005,925.0,20600.595,R005
20191005,1336.0,30520.746,R001
20191005,1335.0,32184.675000000003,R004
20191006,707.0,16133.256,R005
20191006,644.0,11295.423,R003
20191006,1075.0,27519.183000000005,R000
20191006,966.0,42272.874,R001
20191006,990.0,23097.042,R004
20191007,643.0,12738.735,R005
20191007,675.0,14955.003000000002,R004
20191007,471.0,11422.35,R000
20191007,724.0,9579.087,R003
20191007,742.0,19690.587000000003,R001
20191008,467.0,12446.865,R000
20191008,724.0,9425.052,R003
20191008,692.0,15036.867,R004
20191008,776.0,22356.783000000003,R001
20191008,680.0,12642.966,R005
20191009,794.0,17148.105,R004
20191009,749.0,22425.255,R001
20191009,725.0,9845.523,R003
20191009,651.0,13101.21,R005
20191009,520.0,12246.066,R000
20191010,778.0,17256.159,R004
20191010,646.0,12679.146,R005
20191010,763.0,11055.69,R003
20191010,836.0,24396.471,R001
20191010,532.0,11978.145000000002,R000
20191011,832.0,19731.627,R000
20191011,868.0,13948.443,R003
20191011,1028.0,24123.339,R004
20191011,1200.0,34827.57,R001
20191011,1098.0,22344.903,R005
20191012,1407.0,43147.026,R001
20191012,926.0,15498.000000000002,R003
20191012,1312.0,33166.017,R000
20191012,1012.0,22514.841,R005
20191012,1292.0,32925.177,R004
20191013,876.0,24064.398,R004
20191013,1105.0,36867.285,R001
20191013,1101.0,29684.178,R000
20191013,801.0,19677.816000000003,R005
20191013,660.0,11777.643000000002,R003
20191014,784.0,22451.175000000003,R001
20191014,655.0,11808.666,R005
20191014,643.0,14031.711,R004
20191014,793.0,10741.221,R003
20191014,471.0,11184.885000000002,R000
20191015,746.0,12026.583,R003
20191015,572.0,12678.768000000002,R000
20191015,772.0,16993.557,R004
20191015,739.0,14729.256,R005
20191015,788.0,22185.954,R001
20191016,571.0,13827.24,R000
20191016,801.0,19045.53,R004
20191016,906.0,26520.102000000003,R001
20191016,758.0,15066.972,R005
20191016,757.0,9970.317,R003
20191017,764.0,17730.765,R004
20191017,533.0,11796.327,R000
20191017,756.0,14543.415,R005
20191017,772.0,11527.920000000002,R003
20191017,878.0,26503.389,R001
20191018,843.0,21441.753,R000
20191018,820.0,13157.019000000002,R003
20191018,1245.0,36535.563,R001
20191018,1008.0,25544.808000000005,R004
20191018,1035.0,21083.571,R005
20191019,1431.0,46279.16100000001,R001
20191019,1050.0,23646.897000000004,R005
20191019,948.0,17198.595,R003
20191019,1319.0,34750.782,R000
20191019,1285.0,32192.613000000005,R004
20191020,1088.0,34723.593,R001
20191020,1235.0,31227.84900000001,R000
20191020,722.0,12539.637000000002,R003
20191020,919.0,23435.46,R004
20191020,652.0,14486.796,R005
20191021,764.0,10396.917,R003
20191021,564.0,11171.007,R005
20191021,816.0,22242.006000000005,R001
20191021,398.0,9102.402000000002,R000
20191021,663.0,14431.284,R004
20191022,546.0,13627.44,R000
20191022,720.0,21530.583,R001
20191022,725.0,16443.486,R004
20191022,817.0,11839.527000000002,R003
20191022,598.0,11679.363,R005
20191023,823.0,18530.559,R004
20191023,733.0,16115.760000000002,R005
20191023,524.0,12435.768000000002,R000
20191023,700.0,10274.472000000002,R003
20191023,818.0,24677.892,R001
20191024,716.0,14877.675,R005
20191024,828.0,24934.743,R001
20191024,689.0,10056.987,R003
20191024,524.0,12443.193,R000
20191024,705.0,16038.648,R004
20191025,876.0,21012.615,R000
20191025,1048.0,26412.021,R004
20191025,1364.0,39960.405,R001
20191025,1039.0,23627.403,R005
20191025,796.0,13077.666,R003
20191026,1401.0,36518.499,R000
20191026,1076.0,24341.607,R005
20191026,871.0,15101.478,R003
20191026,1489.0,50843.727,R001
20191026,1238.0,32477.490000000005,R004
20191027,1108.0,31048.353,R004
20191027,677.0,12532.401000000002,R003
20191027,838.0,19946.412000000004,R005
20191027,1153.0,31807.863000000005,R000
20191027,1056.0,35919.288,R001
20191028,767.0,23345.604000000003,R001
20191028,683.0,13619.745000000004,R005
20191028,512.0,11726.937000000002,R000
20191028,825.0,12503.457,R003
20191028,691.0,15921.603000000005,R004
20191029,502.0,12652.74,R000
20191029,684.0,13558.077,R005
20191029,669.0,15116.193,R004
20191029,731.0,10716.948,R003
20191029,859.0,22650.921,R001
20191030,859.0,25251.21,R001
20191030,782.0,18174.915,R004
20191030,570.0,13332.816,R000
20191030,786.0,16319.286000000002,R005
20191030,866.0,12414.654000000002,R003
20191031,1421.0,44489.223000000005,R001
20191031,1151.0,30694.437,R004
20191031,1077.0,28626.939,R000
20191031,906.0,14263.425,R003
20191031,1004.0,23005.647000000004,R005
20191101,1387.0,43642.071,R001
20191101,724.0,13112.955,R003
20191101,1035.0,27653.481000000003,R004
20191101,0.0,0.0,R002
20191101,910.0,22250.187,R005
20191101,1027.0,29518.803,R000
20191102,961.0,20908.854000000003,R005
20191102,807.0,12296.691,R003
20191102,0.0,0.0,R002
20191102,1129.0,27625.644,R004
20191102,1369.0,43688.727000000006,R001
20191102,1339.0,36045.972,R000
20191103,1209.0,32485.671,R000
20191103,806.0,20524.455,R004
20191103,0.0,0.0,R002
20191103,581.0,10879.326,R003
20191103,799.0,19482.093,R005
20191103,950.0,33666.3,R001
20191104,511.0,12073.725,R000
20191104,696.0,19703.466,R001
20191104,692.0,15262.911000000002,R004
20191104,755.0,10776.510000000002,R003
20191104,657.0,12420.054000000002,R005
20191104,0.0,0.0,R002
20191105,0.0,0.0,R002
20191105,518.0,11728.881,R000
20191105,661.0,9070.839000000002,R003
20191105,863.0,19342.800000000003,R004
20191105,813.0,22575.456,R001
20191105,811.0,16011.675,R005
20191106,714.0,14812.2,R005
20191106,814.0,23334.588000000003,R001
20191106,710.0,16486.47,R004
20191106,0.0,0.0,R002
20191106,744.0,11027.205000000002,R003
20191106,505.0,11328.228,R000
20191107,910.0,27863.703,R001
20191107,0.0,0.0,R002
20191107,769.0,17144.622,R004
20191107,694.0,15227.433,R005
20191107,532.0,12494.844,R000
20191107,755.0,10087.47,R003
20191108,841.0,20158.821,R000
20191108,1094.0,31912.785,R001
20191108,1139.0,24810.408000000003,R005
20191108,769.0,11513.745000000004,R003
20191108,1013.0,23792.994,R004
20191108,1174.0,30877.902,R002
20191109,1196.0,31628.745000000003,R004
20191109,879.0,13257.783,R003
20191109,1349.0,34111.23300000001,R000
20191109,1406.0,41178.159,R002
20191109,965.0,22044.42,R005
20191109,1043.0,30809.106000000003,R001
20191110,1260.0,33340.599,R000
20191110,1086.0,34043.301,R002
20191110,897.0,23288.769,R004
20191110,874.0,28796.121,R001
20191110,605.0,9755.046,R003
20191110,700.0,16105.068,R005
20191111,723.0,18441.486,R002
20191111,741.0,10517.31,R003
20191111,667.0,13562.964,R005
20191111,456.0,10724.913,R000
20191111,657.0,19100.475,R001
20191111,617.0,14210.181,R004
20191112,706.0,9455.913,R003
20191112,499.0,12072.753000000002,R000
20191112,692.0,15244.497,R004
20191112,806.0,20901.159000000003,R002
20191112,752.0,16285.941,R005
20191112,683.0,17776.071,R001
20191113,821.0,11399.238,R003
20191113,741.0,15386.328,R005
20191113,766.0,22754.439,R001
20191113,743.0,19014.183,R002
20191113,531.0,12366.999,R000
20191113,750.0,17975.331000000002,R004
20191114,723.0,16617.042,R004
20191114,697.0,14010.03,R005
20191114,732.0,21283.263,R001
20191114,757.0,10529.649,R003
20191114,512.0,11889.855,R000
20191114,785.0,20505.69,R002
20191115,1115.0,30489.750000000004,R002
20191115,1034.0,29608.929000000004,R001
20191115,1050.0,26480.169,R004
20191115,816.0,12651.768000000002,R003
20191115,1184.0,25882.254000000004,R005
20191115,807.0,19731.573,R000
20191116,955.0,22833.684,R005
20191116,1274.0,33538.752,R000
20191116,1083.0,28654.317,R004
20191116,862.0,14370.966,R003
20191116,1234.0,36245.394,R002
20191116,1229.0,40477.347,R001
20191117,1135.0,31831.839,R002
20191117,1002.0,26866.620000000003,R004
20191117,934.0,30954.906000000003,R001
20191117,619.0,10458.099,R003
20191117,707.0,16313.481,R005
20191117,1300.0,35001.153,R000
20191118,796.0,10310.058,R003
20191118,734.0,15439.248,R004
20191118,765.0,13853.862000000005,R005
20191118,594.0,17529.75,R001
20191118,510.0,11197.575,R000
20191118,626.0,14972.985,R002
20191119,610.0,17298.63,R001
20191119,502.0,11015.73,R000
20191119,774.0,16749.045000000002,R004
20191119,819.0,9843.606000000002,R003
20191119,694.0,16138.845,R002
20191119,750.0,13818.384000000002,R005
20191120,884.0,21187.197,R002
20191120,955.0,18496.404,R005
20191120,843.0,18683.73,R004
20191120,687.0,19302.246,R001
20191120,579.0,12324.825,R000
20191120,855.0,10612.323,R003
20191121,871.0,16907.886000000002,R005
20191121,866.0,20526.426000000003,R002
20191121,603.0,13826.862000000005,R000
20191121,871.0,11168.847,R003
20191121,724.0,19788.732,R001
20191121,867.0,18852.075,R004
20191122,864.0,20145.078,R000
