,id_ristorante,Location,Regione,Provincia,data,scontrini,lordototale,Prezzo_medio_per_scontrino,Giorno,Month,Year,Season,Weekend,Festivo,Popolazione,Precipitazioni(mm),Pioggia,ColoreCOVID,Dose1,Dose2,DoseUnica,Booster1,Booster3Dosi,Booster2,Dose1Cum,Dose2Cum,DoseUnicaCum,Booster1Cum,Booster3DosiCum,Booster2Cum,BENZINA,GASOLIO_AUTO,GPL,GASOLIO_RISCALDAMENTO,O.C._FLUIDO_BTZ,O.C._DENSO_BTZ,BENZINA/LITRO,GASOLIO_AUTO/LITRO,GPL/LITRO,GASOLIO_RISCALDAMENTO/LITRO,O.C._FLUIDO_BTZ/LITRO,O.C._DENSO_BTZ/LITRO
6352,R001,Piacenza,Emilia Romagna,Piacenza,2018-01-29,,,,Monday,1,2018,Winter,False,False,103082,0.4,True,,,,,,,,,,,,,,1572.83,1447.78,677.71,1239.6,824.93,412.07,1.57283,1.44778,0.67771,1.2395999999999998,0.8249299999999999,0.41207
6353,R001,Piacenza,Emilia Romagna,Piacenza,2018-01-30,,,,Tuesday,1,2018,Winter,False,False,103082,0.2,True,,,,,,,,,,,,,,,,,,,,,,,,,
6354,R001,Piacenza,Emilia Romagna,Piacenza,2018-01-31,,,,Wednesday,1,2018,Winter,False,False,103082,2.4,True,,,,,,,,,,,,,,,,,,,,,,,,,
6355,R001,Piacenza,Emilia Romagna,Piacenza,2018-02-01,25476.0,687050.1000000001,26.96852331606218,Thursday,2,2018,Winter,False,False,103082,0.4,True,,,,,,,,,,,,,,,,,,,,,,,,,
6356,R001,Piacenza,Emilia Romagna,Piacenza,2018-02-02,,,,Friday,2,2018,Winter,False,False,103082,0.6,True,,,,,,,,,,,,,,,,,,,,,,,,,
6357,R001,Piacenza,Emilia Romagna,Piacenza,2018-02-03,,,,Saturday,2,2018,Winter,True,False,103082,,,,,,,,,,,,,,,,,,,,,,,,,,,
6358,R001,Piacenza,Emilia Romagna,Piacenza,2018-02-04,,,,Sunday,2,2018,Winter,True,True,103082,0.2,True,,,,,,,,,,,,,,,,,,,,,,,,,
6359,R001,Piacenza,Emilia Romagna,Piacenza,2018-02-05,,,,Monday,2,2018,Winter,False,False,103082,4.8,True,,,,,,,,,,,,,,1573.42,1447.59,670.96,1225.59,817.34,407.55,1.57342,1.44759,0.67096,1.22559,0.8173400000000001,0.40755
6360,R001,Piacenza,Emilia Romagna,Piacenza,2018-02-06,,,,Tuesday,2,2018,Winter,False,False,103082,5.8,True,,,,,,,,,,,,,,,,,,,,,,,,,
6361,R001,Piacenza,Emilia Romagna,Piacenza,2018-02-07,,,,Wednesday,2,2018,Winter,False,False,103082,0.6,True,,,,,,,,,,,,,,,,,,,,,,,,,
6362,R001,Piacenza,Emilia Romagna,Piacenza,2018-02-08,,,,Thursday,2,2018,Winter,False,False,103082,,,,,,,,,,,,,,,,,,,,,,,,,,,
6363,R001,Piacenza,Emilia Romagna,Piacenza,2018-02-09,,,,Friday,2,2018,Winter,False,False,103082,,,,,,,,,,,,,,,,,,,,,,,,,,,
6364,R001,Piacenza,Emilia Romagna,Piacenza,2018-02-10,,,,Saturday,2,2018,Winter,True,False,103082,2.4,True,,,,,,,,,,,,,,,,,,,,,,,,,
6365,R001,Piacenza,Emilia Romagna,Piacenza,2018-02-11,,,,Sunday,2,2018,Winter,True,True,103082,,,,,,,,,,,,,,,,,,,,,,,,,,,
6366,R001,Piacenza,Emilia Romagna,Piacenza,2018-02-12,,,,Monday,2,2018,Winter,False,False,103082,0.8,True,,,,,,,,,,,,,,1569.91,1443.29,662.48,1205.68,803.59,390.54,1.5699100000000001,1.44329,0.6624800000000001,1.20568,0.80359,0.39054
6367,R001,Piacenza,Emilia Romagna,Piacenza,2018-02-13,,,,Tuesday,2,2018,Winter,False,False,103082,1.4,True,,,,,,,,,,,,,,,,,,,,,,,,,
6368,R001,Piacenza,Emilia Romagna,Piacenza,2018-02-14,,,,Wednesday,2,2018,Winter,False,True,103082,,,,,,,,,,,,,,,,,,,,,,,,,,,
6369,R001,Piacenza,Emilia Romagna,Piacenza,2018-02-15,,,,Thursday,2,2018,Winter,False,False,103082,,,,,,,,,,,,,,,,,,,,,,,,,,,
6370,R001,Piacenza,Emilia Romagna,Piacenza,2018-02-16,,,,Friday,2,2018,Winter,False,False,103082,,,,,,,,,,,,,,,,,,,,,,,,,,,
6371,R001,Piacenza,Emilia Romagna,Piacenza,2018-02-17,,,,Saturday,2,2018,Winter,True,False,103082,0.2,True,,,,,,,,,,,,,,,,,,,,,,,,,
6372,R001,Piacenza,Emilia Romagna,Piacenza,2018-02-18,,,,Sunday,2,2018,Winter,True,True,103082,0.6,True,,,,,,,,,,,,,,,,,,,,,,,,,
6373,R001,Piacenza,Emilia Romagna,Piacenza,2018-02-19,,,,Monday,2,2018,Winter,False,False,103082,,,,,,,,,,,,,,,,1553.48,1424.46,656.53,1185.89,800.19,384.19,1.55348,1.42446,0.65653,1.18589,0.8001900000000001,0.38419
6374,R001,Piacenza,Emilia Romagna,Piacenza,2018-02-20,,,,Tuesday,2,2018,Winter,False,False,103082,,,,,,,,,,,,,,,,,,,,,,,,,,,
6375,R001,Piacenza,Emilia Romagna,Piacenza,2018-02-21,,,,Wednesday,2,2018,Winter,False,False,103082,,,,,,,,,,,,,,,,,,,,,,,,,,,
6376,R001,Piacenza,Emilia Romagna,Piacenza,2018-02-22,,,,Thursday,2,2018,Winter,False,False,103082,6.6,True,,,,,,,,,,,,,,,,,,,,,,,,,
6377,R001,Piacenza,Emilia Romagna,Piacenza,2018-02-23,,,,Friday,2,2018,Winter,False,False,103082,9.0,True,,,,,,,,,,,,,,,,,,,,,,,,,
6378,R001,Piacenza,Emilia Romagna,Piacenza,2018-02-24,,,,Saturday,2,2018,Winter,True,False,103082,2.4,True,,,,,,,,,,,,,,,,,,,,,,,,,
6379,R001,Piacenza,Emilia Romagna,Piacenza,2018-02-25,,,,Sunday,2,2018,Winter,True,True,103082,0.4,True,,,,,,,,,,,,,,,,,,,,,,,,,
6380,R001,Piacenza,Emilia Romagna,Piacenza,2018-02-26,,,,Monday,2,2018,Winter,False,False,103082,,,,,,,,,,,,,,,,1546.71,1418.68,657.78,1201.08,804.41,393.55,1.54671,1.4186800000000002,0.6577799999999999,1.20108,0.80441,0.39355
6381,R001,Piacenza,Emilia Romagna,Piacenza,2018-02-27,,,,Tuesday,2,2018,Winter,False,False,103082,,,,,,,,,,,,,,,,,,,,,,,,,,,
6382,R001,Piacenza,Emilia Romagna,Piacenza,2018-02-28,,,,Wednesday,2,2018,Winter,False,False,103082,,,,,,,,,,,,,,,,,,,,,,,,,,,
6383,R001,Piacenza,Emilia Romagna,Piacenza,2018-03-01,28637.0,739786.5,25.833240213709537,Thursday,3,2018,Winter,False,False,103082,0.2,True,,,,,,,,,,,,,,,,,,,,,,,,,
6384,R001,Piacenza,Emilia Romagna,Piacenza,2018-03-02,,,,Friday,3,2018,Winter,False,False,103082,1.6,True,,,,,,,,,,,,,,,,,,,,,,,,,
6385,R001,Piacenza,Emilia Romagna,Piacenza,2018-03-03,,,,Saturday,3,2018,Winter,True,False,103082,9.0,True,,,,,,,,,,,,,,,,,,,,,,,,,
6386,R001,Piacenza,Emilia Romagna,Piacenza,2018-03-04,,,,Sunday,3,2018,Winter,True,True,103082,8.8,True,,,,,,,,,,,,,,,,,,,,,,,,,
6387,R001,Piacenza,Emilia Romagna,Piacenza,2018-03-05,,,,Monday,3,2018,Winter,False,False,103082,9.2,True,,,,,,,,,,,,,,1548.87,1424.66,657.25,1201.7,804.51,382.72,1.54887,1.42466,0.65725,1.2017,0.80451,0.38272
6388,R001,Piacenza,Emilia Romagna,Piacenza,2018-03-06,,,,Tuesday,3,2018,Winter,False,False,103082,4.4,True,,,,,,,,,,,,,,,,,,,,,,,,,
6389,R001,Piacenza,Emilia Romagna,Piacenza,2018-03-07,,,,Wednesday,3,2018,Winter,False,False,103082,,,,,,,,,,,,,,,,,,,,,,,,,,,
6390,R001,Piacenza,Emilia Romagna,Piacenza,2018-03-08,,,,Thursday,3,2018,Winter,False,False,103082,0.2,True,,,,,,,,,,,,,,,,,,,,,,,,,
6391,R001,Piacenza,Emilia Romagna,Piacenza,2018-03-09,,,,Friday,3,2018,Winter,False,False,103082,,,,,,,,,,,,,,,,,,,,,,,,,,,
6392,R001,Piacenza,Emilia Romagna,Piacenza,2018-03-10,,,,Saturday,3,2018,Winter,True,False,103082,0.4,True,,,,,,,,,,,,,,,,,,,,,,,,,
6393,R001,Piacenza,Emilia Romagna,Piacenza,2018-03-11,,,,Sunday,3,2018,Winter,True,True,103082,7.8,True,,,,,,,,,,,,,,,,,,,,,,,,,
6394,R001,Piacenza,Emilia Romagna,Piacenza,2018-03-12,,,,Monday,3,2018,Winter,False,False,103082,3.2,True,,,,,,,,,,,,,,,,,,,,,,,,,
6395,R001,Piacenza,Emilia Romagna,Piacenza,2018-03-13,,,,Tuesday,3,2018,Winter,False,False,103082,,,,,,,,,,,,,,,,,,,,,,,,,,,
6396,R001,Piacenza,Emilia Romagna,Piacenza,2018-03-14,,,,Wednesday,3,2018,Winter,False,False,103082,,,,,,,,,,,,,,,,,,,,,,,,,,,
6397,R001,Piacenza,Emilia Romagna,Piacenza,2018-03-15,,,,Thursday,3,2018,Winter,False,False,103082,14.2,True,,,,,,,,,,,,,,,,,,,,,,,,,
6398,R001,Piacenza,Emilia Romagna,Piacenza,2018-03-16,,,,Friday,3,2018,Winter,False,False,103082,0.4,True,,,,,,,,,,,,,,,,,,,,,,,,,
6399,R001,Piacenza,Emilia Romagna,Piacenza,2018-03-17,,,,Saturday,3,2018,Winter,True,False,103082,19.0,True,,,,,,,,,,,,,,,,,,,,,,,,,
6400,R001,Piacenza,Emilia Romagna,Piacenza,2018-03-18,,,,Sunday,3,2018,Winter,True,True,103082,16.0,True,,,,,,,,,,,,,,,,,,,,,,,,,
6401,R001,Piacenza,Emilia Romagna,Piacenza,2018-03-19,,,,Monday,3,2018,Winter,False,False,103082,8.4,True,,,,,,,,,,,,,,1544.2,1419.38,652.8,1202.52,808.08,385.97,1.5442,1.41938,0.6527999999999999,1.20252,0.80808,0.38597000000000004
6402,R001,Piacenza,Emilia Romagna,Piacenza,2018-03-20,,,,Tuesday,3,2018,,False,False,103082,,,,,,,,,,,,,,,,,,,,,,,,,,,
6403,R001,Piacenza,Emilia Romagna,Piacenza,2018-03-21,,,,Wednesday,3,2018,Spring,False,False,103082,,,,,,,,,,,,,,,,,,,,,,,,,,,
6404,R001,Piacenza,Emilia Romagna,Piacenza,2018-03-22,,,,Thursday,3,2018,Spring,False,False,103082,,,,,,,,,,,,,,,,,,,,,,,,,,,
6405,R001,Piacenza,Emilia Romagna,Piacenza,2018-03-23,,,,Friday,3,2018,Spring,False,False,103082,,,,,,,,,,,,,,,,,,,,,,,,,,,
6406,R001,Piacenza,Emilia Romagna,Piacenza,2018-03-24,,,,Saturday,3,2018,Spring,True,False,103082,,,,,,,,,,,,,,,,,,,,,,,,,,,
6407,R001,Piacenza,Emilia Romagna,Piacenza,2018-03-25,,,,Sunday,3,2018,Spring,True,True,103082,,,,,,,,,,,,,,,,,,,,,,,,,,,
6408,R001,Piacenza,Emilia Romagna,Piacenza,2018-03-26,,,,Monday,3,2018,Spring,False,False,103082,,,,,,,,,,,,,,,,1547.08,1422.82,649.22,1217.37,815.84,390.1,1.54708,1.42282,0.64922,1.2173699999999998,0.81584,0.3901
6409,R001,Piacenza,Emilia Romagna,Piacenza,2018-03-27,,,,Tuesday,3,2018,Spring,False,False,103082,,,,,,,,,,,,,,,,,,,,,,,,,,,
6410,R001,Piacenza,Emilia Romagna,Piacenza,2018-03-28,,,,Wednesday,3,2018,Spring,False,False,103082,,,,,,,,,,,,,,,,,,,,,,,,,,,
6411,R001,Piacenza,Emilia Romagna,Piacenza,2018-03-29,,,,Thursday,3,2018,Spring,False,False,103082,,,,,,,,,,,,,,,,,,,,,,,,,,,
6412,R001,Piacenza,Emilia Romagna,Piacenza,2018-03-30,,,,Friday,3,2018,Spring,False,False,103082,,,,,,,,,,,,,,,,,,,,,,,,,,,
6413,R001,Piacenza,Emilia Romagna,Piacenza,2018-03-31,,,,Saturday,3,2018,Spring,True,False,103082,0.6,True,,,,,,,,,,,,,,,,,,,,,,,,,
6414,R001,Piacenza,Emilia Romagna,Piacenza,2018-04-01,27795.0,744074.1000000001,26.77007015650297,Sunday,4,2018,Spring,True,True,103082,0.2,True,,,,,,,,,,,,,,,,,,,,,,,,,
6415,R001,Piacenza,Emilia Romagna,Piacenza,2018-04-02,,,,Monday,4,2018,Spring,False,True,103082,,,,,,,,,,,,,,,,1554.06,1429.97,646.04,1223.26,814.7,390.44,1.55406,1.42997,0.64604,1.22326,0.8147000000000001,0.39044
6416,R001,Piacenza,Emilia Romagna,Piacenza,2018-04-03,,,,Tuesday,4,2018,Spring,False,False,103082,,,,,,,,,,,,,,,,,,,,,,,,,,,
6417,R001,Piacenza,Emilia Romagna,Piacenza,2018-04-04,,,,Wednesday,4,2018,Spring,False,False,103082,,,,,,,,,,,,,,,,,,,,,,,,,,,
6418,R001,Piacenza,Emilia Romagna,Piacenza,2018-04-05,,,,Thursday,4,2018,Spring,False,False,103082,,,,,,,,,,,,,,,,,,,,,,,,,,,
6419,R001,Piacenza,Emilia Romagna,Piacenza,2018-04-06,,,,Friday,4,2018,Spring,False,False,103082,,,,,,,,,,,,,,,,,,,,,,,,,,,
6420,R001,Piacenza,Emilia Romagna,Piacenza,2018-04-07,,,,Saturday,4,2018,Spring,True,False,103082,,,,,,,,,,,,,,,,,,,,,,,,,,,
6421,R001,Piacenza,Emilia Romagna,Piacenza,2018-04-08,,,,Sunday,4,2018,Spring,True,True,103082,,,,,,,,,,,,,,,,,,,,,,,,,,,
6422,R001,Piacenza,Emilia Romagna,Piacenza,2018-04-09,,,,Monday,4,2018,Spring,False,False,103082,,,,,,,,,,,,,,,,1556.26,1432.51,645.79,1230.94,819.02,400.32,1.55626,1.43251,0.64579,1.2309400000000001,0.81902,0.40032
6423,R001,Piacenza,Emilia Romagna,Piacenza,2018-04-10,,,,Tuesday,4,2018,Spring,False,False,103082,,,,,,,,,,,,,,,,,,,,,,,,,,,
6424,R001,Piacenza,Emilia Romagna,Piacenza,2018-04-11,,,,Wednesday,4,2018,Spring,False,False,103082,,,,,,,,,,,,,,,,,,,,,,,,,,,
6425,R001,Piacenza,Emilia Romagna,Piacenza,2018-04-12,,,,Thursday,4,2018,Spring,False,False,103082,,,,,,,,,,,,,,,,,,,,,,,,,,,
6426,R001,Piacenza,Emilia Romagna,Piacenza,2018-04-13,,,,Friday,4,2018,Spring,False,False,103082,,,,,,,,,,,,,,,,,,,,,,,,,,,
6427,R001,Piacenza,Emilia Romagna,Piacenza,2018-04-14,,,,Saturday,4,2018,Spring,True,False,103082,,,,,,,,,,,,,,,,,,,,,,,,,,,
6428,R001,Piacenza,Emilia Romagna,Piacenza,2018-04-15,,,,Sunday,4,2018,Spring,True,True,103082,,,,,,,,,,,,,,,,,,,,,,,,,,,
6429,R001,Piacenza,Emilia Romagna,Piacenza,2018-04-16,,,,Monday,4,2018,Spring,False,False,103082,,,,,,,,,,,,,,,,1562.98,1439.3,644.98,1243.95,830.11,409.69,1.56298,1.4393,0.64498,1.2439500000000001,0.83011,0.40969
6430,R001,Piacenza,Emilia Romagna,Piacenza,2018-04-17,,,,Tuesday,4,2018,Spring,False,False,103082,,,,,,,,,,,,,,,,,,,,,,,,,,,
6431,R001,Piacenza,Emilia Romagna,Piacenza,2018-04-18,,,,Wednesday,4,2018,Spring,False,False,103082,,,,,,,,,,,,,,,,,,,,,,,,,,,
6432,R001,Piacenza,Emilia Romagna,Piacenza,2018-04-19,,,,Thursday,4,2018,Spring,False,False,103082,,,,,,,,,,,,,,,,,,,,,,,,,,,
6433,R001,Piacenza,Emilia Romagna,Piacenza,2018-04-20,,,,Friday,4,2018,Spring,False,False,103082,,,,,,,,,,,,,,,,,,,,,,,,,,,
6434,R001,Piacenza,Emilia Romagna,Piacenza,2018-04-21,,,,Saturday,4,2018,Spring,True,False,103082,,,,,,,,,,,,,,,,,,,,,,,,,,,
6435,R001,Piacenza,Emilia Romagna,Piacenza,2018-04-22,,,,Sunday,4,2018,Spring,True,True,103082,,,,,,,,,,,,,,,,,,,,,,,,,,,
6436,R001,Piacenza,Emilia Romagna,Piacenza,2018-04-23,,,,Monday,4,2018,Spring,False,False,103082,,,,,,,,,,,,,,,,1573.32,1450.22,645.94,1253.47,838.22,416.63,1.5733199999999998,1.45022,0.6459400000000001,1.25347,0.8382200000000001,0.41663
6437,R001,Piacenza,Emilia Romagna,Piacenza,2018-04-24,,,,Tuesday,4,2018,Spring,False,False,103082,,,,,,,,,,,,,,,,,,,,,,,,,,,
6438,R001,Piacenza,Emilia Romagna,Piacenza,2018-04-25,,,,Wednesday,4,2018,Spring,False,True,103082,,,,,,,,,,,,,,,,,,,,,,,,,,,
6439,R001,Piacenza,Emilia Romagna,Piacenza,2018-04-26,,,,Thursday,4,2018,Spring,False,False,103082,,,,,,,,,,,,,,,,,,,,,,,,,,,
6440,R001,Piacenza,Emilia Romagna,Piacenza,2018-04-27,,,,Friday,4,2018,Spring,False,False,103082,,,,,,,,,,,,,,,,,,,,,,,,,,,
6441,R001,Piacenza,Emilia Romagna,Piacenza,2018-04-28,,,,Saturday,4,2018,Spring,True,False,103082,,,,,,,,,,,,,,,,,,,,,,,,,,,
6442,R001,Piacenza,Emilia Romagna,Piacenza,2018-04-29,,,,Sunday,4,2018,Spring,True,True,103082,,,,,,,,,,,,,,,,,,,,,,,,,,,
6443,R001,Piacenza,Emilia Romagna,Piacenza,2018-04-30,,,,Monday,4,2018,Spring,False,False,103082,,,,,,,,,,,,,,,,1585.17,1462.9,645.42,1263.83,841.09,423.44,1.58517,1.4629,0.64542,1.26383,0.84109,0.42344
6444,R001,Piacenza,Emilia Romagna,Piacenza,2018-05-01,27828.0,736354.8,26.46093143596378,Tuesday,5,2018,Spring,False,True,103082,,,,,,,,,,,,,,,,,,,,,,,,,,,
6445,R001,Piacenza,Emilia Romagna,Piacenza,2018-05-02,,,,Wednesday,5,2018,Spring,False,False,103082,,,,,,,,,,,,,,,,,,,,,,,,,,,
6446,R001,Piacenza,Emilia Romagna,Piacenza,2018-05-03,,,,Thursday,5,2018,Spring,False,False,103082,,,,,,,,,,,,,,,,,,,,,,,,,,,
6447,R001,Piacenza,Emilia Romagna,Piacenza,2018-05-04,,,,Friday,5,2018,Spring,False,False,103082,,,,,,,,,,,,,,,,,,,,,,,,,,,
6448,R001,Piacenza,Emilia Romagna,Piacenza,2018-05-05,,,,Saturday,5,2018,Spring,True,False,103082,,,,,,,,,,,,,,,,,,,,,,,,,,,
6449,R001,Piacenza,Emilia Romagna,Piacenza,2018-05-06,,,,Sunday,5,2018,Spring,True,True,103082,,,,,,,,,,,,,,,,,,,,,,,,,,,
6450,R001,Piacenza,Emilia Romagna,Piacenza,2018-05-07,,,,Monday,5,2018,Spring,False,False,103082,,,,,,,,,,,,,,,,1592.6,1470.26,644.96,1262.93,849.5,428.81,1.5926,1.47026,0.6449600000000001,1.26293,0.8495,0.42881
6451,R001,Piacenza,Emilia Romagna,Piacenza,2018-05-08,,,,Tuesday,5,2018,Spring,False,False,103082,,,,,,,,,,,,,,,,,,,,,,,,,,,
6452,R001,Piacenza,Emilia Romagna,Piacenza,2018-05-09,,,,Wednesday,5,2018,Spring,False,False,103082,,,,,,,,,,,,,,,,,,,,,,,,,,,
6453,R001,Piacenza,Emilia Romagna,Piacenza,2018-05-10,,,,Thursday,5,2018,Spring,False,False,103082,,,,,,,,,,,,,,,,,,,,,,,,,,,
6454,R001,Piacenza,Emilia Romagna,Piacenza,2018-05-11,,,,Friday,5,2018,Spring,False,False,103082,,,,,,,,,,,,,,,,,,,,,,,,,,,
6455,R001,Piacenza,Emilia Romagna,Piacenza,2018-05-12,,,,Saturday,5,2018,Spring,True,False,103082,,,,,,,,,,,,,,,,,,,,,,,,,,,
6456,R001,Piacenza,Emilia Romagna,Piacenza,2018-05-13,,,,Sunday,5,2018,Spring,True,True,103082,,,,,,,,,,,,,,,,,,,,,,,,,,,
6457,R001,Piacenza,Emilia Romagna,Piacenza,2018-05-14,,,,Monday,5,2018,Spring,False,False,103082,,,,,,,,,,,,,,,,1605.99,1483.45,649.46,1283.44,871.16,453.41,1.60599,1.48345,0.64946,1.2834400000000001,0.8711599999999999,0.45341000000000004
6458,R001,Piacenza,Emilia Romagna,Piacenza,2018-05-15,,,,Tuesday,5,2018,Spring,False,False,103082,,,,,,,,,,,,,,,,,,,,,,,,,,,
6459,R001,Piacenza,Emilia Romagna,Piacenza,2018-05-16,,,,Wednesday,5,2018,Spring,False,False,103082,,,,,,,,,,,,,,,,,,,,,,,,,,,
6460,R001,Piacenza,Emilia Romagna,Piacenza,2018-05-17,,,,Thursday,5,2018,Spring,False,False,103082,,,,,,,,,,,,,,,,,,,,,,,,,,,
6461,R001,Piacenza,Emilia Romagna,Piacenza,2018-05-18,,,,Friday,5,2018,Spring,False,False,103082,,,,,,,,,,,,,,,,,,,,,,,,,,,
6462,R001,Piacenza,Emilia Romagna,Piacenza,2018-05-19,,,,Saturday,5,2018,Spring,True,False,103082,,,,,,,,,,,,,,,,,,,,,,,,,,,
6463,R001,Piacenza,Emilia Romagna,Piacenza,2018-05-20,,,,Sunday,5,2018,Spring,True,True,103082,,,,,,,,,,,,,,,,,,,,,,,,,,,
6464,R001,Piacenza,Emilia Romagna,Piacenza,2018-05-21,,,,Monday,5,2018,Spring,False,False,103082,,,,,,,,,,,,,,,,1623.24,1501.52,658.59,1301.42,890.19,475.36,1.62324,1.50152,0.65859,1.30142,0.89019,0.47536
