,id_ristorante,Location,Regione,Provincia,data,scontrini,lordototale,Prezzo_medio_per_scontrino,Giorno,Month,Year,Season,Weekend,Festivo,Popolazione,Precipitazioni(mm),Pioggia,ColoreCOVID,Dose1,Dose2,DoseUnica,Booster1,Booster3Dosi,Booster2,Dose1Cum,Dose2Cum,DoseUnicaCum,Booster1Cum,Booster3DosiCum,Booster2Cum,BENZINA,GASOLIO_AUTO,GPL,GASOLIO_RISCALDAMENTO,O.C._FLUIDO_BTZ,O.C._DENSO_BTZ,BENZINA/LITRO,GASOLIO_AUTO/LITRO,GPL/LITRO,GASOLIO_RISCALDAMENTO/LITRO,O.C._FLUIDO_BTZ/LITRO,O.C._DENSO_BTZ/LITRO,Durum wheat (€/Tonne),Feed barley (€/Tonne),Maize (€/Tonne),Milling wheat (€/Tonne)
1581,R003,Piacenza,Emilia Romagna,Piacenza,2018-01-01,19961.0,252223.2,12.635799809628777,Monday,1,2018,Winter,False,True,103082,10.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1582,R003,Piacenza,Emilia Romagna,Piacenza,2018-01-02,,,,Tuesday,1,2018,Winter,False,False,103082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1583,R003,Piacenza,Emilia Romagna,Piacenza,2018-01-03,,,,Wednesday,1,2018,Winter,False,False,103082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1584,R003,Piacenza,Emilia Romagna,Piacenza,2018-01-04,,,,Thursday,1,2018,Winter,False,False,103082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1585,R003,Piacenza,Emilia Romagna,Piacenza,2018-01-05,,,,Friday,1,2018,Winter,False,False,103082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1586,R003,Piacenza,Emilia Romagna,Piacenza,2018-01-06,,,,Saturday,1,2018,Winter,True,True,103082,2.4,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1587,R003,Piacenza,Emilia Romagna,Piacenza,2018-01-07,,,,Sunday,1,2018,Winter,True,True,103082,0.6,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1588,R003,Piacenza,Emilia Romagna,Piacenza,2018-01-08,,,,Monday,1,2018,Winter,False,False,103082,7.4,True,,,,,,,,,,,,,,1561.51,1435.68,677.6,1230.87,821.34,421.3,1.56151,1.43568,0.6776,1.23087,0.8213400000000001,0.4213,,,,
1589,R003,Piacenza,Emilia Romagna,Piacenza,2018-01-09,,,,Tuesday,1,2018,Winter,False,False,103082,0.2,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1590,R003,Piacenza,Emilia Romagna,Piacenza,2018-01-10,,,,Wednesday,1,2018,Winter,False,False,103082,0.2,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
