"","h=1","h=2","h=3","h=4","h=5","h=6","h=7","h=8","h=9","h=10","h=11","h=12","h=13","h=14","h=15","h=16","h=17","h=18","h=19","h=20","h=21","h=22","h=23","h=24","h=25","h=26","h=27","h=28","h=29","h=30","h=31","h=32","h=33","h=34","h=35","h=36","h=37","h=38","h=39","h=40","h=41","h=42","h=43","h=44","h=45","h=46","h=47","h=48","h=49","h=50","h=51","h=52","h=53","h=54","h=55","h=56","h=57","h=58","h=59","h=60","h=61","h=62","h=63","h=64","h=65","h=66","h=67","h=68","h=69","h=70","h=71","h=72","h=73","h=74"
"414",16.4852063190152,4.51578865093013,0.453175483173807,8.45115612692661,9.49966864738883,10.6422918917879,6.84693816467164,11.5990461354616,12.2877717655445,58.5171645490983,34.6696984969208,9.2455184729101,16.1345459048699,15.260356683625,4.13521545661516,-2.72408976937965,3.00565937437872,5.19786201782335,7.53072910029373,17.5257301166065,-4.38606914573572,1.92423385121853,2.5259240337935,-1.36402946040974,2.31840766065636,5.92069078777887,21.6389675077275,4.3662668033034,-5.61674918502905,2.93948189933731,11.1869857021788,5.43932294528719,4.44937010944004,16.3936457579942,-4.51653543503038,-10.9649934709847,9.56914295307646,8.00382811410536,20.7976689836675,14.7139512126931,23.016653111574,17.4259956714801,-1.56852307992042,12.2114770370807,8.1930191716081,10.2245892623474,-0.00941675476952971,19.6143744643541,25.2572175952159,19.3228804583226,27.9764435703904,14.6069718602483,12.5107820321581,17.3727143674386,23.1960373958675,17.3871813532455,18.0560685386446,29.391404988679,34.6067694191481,25.0500972731924,24.8327895166143,33.6310764535703,53.8604892127838,15.1340837702009,-52.7174166550054,53.4295317043382,32.7165766026295,14.5878685665118,12.3208553677907,52.665775671284,-24.7771227212295,54.8127693806168,50.170965240751,23.6505186044592
"415",-7.41770230837373,-10.8634094158951,7.44574330705628,4.31790775409472,8.28394813886115,0.443210362603639,1.97702829584738,-1.48863525904804,47.0490267925607,34.1847077945539,4.22769498350606,11.839506870583,6.69905517973948,-4.69273347559754,-15.7867135089442,-11.4402718833464,8.42054155845721,6.78716560905318,16.6733828027505,-7.59742106998909,-0.524482692555705,-5.21144216151388,-15.1668048096465,4.11296402978111,6.3440553780892,21.4382966184,0.0752908553860951,-7.54487446587743,2.87069390437593,8.45449965436842,5.24849196414131,5.87485043541208,17.0389243211257,0.156169380059095,-6.5481104212424,11.6007051120625,8.23603359080845,21.6795864770797,15.5856835814636,23.4783299924313,16.9474575202098,-0.988973777351021,12.8045916010654,9.82642872787407,10.5398705783936,-0.18186107648647,19.762772233171,31.6251795266555,22.0003885477595,29.8553029723504,16.0036648685476,13.1556950018062,17.8535641389636,23.5187370728197,19.9799947494525,18.850778862224,31.2917964163561,36.1799973842755,25.4070762036505,24.677453206306,34.123921586414,57.2490298974815,16.1420748932296,-47.5440464053202,54.4555726759117,33.0627277590026,14.6014148684737,12.8158452928578,56.1246867416935,-22.1440629905882,56.5652509027003,51.8936058553666,23.8360753121116,19.2796710693281
"416",-4.58987456033192,7.8472331977719,6.69526970426688,9.38236639789351,0.443210362603639,4.17846015961759,-0.324822603116994,53.5849892997641,34.5661714331709,5.03654583097384,13.414444556186,7.36177111868955,-2.75640361599713,-14.146483015702,-6.83713218028173,6.14520313464761,6.28273067701775,17.1892288887791,-7.66516707408256,-0.775642473593226,-2.35199339791328,-6.49030539060401,2.76840827642073,6.2640680547684,21.3763529447158,-0.223224224887973,-9.05884335400378,-1.65275206747356,8.38530011364834,4.77413639202588,4.57831005920662,16.4226362679992,-5.2797921529786,-11.3536825147466,5.58561571392596,4.05171270267237,21.0811558382378,15.490477781855,23.1148368299425,15.0022263187844,-3.36716115355535,7.14297648180361,5.72315000311455,10.2932952359279,0.35369319444481,19.6756306304527,25.4564565447489,18.9890114689835,26.2292181961904,12.2509180888777,12.9793734502749,18.2110915712628,23.5523289246693,16.8323247629777,18.0810533799943,28.7503654648481,33.3774973771676,25.4836077826976,25.2518065821264,34.2616572337537,53.9279493287472,14.8994311955031,-54.8508602709421,52.6012156800893,33.0285520953828,15.1565610376774,13.0078682058402,52.6952988827736,-25.3321470018253,54.0330443509431,49.5639769347078,23.9929755446875,20.0115583656085,21.6365861891708
"417",7.76025544654961,4.84060694827573,7.81397354484331,1.27121174096869,4.66529384149204,-0.30068366652627,53.7309822052578,34.4649722077145,3.2202028010231,10.8379011164645,8.99809917817409,-2.36095092958995,-12.3015797351536,-4.74099556585101,5.12791596294247,2.35199611518,16.7304132718192,-7.30536555401428,2.62351304627868,2.49889746898177,-3.89239229578494,3.07806934601717,1.21085900870729,20.9694377782355,1.71592621616734,-6.90390695850389,3.66309217372256,10.7083201524684,4.55267224579621,-0.248786153394703,16.0146541521468,-4.71575327125132,-10.9649934709847,9.74811382523294,5.8153934063243,20.775144131247,13.3109982098895,22.8520626668561,15.7108586706384,-3.97744193490029,10.771294631011,6.83796062797515,9.93988279990645,-0.173331085240835,19.0817736246984,25.5969669647195,18.6994296446471,25.9319738570008,12.7234265834616,12.5024881612673,17.7573492194655,22.9015165884387,17.4833760355708,17.8642323567161,28.1494819551892,33.3544676289879,25.0306084206581,25.0991437061727,33.9601711855017,54.2723513607192,15.4922960843529,-52.7174166550054,52.8691762142983,32.73654489278,15.0491336726854,12.7556182516354,52.8995626022667,-24.4590032561913,54.950153495195,50.0215618755928,23.7118927856453,19.8332611510183,21.4495505750466,43.7382830137157
"418",4.89046880048384,6.8435146837749,2.02728449040017,3.57597840467756,0.148093996047061,53.6454486978157,32.7264794578561,2.27090879946307,9.74184094889097,6.11040420417062,-6.67205912482189,-16.0659637147134,-10.8185024158765,4.21235014190561,-2.54354394049608,12.5790286491254,-6.10471805225832,-3.33594996932347,-5.95017433089467,-16.5241523130434,3.32354496015093,-1.27363191689423,19.0036479655399,-0.783712098378431,-12.3310538656993,-5.04652500136917,4.10528289065154,5.29984694027992,-2.50051715715084,14.8124849321674,-2.6191681971494,-13.0476909966296,5.11462100226643,4.2064732712264,20.9614608117623,7.7360696104471,20.0527691189794,16.0313010586629,-5.94278378491213,6.24740788788316,4.07043521419112,9.98640883488947,-11.4875088927255,15.6427651767977,26.1838067847711,15.9107426024268,23.0292666445674,8.56377582534412,12.7733751999744,8.78818568976841,19.3795555609079,16.4472203668072,13.7735036026802,24.507853562425,30.214134010389,25.2169302728071,16.4975990647598,30.5974646144277,53.8881554401171,10.1877972883288,-63.2017022169802,47.7029444653394,32.9592478345569,5.89613210312735,8.88621346303204,52.403276470871,-30.3315977308065,52.2085628696076,44.8755863647215,24.3437640400644,13.5854312180697,19.7988473635252,43.3868004617851,-24.504400027287
"419",6.50350064385024,1.0706696045182,3.17101987395614,-0.20797556945209,52.9945216112697,32.7010973310808,2.23196977459785,8.66313489415072,6.41050297236353,-7.00243782846804,-16.8326405506669,-10.7621247612215,4.32743834572469,-2.57880849689601,12.1833974848502,-8.01911959565545,-5.01969186315664,-7.08567211819132,-16.8072848659635,3.73829192431846,-2.85469812651347,19.1464706891227,-1.60108505636265,-14.2281428466384,-6.99950709239279,0.121857909625473,5.92799826836113,-4.41571379605406,13.9506898327745,-6.14145600753876,-16.6848924588622,1.44312935448669,-4.11511212241802,21.5250381810153,7.51118333682811,20.8197435971084,15.1614089596699,-8.19785969746309,3.99691403524289,-2.6621227617886,10.7451593327054,-9.31519991535245,17.1533128751167,23.952799784271,14.5406036958444,22.1313514122277,4.61785291361418,13.314255382415,9.86334171428034,21.0568964029196,16.3657571256243,13.8347537835068,24.4415465080124,27.367586055914,25.7956820808883,18.2075057663047,32.068275499372,52.9193085540487,10.8052724389931,-62.8788535051654,48.4185576571804,33.4454999168349,7.45339026727811,10.2562588130696,52.5281520854175,-31.3891557000248,51.8501248072684,45.1350099618374,24.3702598866179,14.1425223719201,19.2667683713962,42.702433158767,-26.6358414625827,-29.1154153780527
"420",1.4388565402884,4.67073535060391,0.487886992515316,51.6613094749669,32.5441831940137,2.25099735138229,8.74277015857237,4.11965859749167,-5.53507917762999,-18.058174676569,-12.1973347566404,4.42804914037383,-1.87489264899923,12.0603232113496,-8.94453059898948,-4.12101531440259,-7.11137964836903,-16.9875273920498,4.17763297431988,-0.938981271575037,18.809562930684,-4.16905178130085,-14.2336821980931,-7.37575989922777,0.230811589788043,5.53470046132362,-0.375846528032944,15.4247649418108,-5.97390962437226,-16.3839302837912,1.84915638378242,-3.27487423854371,21.3729073670542,15.5214255065508,23.0136466776922,12.5763781642382,-7.57685189050781,4.61204312488329,-0.398984855213276,10.6876623828157,1.13431463717536,19.8171214472938,24.7797256939619,17.0396846484507,23.9399526990846,8.03915806601755,13.4997186227505,20.4095599296565,23.6354768492454,16.0052804556678,17.5061265570319,27.7409554217967,33.3544676289879,25.3114707271557,26.6210018515332,34.2616572337537,53.6995842890858,15.2106431851522,-53.2916969305231,52.6012156800893,32.9774717049604,16.0260684069973,13.2080743268113,52.3718153254991,-24.4128504067422,54.8472441845334,49.7318082652781,23.9330355275954,20.3415510830106,21.80815030207,43.2968158996834,-21.0415444436865,-22.6636006540827,-12.8411982182521
"421",4.65985233238018,-1.86718994696993,51.8158097517866,32.2458471639246,1.82606811102223,8.85841022030913,3.53385140045844,-6.03765397568618,-19.1362938669667,-13.1066702393403,4.50325666367093,0.751239335148037,13.0838928538747,-8.21552468537507,-4.58864022149712,-7.64741713005719,-16.7891465034687,4.38547398121782,1.76689937657787,19.9750065376418,-2.51391484316916,-13.5510000245104,-6.61816090694999,1.20057663843031,5.42083716429393,4.33875259229303,16.0587618077016,-5.39829880000198,-13.8341580071744,3.78157642911105,-0.193463465404117,21.253266103601,17.0494702476643,23.1350321542922,13.875451283126,-4.41280841648229,7.49083547090446,5.7753339106986,10.5555889188807,1.57559096301228,19.6661453375935,24.6166237228215,17.553732424356,24.609847132621,12.1276639551381,13.1820019315504,18.4288078573732,23.3711752857904,15.8266471931171,14.9990304619618,25.1222083513165,31.5554746829145,25.5235724316824,25.0584954740658,33.9717498566435,53.5676518183765,11.8548114089865,-61.580089825347,50.8825964839911,33.0917599439014,15.3263869241999,12.8243537748043,52.1839284720716,-28.2978795321901,52.9539157869693,48.3610716198399,24.1090793935371,20.0517367892571,21.5531049485426,42.9840925661067,-23.6808513541169,-25.3560573744268,-13.0618909004966,-2.53129302655325
"422",-2.13437206363608,50.1780700339635,31.9576754179362,1.92609038258144,8.62378062007708,3.60727902946274,-8.098700975822,-19.6369882385842,-15.2165555248229,4.35091516512796,-1.37381577499706,11.4200902629254,-8.20753790730051,-4.94782755846989,-7.08567211819132,-17.6141609800961,5.48312531900017,2.46108441959916,19.2014813769135,-3.34559045150399,-14.8606583494693,-7.23916972451942,0.17685954340181,5.6017914152529,4.1050989366153,15.8962429044206,-5.19782422592414,-15.3196715980328,2.88357256778309,-3.62123608460965,21.4128922244209,16.5193538710654,23.1273123022796,14.5012876363175,-3.09102238797893,9.43600881891415,5.79769844252033,10.3858626596962,2.25875659266027,19.9512241359563,25.0985985932475,21.2044252586982,28.7012010097662,13.2641069986885,13.1068717484954,18.9087700960278,23.6547208481736,16.2199464311231,18.0475904671326,29.881457899223,33.8584104071716,25.5887554716171,25.2192694145146,34.1109142096277,53.430774087721,13.5091386774945,-56.254839440524,52.5777720822262,32.9842288703909,14.8330270246165,12.0814202088715,52.0430015037913,-29.1105189625256,52.8126737541947,48.0663890687205,23.6526577875378,19.6093086221545,20.3007347710719,43.1284499827416,-24.286240534825,-26.584284241584,-14.331157195604,-3.15028621184747,4.04796300214212
"423",52.5615644760343,32.37674119103,1.69791301507974,8.37717574003627,3.53385140045844,-8.013112248304,-18.8121180558866,-13.7726299343953,3.61164536854611,-0.561826656925596,11.0347087645306,-9.00710523246202,-5.03456419592118,-7.65150522774361,-16.9729428996401,3.81052792902016,1.74061485650987,17.2568980799004,-3.87870476420117,-14.9881124537366,-7.452105810833,0.230811589788043,5.45385825758531,4.16457063900896,14.696869452298,-7.60811678454287,-17.208558263332,1.15729539158902,-3.82067385692275,21.9605826206025,17.7150098436663,23.0289717429229,12.2132982955181,-6.59541022465292,4.61204312488329,-1.76302035714932,12.3554806109913,3.57443480115994,19.7401911803232,22.755530727717,16.2420622210251,22.6787808858403,5.20813758043807,14.9629110380977,21.1193743481813,23.7096002095445,13.4728134626696,14.7028381302382,24.5485174889432,27.8406578357533,27.524578851292,28.040706663135,34.4647731727308,52.1154784428613,11.3757392960263,-63.0746939741052,48.1784615135743,35.0124818548844,18.4019238234346,13.4458089306533,50.8093958756074,-29.8194165896748,51.8276936747229,44.8847810797499,26.2645225868782,23.0442155759321,22.4982601786294,41.3780059065958,-25.562334856857,-29.4574824037539,-23.2184329396671,0.272931115499384,7.77944258588316,13.731820406481
"424",28.7568588909245,2.69178758725109,8.56439251324069,2.29353720579192,-10.5835134656068,-36.6376762543974,-60.3842713042276,-4.23533697729645,0.762637340022264,12.5711895578121,-9.17813599047376,-5.08611416136816,-10.1004340260721,-32.094304346016,-3.85916305304194,-0.898793729713036,18.2115352028546,-1.93614242369441,-12.938797519547,-5.50038337258336,-1.06589260817097,3.81644091921612,-0.0668571174934518,14.5060052162097,-5.20033148016345,-14.8500744624611,3.81529421640225,0.806072263093982,21.3411945995229,15.318628022025,22.9721461742893,13.1267943654635,-6.32932200559429,6.87938202081552,5.79769844252033,10.5956512485961,0.165373870111294,19.503992906765,23.9954897083263,16.6291161493916,23.2607988882372,9.16610202484923,13.484973963389,18.2024704960061,23.3519820923742,13.6011843640025,14.2735205311222,24.3987039726996,30.6893962225527,25.8312436440812,25.6257544208336,34.0561763171791,52.3686912060473,11.687765730581,-62.3429888917765,49.2192662646753,33.6703552284394,17.5904177275987,12.9547629523234,51.0516906012856,-29.0386912139171,52.240418626844,45.4514443768134,25.1970389560072,22.560557284253,21.6597934410083,42.0857114275595,-24.286240534825,-28.3758131598592,-20.6982411630078,-0.222891732092383,7.72163343294634,12.8842636717241,-22.4828203515809
"425",2.56511809419373,9.73741930711543,1.40571364678258,-11.0720920435632,-44.7614189968634,-58.5789546472129,-11.54596541137,0.751239335148037,15.8256028933373,-8.01069435248565,-5.82226108659721,-10.0818638377831,-42.4326032571465,-14.3175027150648,-2.78277796383122,17.7678575331504,-1.14051479896316,-12.938797519547,-6.31272249301714,-12.7092242621645,-3.10992690125101,-5.83253807578084,11.5395489512789,-4.62750787638678,-15.2656383675961,1.78694871149165,-9.11990449271961,18.3514190286245,6.29106381491577,18.4780981953082,14.6528061790266,-7.37254554057252,3.95890949474698,-2.99524979755377,9.97787484749449,-10.7184978154219,14.6527698239988,25.2116721727447,14.9965421979246,21.9518600033149,2.20725037528403,13.2391497737924,11.4023184147768,20.431515675194,16.0412134746329,13.4581113399016,24.0440367738851,27.1699140507053,25.9174735920126,19.8196382388974,32.7601556349641,53.6560262628626,10.9637736181053,-63.5617282716617,48.3433022335998,33.3237646200488,10.0591636383042,10.9406323668131,52.3415199684783,-30.7967669062803,51.8562320823688,45.3709207189729,24.0680292387189,15.6245115050335,20.7598414546833,43.2968158996834,-26.3788684994429,-30.082955636131,-21.6677318245874,-2.91534402649578,1.66168257279242,11.9675061321335,-18.8324354028224,-11.4531986434529
"426",8.87567290821852,1.03203443841898,-8.62727122050262,-40.8149293075669,-58.4946258632761,-18.2893675924797,0.751239335148037,13.6129120685564,-9.50907433934429,-5.77316561516666,-11.343979853156,-42.8189115847082,-16.9998636195908,-4.18771172523056,18.1422934124484,-1.14051479896316,-13.4202431432143,-7.29814338134618,-18.4342889948565,-6.03361215578315,-7.09350831465402,10.384496843974,-4.49778391076913,-17.2270946632179,0.543520523797535,-22.428313418977,13.4328208790365,4.60646449290557,17.0994974033683,14.6467630715264,-8.74882292637897,2.93795638372104,-15.7343423159849,2.35895215277734,-12.2432221015019,12.5244965422454,25.0523879272556,14.7160416537757,21.4721852130453,-2.20273947988066,11.1067832805393,8.41403938103409,17.5019720065392,15.6215019888941,13.4036202242557,24.057326287532,25.7749616881658,27.005856919977,20.0467217293178,29.6328453272254,53.0929261809568,10.3157368606608,-63.1880001865809,46.325606761597,33.964065110723,10.1903573431118,11.213109225283,52.3705435563888,-31.999684521261,51.9510788697811,44.90409894302,25.074978634976,16.9110664454302,20.9154080738501,43.2343951507155,-27.5535370761989,-30.0884811240269,-23.2184329396671,-2.67935145597873,4.08687157855765,12.3810609378086,-18.8143351631854,-11.9460565099305,-18.0061697336219
"427",2.90827975624756,-8.04893152211196,-45.3005977633925,-62.3523030779736,-20.2192070161246,-0.561826656925596,13.6217006779032,-10.3080920096974,-6.996493260485,-17.2062518966808,-62.4316949197446,-19.1551074007126,-5.76575031772204,18.6604738421046,-3.30856792653766,-14.1010073776318,-8.60726217207952,-17.9409145762791,-4.00655373486268,-7.27260771321738,11.7229381725733,-6.45139535230965,-16.3249023149237,1.71471669604633,-16.4248033223473,15.6691438442637,4.34312943159136,17.1130524960015,12.898121075117,-8.68970251928546,3.23381588387336,-5.1399440987174,9.08386064946805,-12.4313098780438,13.5249138688015,23.5680276836339,14.5668283947427,21.5282554440676,3.78634452759134,14.1061234570328,9.68310132706174,17.869570584286,13.6509748405728,13.2817708381425,23.7653836852367,26.8176228750793,26.3817127100129,17.6266379753133,29.8325255692955,52.8654800986403,10.2615467886645,-63.7783286354944,48.1117578426734,33.964065110723,7.57469838826056,8.52102211349322,51.5487990298219,-32.2385610789373,51.4762254969616,45.1691827565218,24.6105105195266,11.6869949536746,16.7846790906225,42.5820493201647,-28.0301248379835,-31.2527460808361,-22.8749858313899,-1.82660169249647,-6.24470048329939,6.44353142199667,-21.2204419404363,-13.2668567376297,-20.3399703970026,-7.96365128809563
"428",-11.1843150254487,-47.7475426871705,-62.3523030779736,-19.061962998729,0.751239335148037,14.8273382100904,-15.5915082947526,-9.60825753661986,-21.6394963725638,-62.0447810339151,-18.0288971386113,-3.61381961976402,19.1276355953188,-13.9545783350413,-19.7821433531868,-12.315811380689,-19.9504139117032,-8.80475369715618,-5.88396062098311,10.5647272996252,-17.7209058964647,-21.8346866656327,-2.93105011332158,-25.4256502351969,12.2417734233438,5.71851300936604,17.0971920298071,2.57852818116029,-13.3220670572464,-0.367039799772645,-23.4781569053757,0.507857589875518,-11.7027336403241,12.8733288836054,14.3906250556844,11.1212014224306,18.5604497093097,-16.5673396198869,3.09232368459209,8.4072051425114,16.7602115315717,3.8780942506505,9.76968854744735,20.9416385510112,12.068981203745,16.8922478318816,16.2088262645753,28.2664309248358,46.7479396589978,6.6044150245481,-70.2584727691929,37.4628238881542,25.5795734196738,5.22075123370283,5.17256211448615,45.2588561118158,-37.4656916871352,49.6225837076237,33.3642978356394,15.4028044207639,10.7287287452967,14.6381916544577,34.8303047835855,-33.1719762603179,-36.2173403007358,-49.171998485466,-14.3749483862462,-7.01757869317431,4.8781372624782,-36.5548360781115,-17.7149996864312,-24.7927545931053,-30.4161895942078,-8.15644556552495
"429",-45.3005977633925,-61.172456414822,-16.8676494027106,0.833304970242499,14.3089803215593,-9.39868812921838,-1.50713760150648,-12.6064051594085,-48.8634712113815,-19.509844704221,-3.12765461577104,19.0055379032799,-1.26891313521008,-10.8182492217947,-3.00057323329134,-14.5778217790848,-3.58195932525055,-4.78535443827691,12.1516837618077,-5.44876740146429,-13.2470219184799,4.69705867539663,-3.00044386396334,18.188178734982,4.9893263204492,17.9186029285047,13.3400580708041,-5.75594799074114,5.35483680750066,1.34689538904841,9.88661386130268,-12.243754016243,14.199629540401,22.9379113966907,16.3762643726273,22.498497940944,7.23169063118845,13.0139681073018,7.84574349122943,18.4738400537108,12.620265784043,15.1292255699499,24.6556380075192,27.367586055914,25.8510246320147,18.287182488049,31.0065452644833,51.7671301376063,12.1169558822686,-62.0549380618249,48.3433022335998,33.964065110723,10.2002995830839,10.3506952588182,50.9042164823548,-28.817621365422,52.1902788348167,45.1259729729148,24.6352308619961,17.0280655875181,20.6113086205484,41.6961816210604,-24.4610819291902,-28.5597472539192,-19.2319769250619,-2.5199536961243,4.25686106629995,12.5815258923435,-22.5489612898475,-9.79080133725053,-15.1424705313396,0.0279403098164665,3.17549403321659,4.18327511641985
"430",-37.982860170163,-11.6621909584891,0.751239335148037,12.1015668464745,-8.53370558810126,2.96089135593183,1.94274698332231,-26.5066706027954,-6.94341398934591,-3.61660706695347,20.039993396789,-1.94848996322863,-9.12672491972842,0.266181061394387,6.43667521958344,1.49549532645146,-6.59840603261417,12.1446594121902,-6.48906638064474,-13.4388586480686,3.28173759758247,2.5789006458986,20.1478075254142,4.81183453321218,17.9908266288535,12.9560816653746,-6.88106801746012,4.20642057571916,1.3562340378931,10.0127693737317,-12.243754016243,13.9781779022297,22.2969433248158,17.0508315104043,23.0160070887625,4.09159426149218,12.7838961287897,8.40785431277413,18.380531026738,13.0533262882949,17.1613095842682,25.5361891414012,29.7593178076817,26.3089490635174,20.018341327858,32.4299043317966,51.8595943562221,15.2314904246143,-52.95576534794,52.6012156800893,32.8337472687821,7.6984226197656,11.4260552429311,51.5688748136347,-24.3166974634007,55.0234399748677,49.8755110863529,23.672232116912,10.6222828185861,18.5989852390703,41.8974015124274,-23.9397230370421,-28.3758131598592,-15.2257692650893,-3.24753135339352,-7.35274023924752,7.13012931145513,-23.0785136842344,-11.5779749241405,-19.4588843187158,-3.31482572823708,2.41584470597912,-9.24332755356487,11.7257493035851
"431",-1.73983389207136,0.774035344896513,12.2025336137482,-7.96910520393032,1.50465887937906,1.62871121765272,-7.5381596327289,-0.561433444763884,-4.6895830381524,18.9570397866607,-4.14862860931943,-12.0866933013064,-4.0614856600398,8.38205371544171,4.17818188641414,-7.99298365016229,10.9617961952353,-10.3328053375274,-17.2270946632179,1.05605640896499,-0.319275940532433,21.5203858256943,5.85715131676025,17.6193377253849,9.05764147891323,-8.26262194018842,3.48512217734141,-3.57237226798054,11.6574267815489,-8.02924584812588,15.6701408773336,20.2609239519742,15.2217239751863,21.7544368513655,3.73753888541578,14.2731988784229,14.9196423736913,21.9551936781384,11.2116901113581,13.7693930691881,24.2490696438065,27.2057523193231,26.3524772380028,25.3300037314226,33.7366889017757,51.9482999565082,12.844036828848,-60.4302021070308,48.4343973567249,33.9790442816424,17.5907442619507,12.8521069192619,50.7918182096898,-25.9102406652094,54.2568052493977,49.4386384509002,24.7600201158268,22.3165419797632,21.8115104886374,41.5589201852548,-21.473906814926,-24.9998400341261,-14.4027599246592,-2.06517313969543,6.55177286911909,12.793000781364,-22.398904921339,-7.35819451881654,-14.5840966119386,0.819007128023803,3.38386192431334,5.46596169142633,17.8768875231262,-7.29437804118518
"432",0.769476142946813,15.419983906108,-8.40511992964419,2.96033224567753,1.94896918807868,-6.75848443904489,-0.0603449101599718,-4.63334436236626,19.1378952573362,-3.46454879739586,-12.110558265317,-2.80201544443835,9.19458080944178,4.19837987224474,-7.10731127325873,11.4933181011243,-8.30094018923238,-17.4682429694262,0.800362629060681,-0.18792792057386,20.7954164984255,4.12678234430697,17.1130524960015,9.86708554693514,-8.80149552132186,3.41647747933681,-5.35285926420088,10.9881093108963,-10.7184978154219,13.3944743067706,19.4533613804753,14.8109947186623,21.7145891237643,1.6946991051831,14.4839246351311,12.4940374035073,18.7959093659773,6.93406242834497,11.6799231756526,23.7652663755323,25.0904699490218,26.7318102288446,21.3591143059135,32.0735864399312,46.868977103888,6.79730936729586,-64.5269842539099,44.4000680096036,34.2791852843113,16.1279483432402,12.7951411774575,43.7483293836575,-37.343288753183,50.0404465260991,37.9910927766462,25.4231454247753,22.5476334315381,21.5114365799466,32.2723405674261,-33.3223957978034,-36.3753066012584,-38.8345725340388,-0.205469826418428,7.74893885700685,12.55368657857,-42.227689117762,-18.2864367000979,-25.1670094296457,-21.8137312678902,4.95462365738804,6.37923777486739,17.5487510662715,-24.6116339833602,-32.1486451723546
"433",12.254416304878,-7.69997155221678,1.43558080745958,1.37264020155577,-6.15838565735243,-1.07367415664225,-3.59902300479159,17.3294048341779,-3.51088070408102,-11.7752722697452,-4.92286543622323,8.27349546122613,3.91763635762543,-8.03601386501747,10.0266426677187,-8.31724045252517,-16.8870605422335,1.10184840090657,-1.17368856055426,20.9838688686517,5.08419538221383,17.3070515708286,10.4388476180593,-8.71173640972832,3.44051655511985,-3.77889589273599,11.6451631255887,-8.05612116300935,15.6396246957268,22.0910667892615,16.1446780786268,22.6593377871841,4.09419910081571,14.4678130229746,13.8202286868516,22.1761205061584,14.1354043087721,16.0988143934847,27.6605415531599,30.8211479429128,25.5116317262202,25.1217266540653,34.2616572337537,52.590460726026,13.4485446140488,-53.1713745010629,52.6012156800893,32.8783445606236,15.2089222831184,13.1539076530114,51.4792605116827,-28.1516044347297,53.7824784791258,49.4567993573378,24.0304836269393,20.0115583656085,21.6232976531871,42.0270082110152,-24.6185687973259,-25.2276181081369,-13.9844060880407,-2.83632970793496,4.16788290402772,12.6975391326,-21.4494496280812,-9.99638390796834,-16.781361998414,-1.58271594544537,3.179085755804,3.10300620626395,17.7006330455951,-6.37171874573521,-21.3556985294118,-2.29147211045847
"434",-8.20529732968465,2.13831716759219,1.00108360969383,-6.75848443904489,-1.17008917636724,-2.81619512854861,12.4272277544685,-4.32100789679908,-12.2299688717861,-7.48199426766709,3.99663350946873,3.97080741012769,-7.67257088888834,7.8391166414623,-8.61174017131452,-16.2828639613362,1.54542432636615,-5.53246329194004,21.5477743777301,6.29106381491577,15.6019368161355,11.0654995533798,-7.85118542330582,4.04532633585911,-3.54603416368105,11.6492510109088,-8.27262193249357,12.3994802507119,22.4882127163675,15.3739885928929,22.1936755743683,3.68968783106416,13.9228135513249,11.333276832567,16.9690234402833,13.2673492378398,14.2686913083223,24.6371262783535,27.2143102874738,26.3680621790458,20.2633359691742,28.8705417742516,52.0852439183237,11.6929105997694,-61.6892895934537,48.2465958126575,33.710140599444,10.112388737684,9.1154067722038,50.9649321022911,-30.0545609211979,52.1581010367087,45.2237891474402,24.425758016039,16.3692335755349,20.8613021339497,41.7381525621233,-25.7916638242718,-29.290671323451,-21.8845738604619,-2.18472870362187,2.7304762912226,12.0336931042477,-21.0926072276325,-10.3882163239118,-16.5687146144039,-3.44988634450244,2.86415885832574,3.5036716063005,17.994145016162,-5.55044676421618,-19.6619496012691,-0.496609267130396,4.66372808346505
"435",4.74857930084381,3.2903455397708,-6.75848443904489,-1.53504930904393,-2.63255367999381,12.2693536695777,-3.98263909819759,-10.697312842635,-0.59989411614364,9.42574388896048,3.03373546133701,-8.02140742914399,7.99646111403337,-4.84267135185177,-14.6710289327937,2.20078905397465,0.645361196425965,20.7976689836675,5.17125212599892,14.9479363505256,11.5298523406359,-6.6024552712024,4.94240515244731,-0.83620843824034,10.1822353989797,-11.8720144313774,10.7282177259784,23.2784626222237,17.1077487524614,23.9052831573892,8.08566302675467,13.282664949733,10.0885208099385,16.1954235900153,13.3996630344841,15.9395746959806,26.7141964336819,32.1696723805083,25.0199494263619,17.0185933116666,27.6487198343868,52.3179029448581,12.4787367720441,-60.3718622766861,50.4090686661086,32.8069737727475,5.34426285235553,4.19351532125939,50.6853586445667,-28.1076768371003,53.2183713144394,48.7258813483861,23.6483472532139,11.2387864543679,13.2779724613701,41.5056242885995,-24.5902721877345,-28.3758131598592,-18.2908918145226,-2.87727661929551,-6.55592983894429,3.88057795179586,-23.0280936113802,-9.79323752599002,-16.0014459549898,-1.00060686423079,2.4020330246554,-8.20604637006507,8.97198477841787,-7.46951887757676,-22.2258992882867,-5.06297075329254,-0.428933511313488,-9.63455427651632
