,LOCALITA,DATA,TMEDIA °C,TMIN °C,TMAX °C,PUNTORUGIADA °C,UMIDITA %,VISIBILITA km,VENTOMEDIA km/h,VENTOMAX km/h,RAFFICA km/h,PRESSIONESLM mb,PRESSIONEMEDIA mb,PIOGGIA mm,FENOMENI
1457,Piacenza,2021-09-27,20.0,14.0,22.0,19.0,95.0,8.0,8.0,11.0,0.0,1017.0,0.0,0.0,
1458,Piacenza,2021-09-28,20.0,15.0,24.0,19.0,94.0,6.0,8.0,11.0,0.0,1019.0,0.0,0.0,
1459,Piacenza,2021-09-29,22.0,17.0,25.0,19.0,87.0,11.0,10.0,15.0,0.0,1017.0,0.0,0.0,
1460,Piacenza,2021-09-30,22.0,20.0,23.0,19.0,83.0,17.0,13.0,17.0,0.0,1022.0,0.0,0.0,
1400,Piacenza,2021-10-01,19.0,13.0,23.0,16.0,84.0,15.0,11.0,18.0,0.0,1021.0,0.0,0.0,
1401,Piacenza,2021-10-02,18.0,13.0,20.0,17.0,93.0,24.0,6.0,9.0,0.0,1018.0,0.0,0.0,
1402,Piacenza,2021-10-03,18.0,15.0,21.0,18.0,97.0,5.0,9.0,15.0,0.0,1016.0,0.0,0.0,
1403,Piacenza,2021-10-04,19.0,15.0,20.0,19.0,100.0,4.0,12.0,22.0,0.0,1015.0,0.0,0.0,pioggia 
1404,Piacenza,2021-10-05,18.0,16.0,21.0,17.0,92.0,18.0,9.0,15.0,0.0,1011.0,0.0,0.0,
1405,Piacenza,2021-10-06,14.0,13.0,15.0,14.0,99.0,11.0,7.0,17.0,0.0,1012.0,0.0,0.0,pioggia nebbia 
1406,Piacenza,2021-10-07,15.0,12.0,18.0,13.0,88.0,19.0,7.0,11.0,0.0,1015.0,0.0,0.0,
1407,Piacenza,2021-10-08,17.0,15.0,18.0,14.0,86.0,20.0,14.0,24.0,0.0,1019.0,0.0,0.0,
1408,Piacenza,2021-10-09,15.0,13.0,18.0,11.0,82.0,20.0,9.0,15.0,0.0,1022.0,0.0,0.0,
1409,Piacenza,2021-10-10,14.0,9.0,17.0,9.0,76.0,21.0,6.0,11.0,0.0,1020.0,0.0,0.0,
1410,Piacenza,2021-10-11,15.0,7.0,19.0,10.0,76.0,22.0,7.0,13.0,0.0,1018.0,0.0,0.0,
1411,Piacenza,2021-10-12,,,,,,,,,,,,,
1412,Piacenza,2021-10-13,15.0,8.0,20.0,10.0,75.0,19.0,9.0,13.0,0.0,1016.0,0.0,0.0,
1413,Piacenza,2021-10-14,11.0,5.0,16.0,5.0,71.0,17.0,9.0,11.0,0.0,1023.0,0.0,0.0,
1414,Piacenza,2021-10-15,13.0,4.0,16.0,7.0,69.0,25.0,7.0,11.0,0.0,1018.0,0.0,0.0,
1415,Piacenza,2021-10-16,14.0,5.0,18.0,7.0,65.0,17.0,10.0,15.0,0.0,1018.0,0.0,0.0,
1416,Piacenza,2021-10-17,12.0,7.0,17.0,9.0,82.0,18.0,7.0,11.0,0.0,1020.0,0.0,0.0,
1417,Piacenza,2021-10-18,14.0,7.0,18.0,10.0,80.0,16.0,7.0,13.0,0.0,1023.0,0.0,0.0,
1418,Piacenza,2021-10-19,15.0,9.0,17.0,12.0,86.0,7.0,5.0,9.0,0.0,1027.0,0.0,0.0,
1419,Piacenza,2021-10-20,15.0,10.0,17.0,14.0,91.0,11.0,4.0,9.0,0.0,1023.0,0.0,0.0,
1420,Piacenza,2021-10-21,15.0,14.0,16.0,14.0,94.0,3.0,4.0,5.0,0.0,1012.0,0.0,0.0,
1421,Piacenza,2021-10-22,15.0,11.0,19.0,14.0,93.0,6.0,6.0,9.0,0.0,1015.0,0.0,0.0,
1422,Piacenza,2021-10-23,13.0,11.0,15.0,13.0,100.0,4.0,4.0,5.0,0.0,1023.0,0.0,0.0,
1423,Piacenza,2021-10-24,14.0,12.0,16.0,10.0,80.0,17.0,11.0,18.0,0.0,1026.0,0.0,0.0,
1424,Piacenza,2021-10-25,12.0,8.0,14.0,8.0,78.0,23.0,9.0,15.0,0.0,1023.0,0.0,0.0,
1425,Piacenza,2021-10-26,10.0,5.0,13.0,8.0,89.0,18.0,7.0,13.0,0.0,1022.0,0.0,0.0,
1426,Piacenza,2021-10-27,14.0,7.0,17.0,8.0,66.0,13.0,7.0,11.0,0.0,1025.0,0.0,0.0,
1427,Piacenza,2021-10-28,12.0,5.0,17.0,8.0,76.0,19.0,5.0,8.0,0.0,1021.0,0.0,0.0,
1428,Piacenza,2021-10-29,13.0,8.0,15.0,9.0,76.0,6.0,6.0,9.0,0.0,1017.0,0.0,0.0,
1429,Piacenza,2021-10-30,11.0,7.0,12.0,10.0,95.0,3.0,6.0,9.0,0.0,1018.0,0.0,0.0,pioggia 
1430,Piacenza,2021-10-31,12.0,10.0,13.0,12.0,98.0,4.0,4.0,8.0,0.0,1016.0,0.0,0.0,nebbia 
1370,Piacenza,2021-11-01,11.0,11.0,11.0,11.0,100.0,2.0,12.0,18.0,0.0,1004.0,0.0,0.0,pioggia 
1371,Piacenza,2021-11-02,10.0,5.0,14.0,9.0,97.0,14.0,5.0,11.0,0.0,1001.0,0.0,0.0,nebbia 
1372,Piacenza,2021-11-03,10.0,9.0,11.0,10.0,100.0,3.0,16.0,21.0,0.0,1001.0,0.0,0.0,pioggia 
1373,Piacenza,2021-11-04,10.0,10.0,10.0,9.0,94.0,19.0,8.0,15.0,0.0,1005.0,0.0,0.0,
1374,Piacenza,2021-11-05,10.0,5.0,12.0,9.0,91.0,22.0,5.0,11.0,0.0,1018.0,0.0,0.0,
1375,Piacenza,2021-11-06,10.0,5.0,13.0,7.0,82.0,21.0,6.0,9.0,0.0,1025.0,0.0,0.0,
1376,Piacenza,2021-11-07,9.0,7.0,11.0,8.0,93.0,18.0,3.0,5.0,0.0,1018.0,0.0,0.0,
1377,Piacenza,2021-11-08,9.0,8.0,10.0,9.0,100.0,4.0,11.0,17.0,0.0,1017.0,0.0,0.0,pioggia 
1378,Piacenza,2021-11-09,9.0,7.0,12.0,9.0,97.0,8.0,6.0,13.0,0.0,1025.0,0.0,0.0,pioggia nebbia 
1379,Piacenza,2021-11-10,11.0,10.0,12.0,11.0,96.0,12.0,3.0,5.0,0.0,1026.0,0.0,0.0,
1380,Piacenza,2021-11-11,12.0,10.0,13.0,11.0,97.0,7.0,4.0,9.0,0.0,1023.0,0.0,0.0,
1381,Piacenza,2021-11-12,11.0,7.0,14.0,11.0,100.0,14.0,5.0,8.0,0.0,1018.0,0.0,0.0,
1382,Piacenza,2021-11-13,10.0,6.0,11.0,10.0,100.0,2.0,5.0,11.0,0.0,1016.0,0.0,0.0,pioggia nebbia 
1383,Piacenza,2021-11-14,12.0,11.0,12.0,12.0,100.0,3.0,7.0,15.0,0.0,1013.0,0.0,0.0,pioggia 
1384,Piacenza,2021-11-15,11.0,10.0,11.0,11.0,100.0,2.0,6.0,15.0,0.0,1018.0,0.0,0.0,pioggia 
1385,Piacenza,2021-11-16,10.0,7.0,11.0,10.0,99.0,8.0,5.0,13.0,0.0,1019.0,0.0,0.0,pioggia 
1386,Piacenza,2021-11-17,11.0,10.0,12.0,11.0,100.0,2.0,5.0,11.0,0.0,1019.0,0.0,0.0,
1387,Piacenza,2021-11-18,11.0,10.0,11.0,11.0,100.0,2.0,4.0,8.0,0.0,1025.0,0.0,0.0,
1388,Piacenza,2021-11-19,9.0,8.0,10.0,9.0,100.0,3.0,7.0,9.0,0.0,1028.0,0.0,0.0,
1389,Piacenza,2021-11-20,,,,,,,,,,,,,
1390,Piacenza,2021-11-21,7.0,6.0,7.0,7.0,100.0,0.0,6.0,13.0,0.0,1012.0,0.0,0.0,nebbia 
1391,Piacenza,2021-11-22,8.0,7.0,9.0,8.0,100.0,3.0,3.0,4.0,0.0,1012.0,0.0,0.0,pioggia 
1392,Piacenza,2021-11-23,10.0,9.0,12.0,9.0,96.0,18.0,9.0,13.0,0.0,1021.0,0.0,0.0,
1393,Piacenza,2021-11-24,6.0,3.0,11.0,5.0,91.0,18.0,7.0,13.0,0.0,1021.0,0.0,0.0,
1394,Piacenza,2021-11-25,5.0,4.0,5.0,5.0,100.0,3.0,4.0,8.0,0.0,1011.0,0.0,0.0,pioggia 
1395,Piacenza,2021-11-26,8.0,6.0,11.0,7.0,93.0,21.0,7.0,13.0,0.0,995.0,0.0,0.0,
1396,Piacenza,2021-11-27,6.0,4.0,8.0,6.0,100.0,2.0,4.0,9.0,0.0,992.0,0.0,0.0,nebbia 
1397,Piacenza,2021-11-28,6.0,4.0,8.0,5.0,94.0,13.0,8.0,21.0,0.0,992.0,0.0,0.0,pioggia 
1398,Piacenza,2021-11-29,6.0,0.0,9.0,2.0,75.0,19.0,7.0,15.0,0.0,1002.0,0.0,0.0,
1399,Piacenza,2021-11-30,7.0,1.0,10.0,3.0,59.0,20.0,13.0,22.0,0.0,1015.0,0.0,0.0,
1157,Piacenza,2021-12-01,5.0,1.0,7.0,4.0,94.0,23.0,8.0,9.0,0.0,1011.0,0.0,0.0,
1158,Piacenza,2021-12-02,5.0,5.0,6.0,5.0,100.0,8.0,2.0,4.0,0.0,1000.0,0.0,0.0,
1159,Piacenza,2021-12-03,5.0,3.0,9.0,4.0,93.0,9.0,4.0,8.0,0.0,1011.0,0.0,0.0,
1160,Piacenza,2021-12-04,3.0,0.0,5.0,3.0,96.0,9.0,3.0,9.0,0.0,1008.0,0.0,0.0,
1161,Piacenza,2021-12-05,5.0,2.0,7.0,3.0,91.0,6.0,4.0,9.0,0.0,1001.0,0.0,0.0,
1162,Piacenza,2021-12-06,2.0,-1.0,7.0,3.0,92.0,7.0,7.0,13.0,0.0,1009.0,0.0,0.0,
1163,Piacenza,2021-12-07,1.0,-1.0,6.0,2.0,85.0,21.0,5.0,11.0,0.0,1012.0,0.0,0.0,
1164,Piacenza,2021-12-08,1.0,1.0,2.0,1.0,99.0,1.0,3.0,11.0,0.0,1003.0,0.0,0.0,neve nebbia 
1165,Piacenza,2021-12-09,2.0,1.0,3.0,2.0,100.0,16.0,3.0,8.0,0.0,1001.0,0.0,0.0,pioggia 
1166,Piacenza,2021-12-10,-1.0,-3.0,0.0,0.0,99.0,2.0,4.0,8.0,0.0,1000.0,0.0,0.0,pioggia neve 
1167,Piacenza,2021-12-11,2.0,-2.0,4.0,2.0,93.0,20.0,6.0,17.0,0.0,1009.0,0.0,0.0,
1168,Piacenza,2021-12-12,1.0,-3.0,5.0,2.0,91.0,17.0,10.0,15.0,0.0,1022.0,0.0,0.0,
1169,Piacenza,2021-12-13,4.0,2.0,6.0,2.0,84.0,15.0,3.0,8.0,0.0,1023.0,0.0,0.0,
1170,Piacenza,2021-12-14,4.0,-1.0,7.0,4.0,95.0,17.0,4.0,5.0,0.0,1025.0,0.0,0.0,
1171,Piacenza,2021-12-15,2.0,-1.0,5.0,3.0,100.0,5.0,4.0,8.0,0.0,1028.0,0.0,0.0,
1172,Piacenza,2021-12-16,3.0,-1.0,5.0,4.0,99.0,3.0,6.0,9.0,0.0,1029.0,0.0,0.0,
1173,Piacenza,2021-12-17,3.0,0.0,4.0,3.0,100.0,3.0,5.0,13.0,0.0,1030.0,0.0,0.0,nebbia 
1174,Piacenza,2021-12-18,-1.0,-3.0,1.0,1.0,100.0,0.0,3.0,5.0,0.0,1032.0,0.0,0.0,nebbia 
1175,Piacenza,2021-12-19,2.0,-3.0,5.0,4.0,100.0,4.0,2.0,8.0,0.0,1023.0,0.0,0.0,nebbia 
1176,Piacenza,2021-12-20,2.0,-2.0,6.0,2.0,99.0,9.0,12.0,26.0,0.0,1015.0,0.0,0.0,nebbia 
1177,Piacenza,2021-12-21,4.0,1.0,5.0,4.0,100.0,8.0,2.0,4.0,0.0,1022.0,0.0,0.0,
1178,Piacenza,2021-12-22,1.0,0.0,3.0,2.0,100.0,1.0,3.0,5.0,0.0,1025.0,0.0,0.0,nebbia 
1179,Piacenza,2021-12-23,2.0,1.0,3.0,2.0,100.0,1.0,4.0,5.0,0.0,1022.0,0.0,0.0,nebbia 
1180,Piacenza,2021-12-24,4.0,3.0,5.0,4.0,100.0,4.0,3.0,4.0,0.0,1013.0,0.0,0.0,
1181,Piacenza,2021-12-25,4.0,4.0,5.0,4.0,100.0,1.0,3.0,5.0,0.0,1008.0,0.0,0.0,pioggia 
1182,Piacenza,2021-12-26,4.0,3.0,6.0,4.0,100.0,3.0,2.0,4.0,0.0,1007.0,0.0,0.0,
1183,Piacenza,2021-12-27,6.0,5.0,6.0,6.0,99.0,1.0,3.0,8.0,0.0,1008.0,0.0,0.0,pioggia nebbia 
1184,Piacenza,2021-12-28,6.0,5.0,7.0,6.0,100.0,2.0,2.0,5.0,0.0,1008.0,0.0,0.0,nebbia 
1185,Piacenza,2021-12-29,3.0,1.0,5.0,3.0,100.0,1.0,3.0,5.0,0.0,1009.0,0.0,0.0,nebbia 
1186,Piacenza,2021-12-30,3.0,2.0,4.0,3.0,100.0,0.0,3.0,5.0,0.0,1020.0,0.0,0.0,nebbia 
1187,Piacenza,2021-12-31,3.0,0.0,6.0,4.0,100.0,2.0,3.0,8.0,0.0,1024.0,0.0,0.0,nebbia 
1519,Piacenza,2022-01-01,3.0,0.0,5.0,5.0,100.0,1.0,3.0,5.0,0.0,1024.0,0.0,0.0,nebbia 
1520,Piacenza,2022-01-02,4.0,0.0,5.0,4.0,100.0,17.0,2.0,5.0,0.0,1023.0,0.0,0.0,nebbia 
1521,Piacenza,2022-01-03,3.0,0.0,4.0,4.0,99.0,0.0,6.0,9.0,0.0,1018.0,0.0,0.0,nebbia 
1522,Piacenza,2022-01-04,6.0,5.0,7.0,6.0,100.0,3.0,2.0,4.0,0.0,1010.0,0.0,0.0,
1523,Piacenza,2022-01-05,6.0,6.0,6.0,6.0,100.0,4.0,3.0,11.0,0.0,1000.0,0.0,0.0,pioggia 
1524,Piacenza,2022-01-06,5.0,3.0,7.0,4.0,93.0,18.0,7.0,9.0,0.0,1012.0,0.0,0.0,
1525,Piacenza,2022-01-07,1.0,0.0,3.0,2.0,100.0,10.0,5.0,11.0,0.0,1019.0,0.0,0.0,nebbia 
1526,Piacenza,2022-01-08,1.0,-2.0,2.0,1.0,96.0,10.0,3.0,5.0,0.0,1014.0,0.0,0.0,nebbia 
1527,Piacenza,2022-01-09,1.0,-1.0,4.0,2.0,99.0,3.0,3.0,11.0,0.0,1004.0,0.0,0.0,pioggia nebbia 
1528,Piacenza,2022-01-10,1.0,-3.0,4.0,2.0,97.0,18.0,6.0,13.0,0.0,1011.0,0.0,0.0,
1529,Piacenza,2022-01-11,2.0,-2.0,8.0,2.0,87.0,18.0,7.0,13.0,0.0,1022.0,0.0,0.0,
1530,Piacenza,2022-01-12,2.0,-2.0,6.0,1.0,87.0,18.0,7.0,11.0,0.0,1031.0,0.0,0.0,
1531,Piacenza,2022-01-13,1.0,-4.0,5.0,1.0,89.0,15.0,4.0,8.0,0.0,1036.0,0.0,0.0,
1532,Piacenza,2022-01-14,5.0,0.0,10.0,4.0,80.0,18.0,7.0,13.0,0.0,1029.0,0.0,0.0,
1533,Piacenza,2022-01-15,6.0,-1.0,12.0,5.0,88.0,17.0,3.0,8.0,0.0,1023.0,0.0,0.0,
1534,Piacenza,2022-01-16,7.0,4.0,9.0,5.0,86.0,18.0,5.0,8.0,0.0,1022.0,0.0,0.0,
1535,Piacenza,2022-01-17,5.0,0.0,10.0,3.0,80.0,18.0,8.0,11.0,0.0,1025.0,0.0,0.0,
1536,Piacenza,2022-01-18,5.0,0.0,8.0,5.0,97.0,15.0,6.0,11.0,0.0,1031.0,0.0,0.0,
1537,Piacenza,2022-01-19,5.0,3.0,8.0,4.0,93.0,4.0,6.0,13.0,0.0,1027.0,0.0,0.0,
1538,Piacenza,2022-01-20,5.0,3.0,8.0,5.0,98.0,7.0,5.0,9.0,0.0,1019.0,0.0,0.0,pioggia 
1539,Piacenza,2022-01-21,2.0,-2.0,5.0,3.0,98.0,3.0,7.0,15.0,0.0,1023.0,0.0,0.0,
1540,Piacenza,2022-01-22,1.0,-1.0,5.0,2.0,99.0,11.0,8.0,15.0,0.0,1025.0,0.0,0.0,
1541,Piacenza,2022-01-23,1.0,-2.0,4.0,3.0,100.0,6.0,4.0,8.0,0.0,1029.0,0.0,0.0,
1542,Piacenza,2022-01-24,0.0,-3.0,2.0,2.0,100.0,1.0,4.0,11.0,0.0,1030.0,0.0,0.0,nebbia 
1543,Piacenza,2022-01-25,3.0,1.0,4.0,3.0,98.0,3.0,6.0,11.0,0.0,1032.0,0.0,0.0,nebbia 
1544,Piacenza,2022-01-26,3.0,0.0,5.0,4.0,100.0,3.0,2.0,4.0,0.0,1027.0,0.0,0.0,
1545,Piacenza,2022-01-27,3.0,2.0,3.0,3.0,100.0,1.0,3.0,8.0,0.0,1025.0,0.0,0.0,nebbia 
1546,Piacenza,2022-01-28,3.0,0.0,11.0,3.0,94.0,6.0,9.0,21.0,0.0,1025.0,0.0,0.0,nebbia 
1547,Piacenza,2022-01-29,4.0,-3.0,9.0,2.0,79.0,13.0,3.0,8.0,0.0,1028.0,0.0,0.0,
1548,Piacenza,2022-01-30,5.0,-1.0,11.0,5.0,92.0,16.0,5.0,9.0,0.0,1017.0,0.0,0.0,
1549,Piacenza,2022-01-31,4.0,-1.0,8.0,5.0,94.0,10.0,6.0,17.0,0.0,1007.0,0.0,0.0,
1491,Piacenza,2022-02-01,10.0,6.0,13.0,0.0,36.0,17.0,20.0,28.0,0.0,1012.0,0.0,0.0,
1492,Piacenza,2022-02-02,14.0,9.0,17.0,3.0,49.0,22.0,17.0,22.0,0.0,1011.0,0.0,0.0,
1493,Piacenza,2022-02-03,7.0,2.0,11.0,6.0,89.0,23.0,11.0,21.0,0.0,1020.0,0.0,0.0,
1494,Piacenza,2022-02-04,7.0,5.0,8.0,7.0,100.0,7.0,3.0,5.0,0.0,1017.0,0.0,0.0,
1495,Piacenza,2022-02-05,7.0,5.0,8.0,7.0,100.0,3.0,5.0,9.0,0.0,1019.0,0.0,0.0,
1496,Piacenza,2022-02-06,4.0,1.0,6.0,4.0,100.0,2.0,5.0,11.0,0.0,1020.0,0.0,0.0,nebbia 
1497,Piacenza,2022-02-07,10.0,3.0,13.0,3.0,43.0,19.0,19.0,31.0,0.0,1015.0,0.0,0.0,nebbia 
1498,Piacenza,2022-02-08,7.0,-3.0,13.0,0.0,48.0,21.0,5.0,11.0,0.0,1029.0,0.0,0.0,
1499,Piacenza,2022-02-09,8.0,2.0,13.0,6.0,87.0,22.0,6.0,8.0,0.0,1029.0,0.0,0.0,
1500,Piacenza,2022-02-10,9.0,3.0,12.0,7.0,90.0,22.0,7.0,9.0,0.0,1025.0,0.0,0.0,
1501,Piacenza,2022-02-11,9.0,6.0,12.0,8.0,93.0,13.0,4.0,8.0,0.0,1022.0,0.0,0.0,
1502,Piacenza,2022-02-12,8.0,4.0,11.0,4.0,72.0,15.0,10.0,15.0,0.0,1030.0,0.0,0.0,
1503,Piacenza,2022-02-13,4.0,-2.0,9.0,1.0,79.0,16.0,7.0,13.0,0.0,1025.0,0.0,0.0,
1504,Piacenza,2022-02-14,5.0,3.0,6.0,5.0,99.0,7.0,5.0,8.0,0.0,1017.0,0.0,0.0,pioggia 
1505,Piacenza,2022-02-15,2.0,1.0,4.0,2.0,100.0,2.0,6.0,9.0,0.0,1011.0,0.0,0.0,pioggia neve 
1506,Piacenza,2022-02-16,2.0,-1.0,5.0,3.0,100.0,1.0,3.0,5.0,0.0,1016.0,0.0,0.0,nebbia 
1507,Piacenza,2022-02-17,9.0,1.0,12.0,7.0,91.0,17.0,5.0,9.0,0.0,1011.0,0.0,0.0,
1508,Piacenza,2022-02-18,6.0,0.0,9.0,7.0,100.0,1.0,7.0,15.0,0.0,1015.0,0.0,0.0,nebbia 
1509,Piacenza,2022-02-19,9.0,7.0,11.0,9.0,99.0,2.0,4.0,9.0,0.0,1014.0,0.0,0.0,
1510,Piacenza,2022-02-20,10.0,7.0,12.0,10.0,99.0,3.0,6.0,9.0,0.0,1018.0,0.0,0.0,nebbia 
1511,Piacenza,2022-02-21,11.0,5.0,15.0,8.0,72.0,12.0,14.0,31.0,0.0,1005.0,0.0,0.0,
1512,Piacenza,2022-02-22,14.0,9.0,17.0,2.0,42.0,19.0,15.0,22.0,0.0,1015.0,0.0,0.0,
1513,Piacenza,2022-02-23,11.0,1.0,15.0,4.0,62.0,22.0,6.0,9.0,0.0,1023.0,0.0,0.0,
1514,Piacenza,2022-02-24,9.0,1.0,12.0,5.0,82.0,12.0,5.0,9.0,0.0,1021.0,0.0,0.0,
1515,Piacenza,2022-02-25,11.0,2.0,15.0,6.0,69.0,22.0,9.0,18.0,0.0,1016.0,0.0,0.0,
1516,Piacenza,2022-02-26,8.0,0.0,13.0,2.0,59.0,20.0,11.0,15.0,0.0,1024.0,0.0,0.0,
1517,Piacenza,2022-02-27,7.0,-1.0,11.0,2.0,59.0,23.0,10.0,18.0,0.0,1026.0,0.0,0.0,
1518,Piacenza,2022-02-28,7.0,-1.0,12.0,1.0,60.0,20.0,8.0,15.0,0.0,1024.0,0.0,0.0,
1550,Piacenza,2022-03-01,7.0,1.0,9.0,1.0,56.0,21.0,6.0,9.0,0.0,1028.0,0.0,0.0,
1551,Piacenza,2022-03-02,7.0,-1.0,11.0,1.0,63.0,18.0,9.0,17.0,0.0,1021.0,0.0,0.0,
1552,Piacenza,2022-03-03,10.0,2.0,13.0,4.0,68.0,21.0,5.0,9.0,0.0,1014.0,0.0,0.0,
1553,Piacenza,2022-03-04,8.0,2.0,12.0,3.0,74.0,11.0,12.0,21.0,0.0,1012.0,0.0,0.0,
1554,Piacenza,2022-03-05,7.0,-2.0,9.0,2.0,58.0,17.0,16.0,26.0,0.0,1015.0,0.0,0.0,
1555,Piacenza,2022-03-06,5.0,-3.0,9.0,0.0,66.0,19.0,9.0,18.0,0.0,1016.0,0.0,0.0,
1556,Piacenza,2022-03-07,6.0,-3.0,10.0,1.0,66.0,19.0,8.0,13.0,0.0,1017.0,0.0,0.0,
1557,Piacenza,2022-03-08,5.0,-4.0,9.0,1.0,66.0,16.0,9.0,21.0,0.0,1021.0,0.0,0.0,
1558,Piacenza,2022-03-09,7.0,-2.0,12.0,1.0,63.0,15.0,8.0,15.0,0.0,1022.0,0.0,0.0,
1559,Piacenza,2022-03-10,12.0,8.0,13.0,3.0,54.0,20.0,6.0,8.0,0.0,1024.0,0.0,0.0,
1560,Piacenza,2022-03-11,8.0,4.0,11.0,3.0,77.0,14.0,19.0,24.0,0.0,1025.0,0.0,0.0,
1561,Piacenza,2022-03-12,6.0,-3.0,9.0,1.0,72.0,19.0,15.0,24.0,0.0,1026.0,0.0,0.0,
1562,Piacenza,2022-03-13,6.0,-2.0,10.0,2.0,68.0,20.0,10.0,15.0,0.0,1025.0,0.0,0.0,
1563,Piacenza,2022-03-14,9.0,5.0,11.0,5.0,78.0,19.0,4.0,9.0,0.0,1032.0,0.0,0.0,
1564,Piacenza,2022-03-15,10.0,5.0,13.0,6.0,77.0,7.0,5.0,9.0,0.0,1032.0,0.0,0.0,
1565,Piacenza,2022-03-16,12.0,9.0,14.0,11.0,91.0,8.0,8.0,13.0,0.0,1024.0,0.0,0.0,
1566,Piacenza,2022-03-17,10.0,9.0,12.0,10.0,98.0,3.0,11.0,15.0,0.0,1025.0,0.0,0.0,
1567,Piacenza,2022-03-18,11.0,5.0,13.0,5.0,71.0,13.0,15.0,24.0,0.0,1031.0,0.0,0.0,
1568,Piacenza,2022-03-19,9.0,1.0,13.0,3.0,65.0,21.0,12.0,21.0,0.0,1032.0,0.0,0.0,
1569,Piacenza,2022-03-20,8.0,-1.0,13.0,2.0,61.0,20.0,14.0,21.0,0.0,1034.0,0.0,0.0,
1570,Piacenza,2022-03-21,10.0,6.0,13.0,3.0,58.0,19.0,8.0,11.0,0.0,1036.0,0.0,0.0,
1571,Piacenza,2022-03-22,9.0,-2.0,13.0,2.0,54.0,20.0,11.0,21.0,0.0,1034.0,0.0,0.0,
1572,Piacenza,2022-03-23,13.0,0.0,17.0,2.0,43.0,19.0,8.0,18.0,0.0,1030.0,0.0,0.0,
1573,Piacenza,2022-03-24,12.0,1.0,19.0,2.0,53.0,15.0,8.0,18.0,0.0,1026.0,0.0,0.0,
1574,Piacenza,2022-03-25,14.0,3.0,19.0,3.0,51.0,18.0,6.0,15.0,0.0,1024.0,0.0,0.0,
1575,Piacenza,2022-03-26,14.0,2.0,19.0,5.0,57.0,19.0,10.0,17.0,0.0,1025.0,0.0,0.0,
1576,Piacenza,2022-03-27,15.0,5.0,17.0,6.0,58.0,11.0,6.0,11.0,0.0,1027.0,0.0,0.0,
1577,Piacenza,2022-03-28,15.0,4.0,19.0,5.0,58.0,19.0,8.0,17.0,0.0,1023.0,0.0,0.0,
1578,Piacenza,2022-03-29,12.0,4.0,16.0,9.0,84.0,6.0,7.0,13.0,0.0,1012.0,0.0,0.0,
1579,Piacenza,2022-03-30,9.0,8.0,11.0,9.0,100.0,5.0,11.0,17.0,0.0,1004.0,0.0,0.0,pioggia 
1580,Piacenza,2022-03-31,11.0,8.0,13.0,9.0,88.0,14.0,6.0,9.0,0.0,991.0,0.0,0.0,pioggia 
1461,Piacenza,2022-04-01,12.0,8.0,14.0,8.0,78.0,19.0,7.0,13.0,0.0,990.0,0.0,0.0,pioggia 
1462,Piacenza,2022-04-02,9.0,7.0,11.0,3.0,69.0,18.0,11.0,26.0,0.0,999.0,0.0,0.0,
1463,Piacenza,2022-04-03,8.0,7.0,10.0,5.0,82.0,17.0,11.0,18.0,0.0,1013.0,0.0,0.0,pioggia 
1464,Piacenza,2022-04-04,11.0,7.0,13.0,7.0,80.0,21.0,6.0,9.0,0.0,1017.0,0.0,0.0,
1465,Piacenza,2022-04-05,13.0,4.0,16.0,7.0,67.0,19.0,7.0,15.0,0.0,1011.0,0.0,0.0,
1466,Piacenza,2022-04-06,12.0,4.0,16.0,10.0,84.0,19.0,8.0,15.0,0.0,1008.0,0.0,0.0,
1467,Piacenza,2022-04-07,13.0,7.0,20.0,8.0,72.0,19.0,10.0,18.0,0.0,1003.0,0.0,0.0,
1468,Piacenza,2022-04-08,18.0,12.0,23.0,13.0,75.0,19.0,12.0,30.0,0.0,1002.0,0.0,0.0,
1469,Piacenza,2022-04-09,17.0,11.0,19.0,5.0,37.0,23.0,24.0,35.0,0.0,1000.0,0.0,0.0,
1470,Piacenza,2022-04-10,11.0,3.0,16.0,5.0,60.0,18.0,7.0,11.0,0.0,1017.0,0.0,0.0,
1471,Piacenza,2022-04-11,15.0,5.0,18.0,5.0,56.0,20.0,7.0,11.0,0.0,1019.0,0.0,0.0,
1472,Piacenza,2022-04-12,15.0,6.0,18.0,6.0,59.0,23.0,9.0,13.0,0.0,1019.0,0.0,0.0,
1473,Piacenza,2022-04-13,15.0,6.0,18.0,7.0,64.0,19.0,13.0,22.0,0.0,1018.0,0.0,0.0,
1474,Piacenza,2022-04-14,17.0,7.0,21.0,7.0,55.0,21.0,10.0,15.0,0.0,1018.0,0.0,0.0,
1475,Piacenza,2022-04-15,18.0,6.0,22.0,9.0,57.0,20.0,10.0,15.0,0.0,1018.0,0.0,0.0,
1476,Piacenza,2022-04-16,18.0,9.0,21.0,11.0,65.0,21.0,19.0,46.0,0.0,1016.0,0.0,0.0,pioggia temporale 
1477,Piacenza,2022-04-17,13.0,7.0,16.0,3.0,53.0,24.0,22.0,30.0,0.0,1019.0,0.0,0.0,
1478,Piacenza,2022-04-18,14.0,3.0,17.0,5.0,56.0,21.0,10.0,15.0,0.0,1014.0,0.0,0.0,
1479,Piacenza,2022-04-19,15.0,5.0,19.0,7.0,60.0,20.0,6.0,13.0,0.0,1008.0,0.0,0.0,
