,LOCALITA,DATA,TMEDIA °C,TMIN °C,TMAX °C,PUNTORUGIADA °C,UMIDITA %,VISIBILITA km,VENTOMEDIA km/h,VENTOMAX km/h,RAFFICA km/h,PRESSIONESLM mb,PRESSIONEMEDIA mb,PIOGGIA mm,FENOMENI
1480,Piacenza,2022-04-20,13.0,10.0,15.0,11.0,89.0,18.0,20.0,22.0,0.0,1012.0,0.0,0.0,
1481,Piacenza,2022-04-21,10.0,9.0,11.0,10.0,100.0,6.0,13.0,18.0,0.0,1008.0,0.0,0.0,pioggia 
1482,Piacenza,2022-04-22,12.0,8.0,14.0,11.0,96.0,11.0,11.0,15.0,0.0,1001.0,0.0,0.0,pioggia 
1483,Piacenza,2022-04-23,14.0,11.0,18.0,12.0,89.0,21.0,10.0,18.0,0.0,1004.0,0.0,0.0,
1484,Piacenza,2022-04-24,12.0,8.0,15.0,10.0,88.0,19.0,7.0,15.0,0.0,1003.0,0.0,0.0,pioggia temporale 
1485,Piacenza,2022-04-25,15.0,7.0,19.0,12.0,86.0,21.0,6.0,15.0,0.0,1008.0,0.0,0.0,
1486,Piacenza,2022-04-26,16.0,11.0,18.0,14.0,90.0,19.0,7.0,11.0,0.0,1012.0,0.0,0.0,
1487,Piacenza,2022-04-27,17.0,9.0,20.0,12.0,76.0,22.0,8.0,13.0,0.0,1017.0,0.0,0.0,
1488,Piacenza,2022-04-28,16.0,9.0,20.0,10.0,70.0,21.0,13.0,18.0,0.0,1022.0,0.0,0.0,
1489,Piacenza,2022-04-29,17.0,10.0,20.0,8.0,56.0,20.0,13.0,21.0,0.0,1023.0,0.0,0.0,
1490,Piacenza,2022-04-30,18.0,9.0,20.0,8.0,56.0,23.0,12.0,17.0,0.0,1018.0,0.0,0.0,
