DATA_RILEVAZIONE,BENZINA,GASOLIO_AUTO,GPL,GASOLIO_RISCALDAMENTO,O.C._FLUIDO_BTZ,O.C._DENSO_BTZ
2016-07-25,1444.46,1299.47,561.74,1093.03,744.7,318.23
2016-08-01,1432.49,1289.4,561.27,1083.41,745.07,297.62
2016-08-08,1422.53,1282.14,562.13,1068.76,741.51,300.44
2016-08-15,1426.52,1282.5,561.7,1085.94,747.33,308.88
2016-08-22,1441.35,1290.71,560.11,1124.72,758.67,332.47
2016-08-29,1454.76,1306.83,559.41,1114.03,757.57,336.13
2016-09-05,1456.77,1304.83,559.85,1104.95,754.68,322.26
2016-09-12,1452,1299.1,562.66,1117.6,766.95,340.26
2016-09-19,1451.92,1297.49,563.01,1116.24,763.5,323.08
2016-09-26,1451.9,1296.81,561.86,1116.51,764.31,331.87
2016-10-03,1456.38,1302.42,562.42,1133.14,770.62,334.84
2016-10-10,1471.23,1318.38,566.61,1150.52,784.89,362.2
2016-10-17,1482.87,1330.2,566.95,1158.61,785.39,358.29
2016-10-24,1487.2,1335.48,567.53,1155.45,788,367.65
2016-10-31,1494.82,1340.52,568.16,1155.99,787.17,362.89
2016-11-07,1487.1,1339.24,579,1124.67,771.85,330.68
2016-11-14,1473.9,1323.48,584.9,1122.35,767.65,334.61
2016-11-21,1458.41,1311.12,577.16,1129.19,730.27,347.14
2016-11-28,1468.14,1320.87,580.55,1143.77,742.25,364.03
2016-12-05,1478.6,1332.67,584.46,1166.57,768.68,383.39
2016-12-12,1499.34,1350.05,585.14,1172.57,745.02,380.5
2016-12-19,1508.88,1369.06,585.44,1189.01,779.73,402.97
2017-01-02,1535.52,1391.9,586.32,1208.16,780.88,417.7
2017-01-09,1550.03,1404.9,599.99,1208.87,806.79,431.19
2017-01-16,1547.49,1400.12,608.86,1207.67,805.71,419.07
2017-01-23,1544.75,1397.33,612.12,1190.6,778.55,407.05
2017-01-30,1543.74,1395.46,613.51,1208.23,782.36,412.16
2017-02-06,1546,1397.6,623.29,1208.6,799.29,407.83
2017-02-13,1549.55,1399.97,634.98,1211.27,796.15,405.52
2017-02-20,1555.14,1402.69,640.27,1208.2,794.38,398.24
2017-02-27,1555.24,1403,641.8,1217.38,801.64,403.48
2017-03-06,1555.19,1403.59,639.27,1208.56,795.94,398.56
2017-03-13,1548.9,1402,640.11,1191.35,782.95,385.06
2017-03-20,1539.01,1393.57,639.89,1177.22,776.39,375.34
2017-03-27,1532.13,1387.31,639.69,1166.37,770.76,366.99
2017-04-03,1527.07,1383,637.12,1175.92,772,384.62
2017-04-10,1538.09,1392.61,628.7,1184.89,779.5,400.92
2017-04-24,1559.28,1410.49,625.52,1178.1,778.24,384.94
2017-05-01,1555.83,1405.52,625.6,1146.53,760.76,375.96
2017-05-08,1539.66,1391.7,622.53,1144.72,762.72,369.97
2017-05-15,1529.24,1378.8,617.78,1152.05,776.47,379.37
2017-05-22,1525.19,1376,616.58,1156.48,778.04,381.54
2017-05-29,1523.83,1375.87,616.3,1158.46,776.66,382.4
2017-06-05,1519.38,1370.7,615.18,1142.91,756.9,371.57
2017-06-12,1511.93,1361.25,616.01,1099.88,714.74,363.62
2017-06-19,1502.93,1352.91,618.01,1107.36,756.26,351.31
2017-06-26,1490.26,1341.64,616.47,1110.56,742.57,346.49
2017-07-03,1488.99,1337.33,618.18,1113.94,755.36,352.79
2017-07-10,1490.68,1338.42,614.67,1120.15,732.75,347.73
2017-07-17,1487.33,1334.72,612.88,1118.3,741.88,347.07
2017-07-24,1489.83,1336.86,612.03,1126.63,755.3,355.72
2017-07-31,1494.19,1341.45,612.45,1132.31,755.92,358.38
2017-08-07,1497.19,1351.86,614.78,1129.67,754.25,353.33
2017-08-14,1498.51,1353.75,618.09,1124.7,755.75,354.47
2017-08-21,1499.35,1354.98,622.62,1122.24,750.23,348.4
2017-08-28,1499.3,1353.9,622.54,1125.36,753.38,352.74
2017-09-04,1508.66,1358.52,623.59,1140.83,761.5,356.77
2017-09-11,1523.42,1368.86,636.16,1148.95,763.92,359.64
2017-09-18,1524.96,1375.48,643.15,1156.86,768.97,366.49
2017-09-25,1521.54,1373.24,644,1165.83,771.32,370.57
2017-10-02,1525.48,1382.85,645.14,1166.95,744.66,379.71
2017-10-09,1525.77,1384.77,650.63,1165.88,766.29,381.53
2017-10-16,1524.14,1382.78,653.62,1158,765.65,379.07
2017-10-23,1523.78,1388.46,661.79,1157.35,732.95,379.26
2017-10-30,1524.24,1390.36,665.08,1174.02,734.42,382.53
2017-11-06,1532.9,1401.76,665.23,1182.1,744,400.51
2017-11-13,1544.13,1413.62,665.37,1203.44,765.1,418.38
2017-11-20,1547.8,1417.31,666.08,1201.85,757.64,401.33
2017-11-27,1545.64,1414.88,666.17,1205.17,759.25,400.89
2017-12-04,1545.84,1415.73,667.13,1204.31,757.33,399.74
2017-12-11,1543.57,1413.31,671.64,1203.33,752.62,388.54
2017-12-18,1549.32,1420.35,676.42,1209.06,746.27,396.52
2018-01-01,1554.54,1426.58,677.99,1219.91,815.81,407.41
2018-01-08,1561.51,1435.68,677.6,1230.87,821.34,421.3
2018-01-15,1566.62,1441.24,677.56,1242.54,832.9,421.1
2018-01-22,1571.37,1446.52,677.48,1235.87,826.01,413.74
2018-01-29,1572.83,1447.78,677.71,1239.6,824.93,412.07
2018-02-05,1573.42,1447.59,670.96,1225.59,817.34,407.55
2018-02-12,1569.91,1443.29,662.48,1205.68,803.59,390.54
2018-02-19,1553.48,1424.46,656.53,1185.89,800.19,384.19
2018-02-26,1546.71,1418.68,657.78,1201.08,804.41,393.55
2018-03-05,1548.87,1424.66,657.25,1201.7,804.51,382.72
2018-03-19,1544.2,1419.38,652.8,1202.52,808.08,385.97
2018-03-26,1547.08,1422.82,649.22,1217.37,815.84,390.1
2018-04-02,1554.06,1429.97,646.04,1223.26,814.7,390.44
2018-04-09,1556.26,1432.51,645.79,1230.94,819.02,400.32
2018-04-16,1562.98,1439.3,644.98,1243.95,830.11,409.69
2018-04-23,1573.32,1450.22,645.94,1253.47,838.22,416.63
2018-04-30,1585.17,1462.9,645.42,1263.83,841.09,423.44
2018-05-07,1592.6,1470.26,644.96,1262.93,849.5,428.81
2018-05-14,1605.99,1483.45,649.46,1283.44,871.16,453.41
2018-05-21,1623.24,1501.52,658.59,1301.42,890.19,475.36
2018-05-28,1642.44,1521.22,656.46,1303.17,889.37,472.1
2018-06-04,1648.66,1528.71,657.91,1300.64,888.73,471.56
2018-06-11,1648.07,1528.15,663.43,1293.48,884.52,470.29
2018-06-18,1645.27,1524.76,670.7,1291.49,880.66,463.33
2018-06-25,1636.72,1516.28,676.23,1281.77,878.76,458.98
2018-07-02,1632.24,1511.55,675.83,1290.6,882.58,468.91
2018-07-09,1632.66,1511.89,675.42,1290.95,882.17,470.94
2018-07-16,1632.4,1510.94,675.26,1281.23,878.53,466.01
2018-07-23,1629.3,1507.11,675.22,1277.75,878.54,465.74
2018-07-30,1627.7,1505.34,674.94,1285.86,884.06,471.9
2018-08-06,1628.76,1506.2,675.44,1282.71,879.18,463.78
2018-08-13,1629.3,1505.87,677.46,1282.79,878.29,460.52
2018-08-20,1627.86,1505.12,678.49,1288.74,878.29,457.03
2018-08-27,1628.98,1506.86,679.69,1295.4,885.96,466.47
2018-09-03,1633.66,1513.18,679.96,1303.25,889.9,471.37
2018-09-10,1642.55,1524.47,692.79,1301.57,888.33,463.15
2018-09-17,1642.69,1525.41,693.52,1305.73,888.32,466.72
2018-09-24,1641.8,1524.91,690.56,1304.88,888.49,470.03
2018-10-01,1644.2,1528.4,691.39,1323.29,900.98,488.63
2018-10-08,1657.58,1548.39,704.11,1343.47,931.42,524.95
2018-10-15,1665.05,1565.52,710.55,1340.12,919.64,501.28
2018-10-22,1661.21,1567.14,711.44,1340.09,917.07,499.81
2018-10-29,1655.7,1565.31,712.32,1328.78,908.5,506.31
2018-11-05,1649.26,1562.23,711.71,1316.37,901.21,493
2018-11-12,1636.86,1554.38,705.21,1313.46,895.41,484.17
2018-11-19,1619.37,1543.8,702.42,1298.61,884.46,466.78
2018-11-26,1595.69,1526.55,700.03,1275.13,869.76,429.68
2018-12-03,1565.3,1501.48,696.98,1250.16,862.36,421.2
2018-12-10,1533.5,1474.67,673.82,1246.72,859.39,417.04
2018-12-17,1520.36,1460.96,665.11,1246.65,850.97,416.82
2019-01-07,1486,1428.88,658.7,1264.19,884.44,430.33
2019-01-14,1482.55,1426.01,657.66,1269.38,883.33,443.11
2019-01-21,1491.59,1436.28,656.96,1282.07,898.38,448.56
2019-01-28,1494.5,1440.68,656.12,1288.7,901.38,453.78
2019-02-04,1499.38,1445.62,655.23,1279,849,461.56
2019-02-11,1508.24,1451.68,657.94,1283.11,866.89,465.56
2019-02-18,1517.76,1461.93,658.57,1298.72,870.6,481.33
2019-02-25,1534.68,1479.85,657.65,1306.38,870.9,488.88
2019-03-04,1542.33,1486.87,657.77,1305.72,872.6,484
2019-03-11,1548.72,1493.17,655.47,1310.07,877.7,487.25
2019-03-18,1554.03,1496.38,655.33,1310.76,861.2,495.44
2019-03-25,1562.82,1497.19,656.03,1307.34,859.5,490.22
2019-04-01,1573.56,1497.71,656.4,1308.83,859.3,490.78
2019-04-08,1588.6,1499.16,653.92,1316.55,862,496.56
2019-04-15,1604.64,1505.5,653.24,1323.76,864.3,496.33
2019-04-22,1615.23,1511.49,653.74,1327.79,864.1,495
2019-04-29,1625.87,1519.7,656.03,1337.46,874.8,511
2019-05-06,1627.81,1519.07,645.01,1335.26,869.9,504.22
2019-05-13,1625.82,1518.33,652.32,1330.75,866,495
2019-05-20,1624.17,1517.75,651.65,1343.5,874.6,501.89
2019-05-27,1631.14,1524.63,652.39,1324.07,858.6,495.22
2019-06-03,1621.9,1514.36,651.9,1313.11,854.2,498.22
2019-06-10,1605.95,1497.42,640.26,1278.67,824,485.25
2019-06-17,1595.79,1486.77,637.45,1275.79,836,466.13
2019-06-24,1590.01,1480.69,635.78,1282.37,842.9,478.38
2019-07-01,1588.76,1478.85,635.16,1287.25,853.2,497.5
2019-07-08,1590.42,1480.9,624.3,1291.86,850.5,496.5
2019-07-15,1596.75,1484.47,620.52,1310.11,864.4,513.38
2019-07-22,1599.93,1487.01,620.1,1300.68,846.9,485
2019-07-29,1592.01,1478.29,618.39,1303.79,852.4,486.44
2019-08-05,1592.34,1478.79,613.88,1304.54,853.4,484.67
2019-08-12,1579.93,1466.93,606.26,1290.11,838.5,458.56
2019-08-19,1571.8,1458.8,609.74,1290.07,837.1,455.56
2019-08-26,1568.66,1456.84,607.2,1294.46,835.9,466.11
2019-09-02,1566.06,1455,606.08,1289.17,824.5,453.57
2019-09-09,1565.19,1454.98,603.43,1305.57,839.1,457.22
2019-09-16,1570.5,1463.15,602.07,1313.86,848.1,456.89
2019-09-23,1589.68,1483.09,601.83,1324.71,864.4,469.78
2019-09-30,1591.92,1485.67,600.39,1318.71,861.5,477.22
2019-10-07,1585.51,1479.13,607.62,1306.61,860.2,479.33
2019-10-14,1579.07,1472.95,610.9,1306.25,860.4,479.89
2019-10-21,1574.44,1469.94,610.78,1308.82,859.8,468.11
2019-10-28,1571.89,1467.93,610.1,1314.21,865.1,476.78
2019-11-04,1572.41,1469.23,610.4,1310.11,859.7,475.78
2019-11-11,1573.73,1470.29,610.34,1313.25,865.3,482
2019-11-18,1573.81,1469.99,609.29,1318.07,863.5,479.44
2019-11-25,1576.5,1470.24,609.26,1316.75,866.1,485.22
2019-12-02,1580.78,1476.32,612.97,1323.11,866.5,485.33
2019-12-09,1580.43,1476.08,615.34,1321.86,875.5,499.89
2019-12-16,1578.01,1474.37,616.34,1323.46,879,510.44
2020-01-06,1590.14,1489.21,631.76,1334.18,897.6,539
2020-01-13,1593.76,1493.37,641.89,1333.43,910.9,574.33
2020-01-20,1587.11,1488.57,643.87,1319.68,898.5,553.78
2020-01-27,1587.13,1482.32,644.01,1303.61,890.4,534.67
2020-02-03,1570.49,1468.97,643.65,1293.93,881.5,514
2020-02-10,1554.68,1450.67,635.9,1287.14,854.64,488
2020-02-17,1547.14,1441.36,633.76,1285.82,850.73,495.88
2020-02-24,1545.5,1439.42,630.99,1290.36,854.18,496
2020-03-02,1540.15,1432.16,627.91,1247.64,811.73,445.75
2020-03-09,1522.31,1414.2,621.1,1244.21,814.36,443.88
2020-03-16,1496.59,1389.03,616.6,1168.86,759.27,371.13
2020-03-23,1477.47,1368.48,615.6,1140.57,708.45,322.5
2020-03-30,1456.54,1347.81,615.94,1157.18,715.82,302.38
2020-04-06,1436.81,1328.02,607.32,1119.11,687.45,287
2020-04-13,1422.27,1315.6,601.65,1125.61,694.18,304.63
2020-04-20,1411.26,1306.43,601.23,1092,679.27,295.13
2020-04-27,1391.61,1287.06,598.97,1061.43,616.55,278.75
2020-05-04,1374.28,1267.15,597.69,1051.46,635.91,283.13
2020-05-11,1362.01,1252.79,595.32,1066.18,643.55,304.75
2020-05-18,1356.75,1247.39,593.8,1069.93,671.5,312.63
2020-05-25,1366.77,1256.37,593.22,1087.89,698.55,353.44
2020-06-01,1371.48,1260.85,592.93,1089.68,698,350
2020-06-08,1371.01,1260.4,593.2,1102.43,710.45,366.22
2020-06-15,1377.77,1266.49,593.45,1092.79,706.27,367
2020-06-22,1385.38,1273.05,593.54,1110.29,714.36,377.78
2020-06-29,1399.18,1285.53,594.31,1112.39,711.18,375.67
2020-07-06,1400.83,1287.79,593.79,1125.14,716.18,385
2020-07-13,1403.8,1290.32,594.2,1125.89,715.91,385.56
2020-07-20,1404.6,1290.83,594.31,1127.46,704.55,365.22
2020-07-27,1403.56,1289.74,594.39,1127.54,703.09,364.33
2020-08-03,1401.66,1288.34,594.37,1118.29,697.45,358.33
2020-08-10,1397.66,1284.32,593.96,1120.75,695.73,362.89
2020-08-17,1398.23,1284.55,594.28,1119.71,696.82,363.78
2020-08-24,1399.68,1285.56,595.86,1115.79,695.09,361.89
2020-08-31,1400.08,1285.19,594.59,1110.96,692.73,362.78
2020-09-07,1398.48,1281.64,593.45,1099.14,683.82,351
2020-09-14,1392.04,1274.28,593.35,1086.14,675.18,344
2020-09-21,1388.7,1267.41,592.7,1090.46,682.45,355.89
2020-09-28,1389.54,1264.94,592.25,1084.18,677.64,353.56
2020-10-05,1388.24,1262.69,591.69,1087.18,680,354.11
2020-10-12,1388.63,1261,591.76,1088.75,689.82,368.33
2020-10-19,1389.14,1260.48,592.35,1088.93,691.64,369.22
2020-10-26,1387.72,1258.51,591.89,1085.36,690.36,367.89
2020-11-02,1383.88,1254.77,591.55,1069.79,677.18,354.89
2020-11-09,1378.34,1248.72,592.46,1072.5,677.64,364.56
2020-11-16,1385.46,1255.3,593.49,1089.29,690.09,380.11
2020-11-23,1393.24,1264.11,597.05,1097.21,692.09,379.44
2020-11-30,1403.62,1275.25,603.39,1117.96,713.45,392.22
2020-12-07,1409.34,1283.79,606.51,1127.64,716.45,393.44
2020-12-14,1412.51,1288.31,609.59,1132.86,725,402
2020-12-21,1427.58,1304.31,616.67,1141.39,733.64,407.44
2020-12-28,1434.07,1311.79,621.53,1139.79,729.09,410.89
2021-01-04,1441.5,1319.04,623.73,1144.64,728.18,408.22
2021-01-11,1450.07,1324.98,628.9,1152.64,742.55,420.33
2021-01-18,1465.98,1339.45,633.16,1166.18,759.91,435
2021-01-25,1476.16,1346.45,636.06,1165.61,772.09,439.11
2021-02-01,1479.99,1350.56,637.11,1171.82,767.45,433.11
2021-02-08,1488.9,1360.65,640.41,1184.5,784.27,460.22
2021-02-15,1500.43,1372.94,641.8,1198.64,792.55,480.44
2021-02-22,1518.55,1390.91,645.39,1219.75,799.82,494.11
2021-03-01,1536.58,1408.45,648.88,1236.32,805.64,508.44
2021-03-08,1549.65,1421.19,654.35,1234.68,808.18,524.11
2021-03-15,1566.15,1436.07,658.39,1252.5,810.55,523.56
2021-03-22,1578.77,1444.98,660.55,1241.18,795.18,506.22
2021-03-29,1575.35,1440.3,662.84,1237.68,787.27,496.56
2021-04-05,1574.22,1437.14,663.58,1239.71,790.18,503.44
2021-04-12,1573.52,1435.18,663.64,1237.11,789,497.56
2021-04-19,1574.45,1435.66,662.85,1238.82,811.91,510.56
2021-04-26,1577.01,1437.6,663.19,1237.71,802.27,502.11
2021-05-03,1578.94,1438.83,664.88,1241.39,806.18,505.78
2021-05-10,1587.82,1447.2,664.72,1247.32,812.36,508.33
2021-05-17,1593.07,1452.65,664.85,1246.96,806.36,500.89
2021-05-24,1592.41,1451.33,661.72,1245.82,794.36,490.67
2021-05-31,1590.02,1447.99,661.5,1250.21,795.36,494.67
2021-06-07,1599.04,1457.56,662.42,1259.39,802.73,508.11
2021-06-14,1605.46,1464.81,664.21,1269.11,805.82,510.89
2021-06-21,1614.47,1474.15,666.55,1279.07,818.91,522.22
2021-06-28,1624.61,1485.76,666.76,1282.14,826.36,530.22
2021-07-05,1634.34,1494.54,670.41,1291.46,833.36,540.44
2021-07-12,1649.6,1507.91,674.05,1292.71,839,533.89
2021-07-19,1655.26,1512.84,683.64,1298.29,832.18,538.89
2021-07-26,1653.59,1510.57,685.82,1293.61,831.27,532.44
2021-08-02,1655.53,1510.17,685.97,1297.79,835,539.78
2021-08-09,1657.41,1509.98,692.27,1290.89,824.73,526
2021-08-16,1656.16,1507.75,695.35,1287.96,825.45,529.89
2021-08-23,1652.39,1503.43,697,1277.04,811.91,511.11
2021-08-30,1650.23,1499.96,696.38,1290.93,826.09,531.22
2021-09-06,1655.19,1504.1,701.09,1297.07,836,546.67
2021-09-13,1662.09,1510.06,709.3,1294,835.82,545.44
2021-09-20,1670.67,1516.64,710.01,1308.43,847.27,556.22
2021-09-27,1676.36,1523.47,712.65,1327.07,871.73,565.89
2021-10-04,1686.89,1536.73,717.44,1356.36,887.27,590.78
2021-10-11,1713.07,1567.13,783.08,1375.04,893.82,604.22
2021-10-18,1733.84,1593.18,817.73,1403.96,911.18,615.89
2021-10-25,1745.84,1607.9,825.65,1406.64,920.73,617.22
2021-11-01,1749.25,1613.08,830.18,1406.64,918.09,613.78
2021-11-08,1750.76,1613.84,832.38,1396.18,913.18,603.22
2021-11-15,1749.56,1612.92,833.93,1406.5,917.36,614.44
2021-11-22,1746.87,1611.31,835.27,1398.39,914.27,612.11
2021-11-29,1742.76,1607.49,835.33,1402.43,923.91,623.44
2021-12-06,1732.9,1597.75,829.14,1367.82,896.09,579.44
2021-12-13,1725.35,1590.37,822.16,1384.68,898.36,595.89
2021-12-20,1722.46,1587.14,819.16,1388.25,897.64,592.22
2021-12-27,1719.59,1585.32,819.37,1394.11,897.91,594.78
2022-01-03,1723.06,1587.92,818.31,1393.75,906.45,606.89
2022-01-10,1733.4,1598.01,819.01,1422.64,917.27,621.89
2022-01-17,1754.31,1620.24,817.12,1436.82,926,626.89
2022-01-24,1778.64,1647.14,816.72,1466,933.09,658.11
2022-01-31,1796.72,1667.29,817.37,1479.88,950.18,665.22
2022-02-07,1819.32,1690.59,817.7,1500.08,977.09,675.78
2022-02-14,1835.26,1708.19,816.52,1508.84,980.55,678.56
2022-02-21,1849.94,1722.36,816.81,1515.16,986.36,684.89
2022-02-28,1868.86,1740.47,817.34,1564.64,1020,725.78
2022-03-07,1953.14,1829.33,853.55,1715.92,1109.36,827.78
2022-03-14,2184.58,2154.63,870.67,1820.8,1168.09,857.67
2022-03-21,2137.19,2124.56,876.81,1791.4,1157.36,782.22
2022-03-28,1870.44,1857.88,843.54,1841.88,1172.27,835.67
2022-04-04,1792.72,1788.17,829.69,1758.71,1156.91,798.44
2022-04-11,1765.36,1760.56,837.28,1737.44,1135.27,765.89
2022-04-18,1757.24,1750.73,838.93,1785.76,1155.91,787.33
2022-04-25,1766.28,1767.42,840.48,1792.83,1160.27,790
2022-05-02,1778.28,1791.12,844.79,1839.33,1179.45,804.78
2022-05-09,1808.27,1830.6,837.75,1827.79,1169.09,801.11
2022-05-16,1823.14,1827.96,834.31,1808.92,1168.18,795.89
2022-05-23,1873.11,1819.95,832.08,1785.74,1190,801.89
