,LOCALITA,DATA,TMEDIA °C,TMIN °C,TMAX °C,PUNTORUGIADA °C,UMIDITA %,VISIBILITA km,VENTOMEDIA km/h,VENTOMAX km/h,RAFFICA km/h,PRESSIONESLM mb,PRESSIONEMEDIA mb,PIOGGIA mm,FENOMENI
349,Pavia,2018-09-15,23.0,19.0,27.0,19.0,75.0,13.0,7.0,15.0,0.0,1019.0,0.0,0.0,
350,Pavia,2018-09-16,24.0,20.0,28.0,18.0,72.0,19.0,8.0,18.0,0.0,1022.0,0.0,0.0,
351,Pavia,2018-09-17,22.0,18.0,28.0,18.0,76.0,16.0,6.0,11.0,0.0,1021.0,0.0,0.0,
352,Pavia,2018-09-18,23.0,19.0,28.0,18.0,76.0,15.0,4.0,9.0,0.0,1019.0,0.0,0.0,
353,Pavia,2018-09-19,22.0,17.0,28.0,18.0,78.0,20.0,4.0,9.0,0.0,1019.0,0.0,0.0,nebbia 
354,Pavia,2018-09-20,23.0,17.0,29.0,18.0,73.0,17.0,4.0,9.0,0.0,1019.0,0.0,0.0,
355,Pavia,2018-09-21,24.0,17.0,30.0,17.0,68.0,18.0,4.0,9.0,0.0,1015.0,0.0,0.0,nebbia 
356,Pavia,2018-09-22,25.0,19.0,30.0,18.0,66.0,21.0,6.0,13.0,0.0,1015.0,0.0,0.0,
357,Pavia,2018-09-23,23.0,18.0,29.0,17.0,67.0,21.0,7.0,13.0,0.0,1017.0,0.0,0.0,
358,Pavia,2018-09-24,24.0,18.0,29.0,12.0,50.0,21.0,17.0,39.0,0.0,1016.0,0.0,0.0,
359,Pavia,2018-09-25,18.0,15.0,21.0,5.0,46.0,21.0,11.0,18.0,0.0,1031.0,0.0,0.0,
360,Pavia,2018-09-26,15.0,11.0,19.0,5.0,51.0,21.0,9.0,17.0,0.0,1037.0,0.0,0.0,
361,Pavia,2018-09-27,15.0,8.0,24.0,8.0,66.0,20.0,3.0,8.0,0.0,1030.0,0.0,0.0,nebbia 
362,Pavia,2018-09-28,17.0,9.0,26.0,9.0,67.0,19.0,4.0,9.0,0.0,1018.0,0.0,0.0,nebbia 
363,Pavia,2018-09-29,19.0,11.0,26.0,9.0,55.0,19.0,8.0,18.0,0.0,1018.0,0.0,0.0,
364,Pavia,2018-09-30,18.0,15.0,22.0,9.0,55.0,19.0,8.0,11.0,0.0,1018.0,0.0,0.0,
304,Pavia,2018-10-01,14.0,12.0,18.0,12.0,85.0,17.0,7.0,17.0,0.0,1010.0,0.0,0.0,pioggia 
305,Pavia,2018-10-02,14.0,8.0,20.0,8.0,72.0,18.0,5.0,11.0,0.0,1017.0,0.0,0.0,nebbia 
306,Pavia,2018-10-03,15.0,8.0,21.0,9.0,71.0,21.0,4.0,8.0,0.0,1021.0,0.0,0.0,
307,Pavia,2018-10-04,17.0,10.0,23.0,10.0,68.0,19.0,5.0,11.0,0.0,1025.0,0.0,0.0,nebbia 
308,Pavia,2018-10-05,16.0,10.0,22.0,10.0,68.0,20.0,5.0,9.0,0.0,1023.0,0.0,0.0,pioggia nebbia 
309,Pavia,2018-10-06,17.0,15.0,20.0,13.0,77.0,15.0,5.0,9.0,0.0,1018.0,0.0,0.0,pioggia 
310,Pavia,2018-10-07,16.0,11.0,23.0,13.0,82.0,13.0,4.0,9.0,0.0,1014.0,0.0,0.0,nebbia 
311,Pavia,2018-10-08,18.0,13.0,24.0,14.0,75.0,17.0,4.0,9.0,0.0,1019.0,0.0,0.0,
312,Pavia,2018-10-09,18.0,13.0,24.0,14.0,78.0,14.0,4.0,9.0,0.0,1021.0,0.0,0.0,
313,Pavia,2018-10-10,19.0,14.0,24.0,14.0,73.0,14.0,9.0,18.0,0.0,1021.0,0.0,0.0,
314,Pavia,2018-10-11,17.0,15.0,19.0,13.0,79.0,11.0,9.0,17.0,0.0,1021.0,0.0,0.0,pioggia 
315,Pavia,2018-10-12,19.0,15.0,24.0,15.0,81.0,15.0,6.0,11.0,0.0,1025.0,0.0,0.0,pioggia 
316,Pavia,2018-10-13,16.0,12.0,22.0,14.0,88.0,5.0,4.0,11.0,0.0,1024.0,0.0,0.0,grandine nebbia 
317,Pavia,2018-10-14,16.0,10.0,22.0,12.0,78.0,12.0,5.0,11.0,0.0,1020.0,0.0,0.0,grandine nebbia 
318,Pavia,2018-10-15,17.0,11.0,22.0,12.0,75.0,18.0,7.0,18.0,0.0,1019.0,0.0,0.0,pioggia nebbia 
319,Pavia,2018-10-16,18.0,13.0,22.0,12.0,71.0,17.0,6.0,11.0,0.0,1020.0,0.0,0.0,
320,Pavia,2018-10-17,18.0,15.0,21.0,13.0,75.0,13.0,4.0,8.0,0.0,1019.0,0.0,0.0,
321,Pavia,2018-10-18,17.0,12.0,24.0,13.0,77.0,15.0,3.0,8.0,0.0,1017.0,0.0,0.0,
322,Pavia,2018-10-19,17.0,12.0,23.0,13.0,79.0,13.0,4.0,9.0,0.0,1018.0,0.0,0.0,nebbia 
323,Pavia,2018-10-20,17.0,11.0,23.0,12.0,79.0,14.0,4.0,9.0,0.0,1022.0,0.0,0.0,nebbia 
324,Pavia,2018-10-21,15.0,11.0,20.0,11.0,79.0,10.0,11.0,48.0,0.0,1020.0,0.0,0.0,nebbia 
325,Pavia,2018-10-22,13.0,7.0,19.0,5.0,61.0,18.0,5.0,11.0,0.0,1023.0,0.0,0.0,
326,Pavia,2018-10-23,12.0,6.0,19.0,7.0,71.0,19.0,5.0,11.0,0.0,1023.0,0.0,0.0,
327,Pavia,2018-10-24,21.0,12.0,29.0,7.0,43.0,19.0,19.0,26.0,0.0,1012.0,0.0,0.0,
328,Pavia,2018-10-25,17.0,12.0,24.0,11.0,71.0,12.0,9.0,15.0,0.0,1015.0,0.0,0.0,
329,Pavia,2018-10-26,16.0,13.0,17.0,13.0,86.0,19.0,7.0,9.0,0.0,1013.0,0.0,0.0,pioggia 
330,Pavia,2018-10-27,15.0,14.0,16.0,14.0,94.0,8.0,14.0,21.0,0.0,1002.0,0.0,0.0,pioggia 
331,Pavia,2018-10-28,16.0,15.0,18.0,15.0,94.0,13.0,13.0,18.0,0.0,998.0,0.0,0.0,pioggia 
332,Pavia,2018-10-29,15.0,13.0,17.0,14.0,90.0,15.0,23.0,37.0,0.0,994.0,0.0,0.0,pioggia temporale 
333,Pavia,2018-10-30,14.0,11.0,17.0,7.0,65.0,19.0,13.0,31.0,0.0,1006.0,0.0,0.0,
334,Pavia,2018-10-31,13.0,11.0,14.0,9.0,79.0,21.0,10.0,21.0,0.0,1020.0,0.0,0.0,pioggia 
274,Pavia,2018-11-01,12.0,10.0,15.0,11.0,92.0,17.0,10.0,31.0,0.0,1017.0,0.0,0.0,pioggia 
275,Pavia,2018-11-02,13.0,12.0,15.0,12.0,95.0,13.0,4.0,8.0,0.0,1019.0,0.0,0.0,pioggia 
276,Pavia,2018-11-03,14.0,12.0,17.0,13.0,93.0,17.0,5.0,9.0,0.0,1022.0,0.0,0.0,pioggia nebbia 
277,Pavia,2018-11-04,15.0,11.0,17.0,13.0,89.0,15.0,5.0,17.0,0.0,1016.0,0.0,0.0,pioggia nebbia 
278,Pavia,2018-11-05,15.0,14.0,17.0,14.0,91.0,14.0,9.0,17.0,0.0,1014.0,0.0,0.0,pioggia temporale 
279,Pavia,2018-11-06,16.0,14.0,18.0,14.0,90.0,15.0,16.0,28.0,0.0,1014.0,0.0,0.0,pioggia 
280,Pavia,2018-11-07,15.0,13.0,17.0,14.0,90.0,13.0,6.0,15.0,0.0,1016.0,0.0,0.0,pioggia 
281,Pavia,2018-11-08,14.0,13.0,17.0,13.0,92.0,16.0,5.0,9.0,0.0,1021.0,0.0,0.0,pioggia 
282,Pavia,2018-11-09,14.0,12.0,16.0,13.0,93.0,12.0,4.0,8.0,0.0,1019.0,0.0,0.0,pioggia 
283,Pavia,2018-11-10,13.0,12.0,14.0,12.0,95.0,6.0,10.0,17.0,0.0,1016.0,0.0,0.0,pioggia nebbia 
284,Pavia,2018-11-11,13.0,12.0,14.0,12.0,95.0,5.0,8.0,17.0,0.0,1020.0,0.0,0.0,pioggia 
285,Pavia,2018-11-12,14.0,13.0,15.0,13.0,96.0,13.0,5.0,8.0,0.0,1026.0,0.0,0.0,pioggia 
286,Pavia,2018-11-13,14.0,13.0,18.0,13.0,93.0,12.0,6.0,9.0,0.0,1027.0,0.0,0.0,pioggia nebbia 
287,Pavia,2018-11-14,14.0,11.0,16.0,13.0,94.0,4.0,5.0,8.0,0.0,1028.0,0.0,0.0,nebbia 
288,Pavia,2018-11-15,13.0,10.0,14.0,12.0,93.0,3.0,4.0,9.0,0.0,1026.0,0.0,0.0,nebbia 
289,Pavia,2018-11-16,11.0,7.0,14.0,6.0,73.0,17.0,11.0,21.0,0.0,1026.0,0.0,0.0,
290,Pavia,2018-11-17,9.0,5.0,12.0,3.0,67.0,21.0,5.0,13.0,0.0,1026.0,0.0,0.0,
291,Pavia,2018-11-18,6.0,2.0,10.0,2.0,63.0,19.0,6.0,9.0,0.0,1021.0,0.0,0.0,
292,Pavia,2018-11-19,5.0,2.0,8.0,1.0,72.0,19.0,10.0,21.0,0.0,1010.0,0.0,0.0,pioggia 
293,Pavia,2018-11-20,5.0,3.0,7.0,3.0,91.0,16.0,6.0,11.0,0.0,1008.0,0.0,0.0,pioggia 
294,Pavia,2018-11-21,4.0,1.0,8.0,4.0,95.0,10.0,6.0,11.0,0.0,1014.0,0.0,0.0,pioggia nebbia 
295,Pavia,2018-11-22,9.0,6.0,12.0,7.0,90.0,9.0,3.0,8.0,0.0,1019.0,0.0,0.0,
296,Pavia,2018-11-23,9.0,8.0,9.0,8.0,96.0,5.0,6.0,11.0,0.0,1021.0,0.0,0.0,pioggia 
297,Pavia,2018-11-24,9.0,8.0,10.0,8.0,95.0,10.0,6.0,11.0,0.0,1015.0,0.0,0.0,pioggia 
298,Pavia,2018-11-25,9.0,7.0,12.0,8.0,91.0,14.0,5.0,9.0,0.0,1008.0,0.0,0.0,pioggia 
299,Pavia,2018-11-26,10.0,8.0,13.0,8.0,87.0,13.0,6.0,11.0,0.0,1000.0,0.0,0.0,pioggia 
300,Pavia,2018-11-27,9.0,5.0,14.0,7.0,85.0,17.0,5.0,9.0,0.0,1008.0,0.0,0.0,
301,Pavia,2018-11-28,6.0,1.0,12.0,2.0,81.0,14.0,4.0,8.0,0.0,1019.0,0.0,0.0,nebbia 
302,Pavia,2018-11-29,5.0,2.0,8.0,2.0,85.0,15.0,6.0,13.0,0.0,1025.0,0.0,0.0,nebbia 
303,Pavia,2018-11-30,3.0,0.0,6.0,2.0,92.0,6.0,4.0,9.0,0.0,1021.0,0.0,0.0,nebbia 
61,Pavia,2018-12-01,3.0,-1.0,7.0,3.0,96.0,3.0,3.0,8.0,0.0,1020.0,0.0,0.0,nebbia 
62,Pavia,2018-12-02,4.0,1.0,7.0,3.0,91.0,5.0,6.0,11.0,0.0,1019.0,0.0,0.0,nebbia 
63,Pavia,2018-12-03,7.0,4.0,10.0,4.0,85.0,5.0,5.0,13.0,0.0,1014.0,0.0,0.0,pioggia 
64,Pavia,2018-12-04,8.0,2.0,15.0,5.0,87.0,8.0,6.0,13.0,0.0,1015.0,0.0,0.0,nebbia 
65,Pavia,2018-12-05,6.0,0.0,11.0,4.0,90.0,9.0,5.0,15.0,0.0,1024.0,0.0,0.0,neve nebbia 
66,Pavia,2018-12-06,7.0,4.0,10.0,6.0,94.0,8.0,4.0,8.0,0.0,1024.0,0.0,0.0,nebbia 
67,Pavia,2018-12-07,5.0,2.0,7.0,5.0,100.0,1.0,4.0,8.0,0.0,1020.0,0.0,0.0,pioggia nebbia 
68,Pavia,2018-12-08,10.0,4.0,16.0,6.0,62.0,14.0,12.0,26.0,0.0,1013.0,0.0,0.0,pioggia 
69,Pavia,2018-12-09,7.0,1.0,13.0,3.0,75.0,19.0,8.0,13.0,0.0,1010.0,0.0,0.0,
70,Pavia,2018-12-10,7.0,4.0,11.0,2.0,58.0,18.0,13.0,21.0,0.0,1015.0,0.0,0.0,
71,Pavia,2018-12-11,7.0,1.0,13.0,1.0,56.0,21.0,9.0,18.0,0.0,1018.0,0.0,0.0,
72,Pavia,2018-12-12,1.0,-2.0,5.0,0.0,82.0,24.0,3.0,5.0,0.0,1019.0,0.0,0.0,
73,Pavia,2018-12-13,2.0,0.0,3.0,0.0,72.0,20.0,4.0,8.0,0.0,1017.0,0.0,0.0,
74,Pavia,2018-12-14,0.0,-2.0,3.0,0.0,89.0,21.0,2.0,5.0,0.0,1017.0,0.0,0.0,
75,Pavia,2018-12-15,-2.0,-4.0,-1.0,0.0,92.0,18.0,3.0,5.0,0.0,1019.0,0.0,0.0,nebbia 
76,Pavia,2018-12-16,1.0,-1.0,2.0,1.0,87.0,15.0,3.0,8.0,0.0,1019.0,0.0,0.0,pioggia 
77,Pavia,2018-12-17,3.0,1.0,6.0,1.0,88.0,5.0,7.0,11.0,0.0,1022.0,0.0,0.0,
78,Pavia,2018-12-18,0.0,-1.0,1.0,0.0,100.0,1.0,6.0,9.0,0.0,1028.0,0.0,0.0,nebbia 
79,Pavia,2018-12-19,2.0,0.0,3.0,2.0,97.0,4.0,5.0,13.0,0.0,1024.0,0.0,0.0,pioggia neve nebbia 
80,Pavia,2018-12-20,3.0,1.0,6.0,2.0,93.0,8.0,7.0,13.0,0.0,1023.0,0.0,0.0,pioggia 
81,Pavia,2018-12-21,2.0,0.0,5.0,2.0,94.0,4.0,8.0,13.0,0.0,1026.0,0.0,0.0,nebbia 
82,Pavia,2018-12-22,5.0,2.0,8.0,3.0,90.0,14.0,6.0,11.0,0.0,1021.0,0.0,0.0,nebbia 
83,Pavia,2018-12-23,3.0,0.0,4.0,3.0,100.0,0.0,4.0,8.0,0.0,1023.0,0.0,0.0,nebbia 
84,Pavia,2018-12-24,5.0,1.0,18.0,3.0,90.0,7.0,10.0,30.0,0.0,1018.0,0.0,0.0,nebbia 
85,Pavia,2018-12-25,2.0,-3.0,8.0,2.0,92.0,12.0,6.0,15.0,0.0,1029.0,0.0,0.0,nebbia 
86,Pavia,2018-12-26,1.0,0.0,3.0,1.0,100.0,1.0,7.0,11.0,0.0,1031.0,0.0,0.0,nebbia 
87,Pavia,2018-12-27,2.0,0.0,5.0,2.0,97.0,2.0,5.0,11.0,0.0,1028.0,0.0,0.0,nebbia 
88,Pavia,2018-12-28,3.0,-1.0,9.0,3.0,91.0,9.0,3.0,8.0,0.0,1024.0,0.0,0.0,nebbia 
89,Pavia,2018-12-29,4.0,-2.0,11.0,2.0,87.0,9.0,4.0,9.0,0.0,1026.0,0.0,0.0,nebbia 
90,Pavia,2018-12-30,5.0,0.0,17.0,2.0,76.0,16.0,10.0,42.0,0.0,1024.0,0.0,0.0,nebbia 
91,Pavia,2018-12-31,4.0,-1.0,11.0,2.0,79.0,16.0,5.0,11.0,0.0,1026.0,0.0,0.0,nebbia 
485,Pavia,2019-01-01,22.0,13.0,28.0,12.0,57.0,20.0,6.0,11.0,0.0,1021.0,0.0,0.0,
486,Pavia,2019-01-02,23.0,15.0,30.0,13.0,58.0,21.0,5.0,9.0,0.0,1017.0,0.0,0.0,
487,Pavia,2019-01-03,24.0,16.0,31.0,13.0,52.0,20.0,7.0,11.0,0.0,1015.0,0.0,0.0,
488,Pavia,2019-01-04,25.0,18.0,31.0,15.0,55.0,19.0,7.0,9.0,0.0,1012.0,0.0,0.0,
489,Pavia,2019-01-05,25.0,19.0,30.0,13.0,50.0,21.0,8.0,13.0,0.0,1010.0,0.0,0.0,
490,Pavia,2019-01-06,22.0,18.0,27.0,14.0,62.0,18.0,11.0,17.0,0.0,1012.0,0.0,0.0,
491,Pavia,2019-01-07,22.0,14.0,27.0,12.0,54.0,22.0,7.0,15.0,0.0,1016.0,0.0,0.0,
492,Pavia,2019-01-08,24.0,17.0,29.0,14.0,56.0,19.0,7.0,21.0,0.0,1019.0,0.0,0.0,
493,Pavia,2019-01-09,22.0,17.0,27.0,15.0,65.0,17.0,7.0,18.0,0.0,1020.0,0.0,0.0,pioggia 
494,Pavia,2019-01-10,24.0,20.0,28.0,18.0,69.0,18.0,9.0,18.0,0.0,1012.0,0.0,0.0,pioggia 
495,Pavia,2019-01-11,24.0,18.0,29.0,17.0,67.0,17.0,6.0,13.0,0.0,1008.0,0.0,0.0,pioggia 
496,Pavia,2019-01-12,24.0,19.0,28.0,15.0,61.0,18.0,7.0,15.0,0.0,1009.0,0.0,0.0,pioggia 
497,Pavia,2019-01-13,22.0,17.0,29.0,10.0,46.0,21.0,8.0,13.0,0.0,1015.0,0.0,0.0,
498,Pavia,2019-01-14,24.0,15.0,30.0,13.0,53.0,19.0,7.0,17.0,0.0,1017.0,0.0,0.0,pioggia temporale 
499,Pavia,2019-01-15,24.0,19.0,29.0,17.0,66.0,16.0,8.0,15.0,0.0,1014.0,0.0,0.0,pioggia temporale nebbia 
500,Pavia,2019-01-16,25.0,18.0,31.0,14.0,56.0,21.0,10.0,15.0,0.0,1014.0,0.0,0.0,
501,Pavia,2019-01-17,26.0,18.0,31.0,15.0,53.0,21.0,9.0,18.0,0.0,1015.0,0.0,0.0,
502,Pavia,2019-01-18,27.0,20.0,32.0,16.0,54.0,19.0,7.0,13.0,0.0,1014.0,0.0,0.0,
503,Pavia,2019-01-19,27.0,21.0,32.0,16.0,52.0,21.0,8.0,15.0,0.0,1012.0,0.0,0.0,
504,Pavia,2019-01-20,26.0,20.0,31.0,12.0,43.0,20.0,8.0,13.0,0.0,1012.0,0.0,0.0,
505,Pavia,2019-01-21,25.0,20.0,31.0,14.0,51.0,22.0,7.0,13.0,0.0,1014.0,0.0,0.0,pioggia 
506,Pavia,2019-01-22,21.0,18.0,25.0,16.0,74.0,18.0,9.0,26.0,0.0,1014.0,0.0,0.0,pioggia temporale 
507,Pavia,2019-01-23,24.0,17.0,31.0,16.0,66.0,21.0,5.0,9.0,0.0,1014.0,0.0,0.0,
508,Pavia,2019-01-24,26.0,18.0,33.0,17.0,61.0,21.0,6.0,15.0,0.0,1018.0,0.0,0.0,
509,Pavia,2019-01-25,28.0,22.0,34.0,19.0,57.0,21.0,6.0,13.0,0.0,1021.0,0.0,0.0,
510,Pavia,2019-01-26,30.0,23.0,35.0,20.0,59.0,19.0,6.0,13.0,0.0,1022.0,0.0,0.0,
511,Pavia,2019-01-27,31.0,23.0,37.0,23.0,64.0,18.0,8.0,15.0,0.0,1018.0,0.0,0.0,
512,Pavia,2019-01-28,30.0,23.0,36.0,23.0,65.0,20.0,10.0,21.0,0.0,1014.0,0.0,0.0,
513,Pavia,2019-01-29,30.0,26.0,34.0,17.0,45.0,19.0,14.0,22.0,0.0,1018.0,0.0,0.0,
514,Pavia,2019-01-30,29.0,22.0,34.0,17.0,49.0,18.0,7.0,11.0,0.0,1019.0,0.0,0.0,
515,Pavia,2019-01-31,28.0,24.0,35.0,18.0,55.0,20.0,8.0,33.0,0.0,1017.0,0.0,0.0,pioggia temporale 
457,Pavia,2019-02-01,0.0,-5.0,5.0,0.0,67.0,18.0,4.0,5.0,0.0,1028.0,0.0,0.0,
458,Pavia,2019-02-02,1.0,-4.0,8.0,0.0,74.0,20.0,4.0,13.0,0.0,1021.0,0.0,0.0,
459,Pavia,2019-02-03,3.0,-4.0,17.0,1.0,74.0,17.0,6.0,21.0,0.0,1019.0,0.0,0.0,nebbia 
460,Pavia,2019-02-04,2.0,-2.0,7.0,2.0,87.0,8.0,5.0,11.0,0.0,1025.0,0.0,0.0,nebbia 
461,Pavia,2019-02-05,2.0,-1.0,5.0,2.0,98.0,1.0,5.0,9.0,0.0,1017.0,0.0,0.0,nebbia 
462,Pavia,2019-02-06,6.0,-2.0,11.0,1.0,53.0,14.0,18.0,35.0,0.0,1007.0,0.0,0.0,nebbia 
463,Pavia,2019-02-07,5.0,-2.0,11.0,0.0,36.0,18.0,8.0,21.0,0.0,1011.0,0.0,0.0,
464,Pavia,2019-02-08,1.0,-6.0,7.0,0.0,56.0,19.0,4.0,9.0,0.0,1019.0,0.0,0.0,
465,Pavia,2019-02-09,1.0,-4.0,7.0,0.0,69.0,19.0,3.0,8.0,0.0,1018.0,0.0,0.0,
466,Pavia,2019-02-10,2.0,-4.0,8.0,1.0,77.0,15.0,5.0,15.0,0.0,1010.0,0.0,0.0,
467,Pavia,2019-02-11,11.0,6.0,16.0,3.0,44.0,20.0,23.0,41.0,0.0,1005.0,0.0,0.0,
468,Pavia,2019-02-12,6.0,1.0,13.0,0.0,49.0,20.0,7.0,13.0,0.0,1017.0,0.0,0.0,
469,Pavia,2019-02-13,5.0,-1.0,12.0,3.0,71.0,20.0,3.0,8.0,0.0,1019.0,0.0,0.0,pioggia 
470,Pavia,2019-02-14,6.0,5.0,7.0,5.0,96.0,5.0,5.0,11.0,0.0,1013.0,0.0,0.0,pioggia 
471,Pavia,2019-02-15,4.0,1.0,6.0,3.0,94.0,8.0,8.0,17.0,0.0,1012.0,0.0,0.0,neve nebbia 
472,Pavia,2019-02-16,4.0,2.0,6.0,1.0,74.0,19.0,6.0,15.0,0.0,1016.0,0.0,0.0,
473,Pavia,2019-02-17,2.0,-3.0,7.0,0.0,84.0,17.0,3.0,8.0,0.0,1015.0,0.0,0.0,neve nebbia 
474,Pavia,2019-02-18,1.0,-3.0,7.0,1.0,86.0,7.0,4.0,9.0,0.0,1016.0,0.0,0.0,nebbia 
475,Pavia,2019-02-19,-1.0,-5.0,7.0,0.0,89.0,7.0,3.0,9.0,0.0,1008.0,0.0,0.0,nebbia 
476,Pavia,2019-02-20,0.0,-6.0,3.0,1.0,91.0,5.0,6.0,15.0,0.0,997.0,0.0,0.0,pioggia neve nebbia 
477,Pavia,2019-02-21,2.0,-2.0,7.0,2.0,90.0,7.0,5.0,13.0,0.0,1000.0,0.0,0.0,pioggia nebbia 
478,Pavia,2019-02-22,0.0,-6.0,6.0,0.0,84.0,14.0,4.0,11.0,0.0,1007.0,0.0,0.0,nebbia 
479,Pavia,2019-02-23,0.0,-5.0,6.0,0.0,81.0,12.0,3.0,8.0,0.0,1010.0,0.0,0.0,nebbia 
480,Pavia,2019-02-24,1.0,-1.0,3.0,1.0,87.0,7.0,5.0,9.0,0.0,1002.0,0.0,0.0,pioggia neve 
481,Pavia,2019-02-25,4.0,0.0,10.0,1.0,79.0,14.0,10.0,21.0,0.0,996.0,0.0,0.0,nebbia 
482,Pavia,2019-02-26,2.0,-5.0,8.0,1.0,81.0,13.0,5.0,13.0,0.0,1005.0,0.0,0.0,nebbia 
483,Pavia,2019-02-27,3.0,1.0,4.0,2.0,90.0,10.0,7.0,17.0,0.0,1000.0,0.0,0.0,pioggia neve nebbia 
484,Pavia,2019-02-28,1.0,-1.0,3.0,2.0,99.0,2.0,5.0,9.0,0.0,1002.0,0.0,0.0,pioggia nebbia 
608,Pavia,2019-03-01,12.0,11.0,14.0,8.0,72.0,21.0,5.0,8.0,0.0,1017.0,0.0,0.0,
609,Pavia,2019-03-02,11.0,10.0,12.0,9.0,87.0,9.0,4.0,8.0,0.0,1009.0,0.0,0.0,pioggia 
610,Pavia,2019-03-03,11.0,10.0,12.0,10.0,96.0,10.0,7.0,13.0,0.0,995.0,0.0,0.0,pioggia 
611,Pavia,2019-03-04,12.0,7.0,15.0,10.0,90.0,17.0,7.0,13.0,0.0,997.0,0.0,0.0,nebbia 
612,Pavia,2019-03-05,13.0,10.0,16.0,11.0,89.0,12.0,6.0,13.0,0.0,997.0,0.0,0.0,pioggia nebbia 
613,Pavia,2019-03-06,10.0,7.0,11.0,9.0,94.0,14.0,5.0,9.0,0.0,1003.0,0.0,0.0,pioggia temporale nebbia 
614,Pavia,2019-03-07,9.0,6.0,10.0,8.0,93.0,10.0,7.0,21.0,0.0,1007.0,0.0,0.0,pioggia nebbia 
615,Pavia,2019-03-08,10.0,9.0,12.0,9.0,89.0,17.0,11.0,24.0,0.0,1003.0,0.0,0.0,pioggia temporale 
616,Pavia,2019-03-09,9.0,5.0,14.0,6.0,84.0,21.0,6.0,15.0,0.0,1008.0,0.0,0.0,pioggia temporale nebbia 
617,Pavia,2019-03-10,8.0,4.0,13.0,6.0,89.0,12.0,4.0,11.0,0.0,1011.0,0.0,0.0,nebbia 
618,Pavia,2019-03-11,8.0,5.0,10.0,6.0,89.0,13.0,5.0,11.0,0.0,1013.0,0.0,0.0,pioggia nebbia 
619,Pavia,2019-03-12,8.0,7.0,10.0,7.0,91.0,14.0,6.0,11.0,0.0,1002.0,0.0,0.0,pioggia 
620,Pavia,2019-03-13,9.0,5.0,15.0,5.0,75.0,14.0,7.0,17.0,0.0,999.0,0.0,0.0,nebbia 
621,Pavia,2019-03-14,7.0,2.0,11.0,3.0,75.0,16.0,8.0,31.0,0.0,1007.0,0.0,0.0,pioggia 
622,Pavia,2019-03-15,8.0,5.0,12.0,6.0,90.0,11.0,12.0,44.0,0.0,1001.0,0.0,0.0,pioggia 
623,Pavia,2019-03-16,8.0,6.0,10.0,7.0,92.0,10.0,4.0,9.0,0.0,1011.0,0.0,0.0,pioggia 
624,Pavia,2019-03-17,7.0,6.0,8.0,7.0,94.0,10.0,6.0,11.0,0.0,1004.0,0.0,0.0,pioggia 
625,Pavia,2019-03-18,7.0,5.0,9.0,6.0,93.0,8.0,5.0,9.0,0.0,1012.0,0.0,0.0,pioggia nebbia 
626,Pavia,2019-03-19,8.0,7.0,10.0,8.0,97.0,7.0,6.0,9.0,0.0,1015.0,0.0,0.0,pioggia 
627,Pavia,2019-03-20,9.0,9.0,11.0,9.0,95.0,5.0,6.0,13.0,0.0,1013.0,0.0,0.0,pioggia 
628,Pavia,2019-03-21,10.0,9.0,11.0,9.0,92.0,6.0,6.0,13.0,0.0,1012.0,0.0,0.0,pioggia 
629,Pavia,2019-03-22,10.0,10.0,11.0,9.0,93.0,5.0,10.0,17.0,0.0,1012.0,0.0,0.0,pioggia 
630,Pavia,2019-03-23,12.0,10.0,14.0,9.0,85.0,17.0,21.0,35.0,0.0,1005.0,0.0,0.0,pioggia 
631,Pavia,2019-03-24,12.0,11.0,14.0,10.0,86.0,17.0,13.0,33.0,0.0,1006.0,0.0,0.0,pioggia 
632,Pavia,2019-03-25,13.0,9.0,19.0,11.0,83.0,19.0,7.0,13.0,0.0,1009.0,0.0,0.0,pioggia nebbia 
633,Pavia,2019-03-26,10.0,6.0,13.0,9.0,94.0,12.0,3.0,9.0,0.0,1009.0,0.0,0.0,pioggia nebbia 
634,Pavia,2019-03-27,10.0,10.0,11.0,10.0,96.0,7.0,8.0,18.0,0.0,1005.0,0.0,0.0,pioggia 
635,Pavia,2019-03-28,10.0,7.0,12.0,9.0,93.0,13.0,6.0,9.0,0.0,1004.0,0.0,0.0,
636,Pavia,2019-03-29,6.0,3.0,9.0,6.0,96.0,2.0,5.0,9.0,0.0,1009.0,0.0,0.0,nebbia 
637,Pavia,2019-03-30,5.0,2.0,8.0,5.0,96.0,4.0,8.0,17.0,0.0,1018.0,0.0,0.0,nebbia 
638,Pavia,2019-03-31,30.0,23.0,36.0,22.0,65.0,19.0,5.0,15.0,0.0,1012.0,0.0,0.0,
396,Pavia,2019-04-01,7.0,6.0,10.0,6.0,89.0,17.0,7.0,11.0,0.0,1016.0,0.0,0.0,pioggia 
397,Pavia,2019-04-02,9.0,7.0,11.0,4.0,74.0,20.0,8.0,15.0,0.0,1024.0,0.0,0.0,
398,Pavia,2019-04-03,5.0,2.0,8.0,1.0,69.0,19.0,5.0,11.0,0.0,1026.0,0.0,0.0,
399,Pavia,2019-04-04,3.0,0.0,8.0,2.0,88.0,16.0,3.0,8.0,0.0,1026.0,0.0,0.0,nebbia 
400,Pavia,2019-04-05,3.0,-1.0,7.0,3.0,89.0,9.0,4.0,9.0,0.0,1024.0,0.0,0.0,nebbia 
