"","SARIMA(1,0,2)(0,1,2)","SARIMAX(1,1,3)(1,0,0)","SARIMAX(1,1,2)(1,0,1)","SARIMAX(1,0,2)(1,0,2)","RF-ritardi","RF-regressori","RF-regressori+dummy","UCM-ritardi","UCM-regressori","UCM rit + reg + colori","UCM-regressori+dummy"
"h=29",4347.41168898778,4314.76279328186,5508.12409751887,5168.84493611475,4003.81274586541,3630.73755205343,3609.97077355735,4192.3565099235,4027.47741226429,5972.16167058853,3984.45975037032
"h=30",4404.7802985064,4379.0687643494,5300.42555207617,5152.51419063678,3998.68065968405,3636.88037538508,3637.34307521769,4215.05637486822,4124.2939193052,6056.61760049494,4039.86852875194
"h=31",4325.12126548586,4424.15382329878,5309.01359041845,4995.85716194616,3887.71349495373,3647.8224906312,3649.52204243101,4135.28583426724,4075.66693465957,5895.36717173621,3989.39758903545
"h=32",4161.90481752715,4300.14311779638,5292.74301651408,4909.51406784362,3942.74369479108,3687.91835932284,3649.4341660229,4146.21053105058,4095.60951936966,5986.97638041241,4012.19150827709
"h=33",4217.08417613875,4305.34806516616,5389.58574523368,4983.44371356042,3923.70168916111,3682.86127469077,3623.66481610587,4145.37222634092,4092.13979532771,5938.02173032051,4010.03206728894
"h=34",4320.70873938617,4337.0437621027,5379.65144221227,5037.63798822268,3984.62073954899,3675.49744584183,3673.78316358748,4111.38047143185,4061.31735801974,5797.09370774093,4002.29460036662
"h=35",4414.28344737789,4345.32334760831,5404.29960751633,5065.05450352947,3948.55355882996,3686.64835513418,3650.46426964371,4143.2672181344,4022.06574594611,6003.52438252803,4023.79814802928
"h=36",4408.83251214602,4385.54234114457,5230.8135354202,5077.82910120521,4025.84695383948,3641.82072068829,3634.93288924908,4189.87628189907,4059.53182190816,6013.89068483607,4110.78780460112
"h=37",4436.27468396803,4407.6235031507,4926.94287951442,5073.15911146422,4057.64493668961,3675.25982496128,3660.12270087136,4209.30743430849,4121.01527528327,6093.02535793255,4162.37631266844
"h=38",4310.45076612318,4388.72729755397,5301.13057528966,4836.79053000907,3962.54881594418,3666.26427941649,3677.00542098027,4189.03925505606,4132.55980019033,6028.50537664001,4166.71566536634
"h=39",4154.88501522123,4271.64162160812,5294.34670668046,4815.29718590208,3998.23298649993,3686.7009960775,3678.12263729601,4158.80603689088,4122.92349099387,6007.91002616747,4173.23447086805
"h=40",4217.20347217015,4295.44107294824,5104.40231564431,4992.57747671698,4036.73665940067,3688.527592375,3699.63921164298,4169.98403022735,4078.20666659808,5982.87902616543,4181.50114054717
"h=41",4316.82306717681,4311.5008544174,4940.96545918239,5037.1920490371,4132.78071926503,3662.03426652818,3708.59891825413,4142.39310809906,4056.0126986033,5882.27029059618,4145.05876954419
"h=42",4391.93714599983,4297.82125622085,4924.89490955537,5099.96237606089,4075.1477151762,3686.59097345662,3689.60742192501,4209.12502662752,4067.31678122512,6088.5008357731,4154.84330347825
"h=43",4392.12651620367,4317.78962585348,4942.55897739405,5100.81897212585,4160.43200025057,3722.94898714986,3671.77381918229,4264.87176073513,4060.77876539811,6074.35634096581,4233.32542764442
"h=44",4415.66371544824,4346.65056150661,4944.40912091831,5131.5854290191,4143.69949793485,3676.06399176878,3679.20489859438,4329.89956008808,4148.90543230787,6168.9252678702,4299.26007748131
"h=45",4304.5868122744,4319.60897479924,5181.20463553277,4824.2392920565,4071.74389430184,3657.65730883403,3686.45831536091,4269.23429274627,4127.66447630597,6136.80517133573,4270.98095678739
"h=46",4105.35983933618,4162.31163743917,4961.56203607227,4783.85473467623,4103.42753139505,3703.53102751753,3705.53345968909,4234.47207218624,4081.51433589177,6095.66597906214,4277.72688977706
"h=47",4187.73726403366,4189.67540007395,4902.75792584586,5012.09276669251,4151.68860049724,3729.83913466538,3719.00872779325,4249.87754887034,4095.93180565641,6207.03433889274,4290.39819714529
"h=48",4260.25021635832,4244.83614050069,4877.14148094499,5231.0317656185,4031.78308287335,3712.81340781107,3718.66648704781,4266.60433077821,4134.3692204732,6101.71570838015,4298.12028292951
"h=49",4363.16846982961,4253.65848527616,4866.37420338868,5354.84524817472,4003.07876048999,3734.3132225348,3726.99890257248,4279.47156769694,4129.28049303436,6261.36847462608,4278.66385626246
"h=50",4362.03794307257,4248.37719654272,5012.54369016385,5426.72554866139,4049.66589161814,3787.91821328615,3766.4631935114,4348.40528112203,4147.67867964797,6366.74397288339,4313.15018670719
"h=51",4390.90673251191,4269.98661663903,4917.20146023752,5473.12302284404,4100.16198409872,3756.70752220819,3767.83984318326,4329.30926233309,4180.61209115921,6383.00658732727,4299.9142609532
"h=52",4272.12972337594,4266.70099495272,4995.55455152118,5047.73227439817,4005.5364665397,3750.94826927941,3787.69587188473,4298.48266628423,4143.85240421814,6111.92202681385,4265.06594807594
"h=53",4091.50823773862,4144.55153190595,4788.53736269599,5030.97992783717,3968.2922315896,3770.14172500459,3803.44255000678,4320.53724480592,4159.08819981792,6127.44228871904,4291.87929502342
"h=54",4169.13966419378,4153.42390329681,4741.9712058494,5325.49713557085,3986.28380818164,3779.52943905278,3773.23520966177,4331.34973996482,4190.71137444932,6243.1582828184,4319.96697669566
"h=55",4234.63144990266,4165.4880702184,4738.44655759787,5562.71472912287,4109.41992313964,3762.26396853663,3785.90549082892,4327.91955150929,4159.27435165944,5894.56967248878,4301.5748766334
"h=56",4346.49608115038,4220.59603608737,4550.68606634475,5638.95955427046,4086.82472043514,3812.9477926966,3832.09338328547,4320.78291065443,4171.31189078017,6094.57441471484,4343.21536526293
"h=57",4390.94637859216,4249.69609752627,4602.63314927086,5628.40734612763,4244.73450143498,3839.60384092468,3845.70253624775,4465.88749284821,4246.5664778178,6367.61037720374,4460.29705662262
"h=58",4417.20420503191,4273.33888886628,4548.89796388588,5088.48341058765,4287.22365119306,3868.70340594505,3892.71665848501,4517.76013082768,4333.86457974444,6018.77494657626,4472.69797716623
"h=59",4284.4995079735,4249.15321686987,4659.46031197842,4671.95472414817,4162.8568645665,3827.34336977201,3867.29565352831,4475.21431834132,4311.09833561488,5992.03590968087,4438.85268114647
"h=60",4105.93913665585,4143.40372442897,4479.58027423535,4630.87974882063,4162.43198395441,3871.65575014378,3900.8105993522,4455.56812154258,4331.30117278997,5879.60152983606,4453.29845935049
